symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
LVS,EM,EN2,entertainment and media,entertainment_resorts,US5178341070,LAS VEGAS SANDS CORP,1,"Opera y desarrolla resorts integrados que combinan instalaciones de juego, entretenimiento, comercio minorista y convenciones, sirviendo como un contribuyente significativo a la industria global de resorts de entretenimiento.","Las Vegas Sands Corp. está significativamente involucrada en la industria de los resorts de entretenimiento, como lo demuestra la operación de resorts integrados que combinan alojamiento, atracciones, lugares de entretenimiento y opciones minoristas. Estos resorts, como The Venetian Macao, The Londoner Macao, The Parisian Macao y Marina Bay Sands, están diseñados para atraer turistas y visitantes recreativos. La empresa considera cada una de sus propiedades de Resort Integrado como un segmento operativo, y está invirtiendo en proyectos no relacionados con juegos y proyectos de desarrollo para mejorar las ofertas de productos, como las opciones de entretenimiento. Este compromiso se demuestra aún más con el Proyecto de Expansión de MBS, que incluye una arena de entretenimiento en vivo de última generación.","[{'name': 'lvs-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lvs-Q324-10-Q.html'}, {'name': 'lvs-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lvs-Q225-10-Q.html'}, {'name': 'lvs-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lvs-FY24-10-K.html'}, {'name': 'lvs-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lvs-Q125-10-Q.html'}]",32602412,USD,SMART,STK
WYNN,EM,EN2,entertainment and media,entertainment_resorts,US9831341071,WYNN RESORTS LTD,2,"Opera resorts integrados de lujo a nivel mundial, proporcionando una amplia gama de experiencias de entretenimiento, juego y hospitalidad que definen el sector.","El negocio principal de Wynn Resorts gira en torno al tema de los Resorts de Entretenimiento, como lo demuestra su papel como diseñador, desarrollador y operador de resorts integrados que cuentan con alojamientos de lujo, espacios comerciales, diversas opciones gastronómicas y de entretenimiento, instalaciones para reuniones y opciones de juego. La empresa opera resorts integrados en Macao, Las Vegas y Boston, con importantes inversiones de capital asignadas a mejoras y mantenimiento en estas propiedades. Además, Wynn está expandiendo activamente su presencia con la construcción de Wynn Al Marjan Island en Ras Al Khaimah, Emiratos Árabes Unidos, lo que demuestra un compromiso continuo con el desarrollo de destinos de entretenimiento integrales, incluidas asociaciones de alimentos y bebidas, inquilinos minoristas y un gran centro de eventos.","[{'name': 'wynn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wynn-Q225-10-Q.html'}, {'name': 'wynn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wynn-Q125-10-Q.html'}, {'name': 'wynn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wynn-Q324-10-Q.html'}, {'name': 'wynn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wynn-FY24-10-K.html'}]",16454492,USD,SMART,STK
DIS,EM,EN2,entertainment and media,entertainment_resorts,US2546871060,WALT DISNEY CO/THE,3,"Opera una cartera global de parques temáticos y resorts que sirven como importantes destinos de entretenimiento, ofreciendo alojamiento integrado, restauración, venta minorista y experiencias inmersivas.","El compromiso de Disney con el tema de Resorts de Entretenimiento es evidente a través de su segmento de Experiencias, que genera ingresos por admisiones a parques temáticos, resorts, ventas de alimentos y bebidas, y mercancía. Las inversiones de capital se asignan a la expansión de parques temáticos y resorts, lo que refleja la inversión de la empresa en esta área. Los ingresos de los resorts y las vacaciones se ven afectados por los viajes de vacaciones estacionales, con aumentos atribuidos a los días de crucero de pasajeros, las ventas de Disney Vacation Club y la ocupación y tarifas de las habitaciones de hotel, lo que demuestra la importancia de los resorts para las fuentes de ingresos de Disney.","[{'name': 'dis-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dis-FY24-10-K.html'}, {'name': 'dis-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dis-Q125-10-Q.html'}, {'name': 'dis-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dis-Q225-10-Q.html'}]",6459,USD,SMART,STK
MGM,EM,EN2,entertainment and media,entertainment_resorts,US5529531015,MGM RESORTS INTERNATIONAL,4,"Opera y desarrolla una cartera diversa de resorts integrados a nivel mundial, ofreciendo una amplia gama de servicios de hospitalidad, juegos, gastronomía, entretenimiento y convenciones que definen la industria de los resorts de entretenimiento.","El negocio de MGM se centra en la operación de resorts de entretenimiento, que combinan alojamiento, atracciones, recintos de entretenimiento y opciones minoristas. Esto se ejemplifica en los segmentos de Las Vegas Strip Resorts, Operaciones Regionales y MGM China, que generan ingresos de actividades de casino, habitaciones, alimentos y bebidas, y entretenimiento/minoristas. Las propiedades de casino de la compañía ofrecen una amplia gama de servicios, y MGM está desarrollando activamente resorts integrados, incluido un proyecto en Osaka, Japón, y aprovechando su posición cerca de importantes eventos deportivos y de entretenimiento en Las Vegas para impulsar el turismo.","[{'name': 'mgm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mgm-FY24-10-K.html'}, {'name': 'mgm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mgm-Q324-10-Q.html'}, {'name': 'mgm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mgm-Q225-10-Q.html'}]",9560,USD,SMART,STK
CZR,EM,EN2,entertainment and media,entertainment_resorts,US12769G1004,CAESARS ENTERTAINMENT INC,5,"Gestiona una vasta cartera de resorts de entretenimiento integrados que combinan juegos de azar, alojamientos de lujo, diversas opciones gastronómicas y espectáculos en vivo, dando forma significativamente al sector del ocio y la hostelería.","El compromiso de Caesars Entertainment con el tema de los resorts de entretenimiento es evidente a través de la operación de 53 propiedades nacionales que incluyen alojamiento, atracciones, locales de entretenimiento y opciones minoristas. Estas propiedades cuentan con una combinación de máquinas tragamonedas, juegos de mesa y habitaciones de hotel, con aproximadamente 45.600 habitaciones de hotel a 31 de diciembre de 2024. Un factor que solidifica aún más este enfoque es el desarrollo de Caesars Virginia, un resort casino de primer nivel, y una empresa conjunta con Cordish Companies para desarrollar un destino de entretenimiento y hospitalidad de uso mixto en Pompano, lo que demuestra un compromiso para expandir sus ofertas de resorts de entretenimiento.","[{'name': 'czr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/czr-Q225-10-Q.html'}, {'name': 'czr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/czr-Q324-10-Q.html'}, {'name': 'czr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/czr-FY24-10-K.html'}]",435774408,USD,SMART,STK
CCL,EM,EN2,entertainment and media,entertainment_resorts,PA1436583006,CARNIVAL CORP,6,"Opera como un proveedor líder de resorts de entretenimiento flotantes, ofreciendo experiencias de ocio integrales que incluyen alojamiento, restauración y diversas actividades recreativas.",,,5516,USD,SMART,STK
VICI,EM,EN2,entertainment and media,entertainment_resorts,US9256521090,VICI PROPERTIES INC,7,"Posee una cartera de destinos de primer nivel de juegos, hotelería y entretenimiento, proporcionando infraestructura inmobiliaria crítica para la industria de Resorts de Entretenimiento.","El negocio de VICI está significativamente ligado a los resorts de entretenimiento, como lo demuestra su propiedad y adquisición de activos inmobiliarios experienciales en destinos líderes de juegos, hotelería, entretenimiento y ocio. La cartera de la empresa incluye instalaciones de entretenimiento icónicas en el Strip de Las Vegas, como Caesars Palace, el MGM Grand y el Venetian Resort. VICI también invierte capital en proyectos de reinversión en estos resorts y destaca los impulsores de la demanda únicos en Las Vegas, incluidos los principales eventos y lugares de entretenimiento como el Sphere, lo que indica un enfoque estratégico en los resorts de entretenimiento.","[{'name': 'vici-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vici-FY24-10-K.html'}, {'name': 'vici-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vici-Q324-10-Q.html'}]",292080616,USD,SMART,STK
RCL,EM,EN2,entertainment and media,entertainment_resorts,LR0008862868,ROYAL CARIBBEAN CRUISES LTD,8,"Opera una flota global de cruceros que funcionan como complejos turísticos de entretenimiento integrales, que ofrecen diversas actividades de ocio, experiencias gastronómicas y alojamiento a viajeros de todo el mundo.",,,11520,USD,SMART,STK
27,EM,EN2,entertainment and media,entertainment_resorts,HK0027032686,GALAXY ENTERTAINMENT GROUP L,9,"Opera y desarrolla resorts integrados que abarcan casinos, hoteles y una variedad de instalaciones de entretenimiento, lo que significa su papel central en la industria de resorts de entretenimiento.",,,42445927,HKD,SEHK,STK
MTN,EM,EN2,entertainment and media,entertainment_resorts,US91879Q1094,VAIL RESORTS INC,10,"Opera una cartera de resorts de montaña y áreas de esquí, ofreciendo diversas experiencias recreativas y de alojamiento dentro del sector de resorts de entretenimiento.","Las operaciones de Vail Resorts se centran en complejos turísticos de montaña y estaciones de esquí regionales, que funcionan como complejos de entretenimiento al combinar alojamiento, atracciones y actividades recreativas. Estos complejos a menudo atienden a viajeros de larga distancia e incluyen hoteles de lujo gestionados bajo la marca RockResorts. La cartera de la empresa incluye 42 complejos turísticos de montaña, incluido el recientemente adquirido Crans-Montana Mountain Resort en Suiza, con servicios auxiliares como escuelas de esquí, restaurantes y operaciones minoristas/de alquiler. El segmento de Montaña representa una parte importante de los ingresos netos de la empresa, lo que pone de relieve la importancia de estos complejos para el negocio general de Vail Resorts.","[{'name': 'mtn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mtn-Q125-10-Q.html'}, {'name': 'mtn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mtn-Q324-10-Q.html'}, {'name': 'mtn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mtn-FY24-10-K.html'}]",2586162,USD,SMART,STK
MAR,EM,EN2,entertainment and media,entertainment_resorts,US5719032022,MARRIOTT INTERNATIONAL -CL A,11,"Opera una cartera global de hoteles y resorts que sirven como proveedores clave de alojamiento dentro del sector de resorts de entretenimiento, ofreciendo diversas opciones de alojamiento para viajeros centrados en el ocio y el entretenimiento.","La participación de Marriott en el tema de Resorts de Entretenimiento se demuestra a través de varias actividades recientes. Las aperturas de resorts todo incluido como el W Punta Cana y el JW Marriott Crete Resort & Spa, así como el viaje inaugural de Luminara, la tercera incorporación a la Ritz-Carlton Yacht Collection, resaltan este compromiso. Además, el anuncio de citizenM señala un compromiso de expandir su cartera global con opciones innovadoras para huéspedes y propietarios de hoteles, complementando sus marcas selectas de estilo de vida existentes.",,9358,USD,SMART,STK
GLPI,EM,EN2,entertainment and media,entertainment_resorts,US36467J1088,GAMING AND LEISURE PROPERTIE,12,Posee y arrienda bienes inmuebles esenciales para la operación de resorts de entretenimiento.,"La participación de Gaming and Leisure Properties (GLPI) en el tema de Entertainment Resorts es evidente en sus operaciones comerciales, que consisten únicamente en inversiones en bienes raíces arrendados a operadores de juegos. La cartera de GLPI incluye participaciones en 66 instalaciones de juego y relacionadas que ofrecen servicios de casino, hotel, convenciones, restaurantes, entretenimiento y tiendas. Estas propiedades están orientadas al destino y al ocio, y los inquilinos ofrecen una variedad de opciones de entretenimiento.","[{'name': 'glpi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/glpi-Q324-10-Q.html'}, {'name': 'glpi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/glpi-FY24-10-K.html'}]",136254442,USD,SMART,STK
HLT,EM,EN2,entertainment and media,entertainment_resorts,US43300A2033,HILTON WORLDWIDE HOLDINGS IN,13,"Gestiona y opera diversas propiedades vacacionales a nivel mundial, contribuyendo a las ofertas dentro del tema de Resorts de Entretenimiento.",,,257944570,USD,SMART,STK
VAC,EM,EN2,entertainment and media,entertainment_resorts,US57164Y1073,MARRIOTT VACATIONS WORLD,14,"Opera una cartera global de resorts de propiedad vacacional que cuentan con diversos servicios de entretenimiento y ocio, contribuyendo al panorama general de los resorts de entretenimiento.","El enfoque de la empresa en la propiedad vacacional y las experiencias de ocio demuestra su fuerte compromiso con los resorts de entretenimiento, como lo demuestran sus altas tasas de ocupación de resorts, incluido el 95% en Hawái, y los ingresos sustanciales de fuentes recurrentes. Esto se ve reforzado por la apertura de un nuevo Waikiki Resort y los planes de expansión en Tailandia, Bali y Orlando. La empresa enfatiza la provisión de experiencias vacacionales integrales con amplias comodidades, alojamientos espaciosos y centros de ventas en el lugar, solidificando su posición en el sector de los resorts de entretenimiento.",,96965587,USD,SMART,STK
HGV,EM,EN2,entertainment and media,entertainment_resorts,US43283X1054,HILTON GRAND VACATIONS INC,15,Se enfoca en ofrecer experiencias de resorts de propiedad vacacional que abarcan ocio y entretenimiento para sus miembros e invitados dentro del sector de Resorts de Entretenimiento.,"La participación de HGV en el tema de los Resorts de Entretenimiento es evidente a través de la operación de resorts de tiempo compartido que ofrecen alojamientos espaciosos, comodidades y servicios de calidad, brindando a los miembros opciones de vacaciones flexibles. La compañía enfatiza la creación de experiencias memorables en una variedad de marcas, puntos de precio, tipos de productos y destinos de vacaciones. Esto incluye una empresa conjunta con Bass Pro que presenta resorts de vida silvestre de alta gama bajo la marca Big Cedar Lodge, integrando aún más el entretenimiento y las comodidades recreativas en sus ofertas, como alimentos y bebidas, venta minorista y servicios de spa.","[{'name': 'hgv-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hgv-Q225-10-Q.html'}, {'name': 'hgv-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hgv-FY24-10-K.html'}]",257939796,USD,SMART,STK
TNL,EM,EN2,entertainment and media,entertainment_resorts,US8941641024,TRAVEL + LEISURE CO,16,Contribuye al tema de Resorts de Entretenimiento al proporcionar servicios y experiencias de viajes y ocio dentro de este sector.,"La empresa demuestra su compromiso con el tema de Resorts de Entretenimiento a través de varias iniciativas. Su segmento de Propiedad Vacacional, que desarrolla, comercializa y vende intereses de propiedad vacacional y proporciona servicios de gestión de propiedades en resorts, es un componente central de su negocio. La empresa también está expandiendo activamente su cartera de resorts de entretenimiento con el desarrollo de resorts temáticos deportivos bajo la marca Sports Illustrated Resorts, incluido un resort planificado en Nashville, y expandiendo su presencia de Margaritaville con nuevas ubicaciones de ventas y canales de marketing, integrando el ocio con experiencias de entretenimiento de marca. Estos esfuerzos reflejan el enfoque estratégico de la empresa en los resorts de entretenimiento, combinando alojamiento y lugares de entretenimiento.","[{'name': 'tnl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tnl-FY24-10-K.html'}, {'name': 'tnl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tnl-Q125-10-Q.html'}]",469015035,USD,SMART,STK
H,EM,EN2,entertainment and media,entertainment_resorts,US4485791028,HYATT HOTELS CORP - CL A,17,Contribuye al tema de Resorts de Entretenimiento operando una cartera global de resorts diseñados para brindar experiencias de ocio y entretenimiento a los huéspedes.,"La participación de Hyatt en el tema de los Resorts de Entretenimiento es evidente a través de la operación de resorts todo incluido y adquisiciones estratégicas. Notablemente, Hyatt adquirió Playa Hotels & Resorts, que abarca 15 resorts todo incluido, y posteriormente celebró acuerdos de gestión a largo plazo para una porción significativa de estas propiedades. El enfoque de la compañía en este sector se ve aún más subrayado por su monitoreo de métricas de rendimiento como Net Package RevPAR, ocupación y Net Package ADR específicamente para estos resorts, así como la expansión de las ofertas de resorts en Europa. Además, la cartera de Hyatt incluye resorts todo incluido en ubicaciones privilegiadas frente a la playa, complementados por servicios de distribución y gestión de destinos a través de ALG Vacations.","[{'name': 'h-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/h-Q225-10-Q.html'}, {'name': 'h-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/h-Q324-10-Q.html'}]",70084337,USD,SMART,STK
GENM,EM,EN2,entertainment and media,entertainment_resorts,MYL4715OO008,GENTING MALAYSIA BHD,18,"Opera y desarrolla una cartera diversa de resorts de entretenimiento, ofreciendo experiencias integradas de ocio y hospitalidad.",,,705924685,MYR,BURSAMY,STK
