type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable
defense and aerospace,defense_drones,US50077B2079,KRATOS DEFENSE & SECURITY,1,Un desarrollador y fabricante principal de sistemas aéreos no tripulados avanzados y tecnologías de drones para operaciones de defensa y seguridad.,"Kratos tiene una presencia significativa en la industria de drones de defensa, como lo demuestra el hecho de que los sistemas de drones aéreos no tripulados propulsados por jet son una de sus principales áreas de negocio. Esto se ve respaldado además por la participación de Kratos en el negocio de drones tácticos, incluido el dron Valkyrie, que se está convirtiendo en un programa de registro para el Cuerpo de Marines de EE. UU., así como por la asociación de Airbus con Kratos para una misión europea centrada en Valkyrie. Kratos también está licitando activamente en grandes oportunidades de drones y expandiendo su capacidad de fabricación de drones jet no tripulados, lo que demuestra un fuerte compromiso con esta área.","[{'name': 'ktos-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ktos-Q225-10-Q.html'}, {'name': 'ktos-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ktos-Q125-10-Q.html'}, {'name': 'ktos-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ktos-FY24-10-K.html'}, {'name': 'ktos-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ktos-Q324-10-Q.html'}]",68492173,USD,KTOS,SMART,STK,True
defense and aerospace,defense_drones,US5398301094,LOCKHEED MARTIN CORP,2,"Desarrolla y suministra una amplia gama de sistemas aéreos no tripulados avanzados para aplicaciones de defensa, contribuyendo significativamente a las capacidades militares modernas.","El segmento de negocio de Aeronáutica de Lockheed Martin contribuye significativamente al tema de Drones de Defensa a través de su participación en la investigación, diseño, desarrollo, fabricación, integración, sostenimiento, soporte y mejora de aeronaves militares avanzadas, incluidos vehículos aéreos no tripulados. Esta participación resalta la importancia estratégica y la inversión de la empresa en vehículos aéreos no tripulados, aunque la extensión del personal dedicado y la contribución de ingresos sigue sin estar clara. Si bien la empresa exhibe una singularidad moderada en su enfoque de drones de defensa, sus actividades explícitas en esta área demuestran un compromiso notable con el tema.","[{'name': 'lmt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lmt-FY24-10-K.html'}]",611191,USD,LMT,SMART,STK,True
defense and aerospace,defense_drones,US6668071029,NORTHROP GRUMMAN CORP,3,Desarrolla y proporciona sistemas aéreos no tripulados avanzados y tecnologías relacionadas para aplicaciones de defensa.,"La participación de la empresa en el tema de Drones de Defensa es evidente a través de su segmento de Sistemas de Aeronáutica, que se enfoca en el diseño, desarrollo, producción, integración, sostenimiento y modernización de sistemas de aeronaves militares. Un aspecto clave de este segmento es la producción de sistemas de aeronaves autónomas no tripuladas, incluidos sistemas estratégicos de inteligencia, vigilancia y reconocimiento (ISR) de gran altitud y larga duración (HALE), que se identifican como productos principales para la Fuerza Aérea de EE. UU., la Armada de EE. UU., otras agencias del gobierno de EE. UU. y clientes internacionales.","[{'name': 'noc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/noc-FY24-10-K.html'}]",10376,USD,NOC,SMART,STK,True
defense and aerospace,defense_drones,US0080731088,AEROVIRONMENT INC,4,"Desarrolla y suministra sistemas avanzados de aeronaves no tripuladas, que son críticos para las operaciones de defensa y seguridad a nivel mundial.","La participación de AeroVironment en el tema de Drones de Defensa es evidente a través de su diverso portafolio de Sistemas No Tripulados (UxS), que incluyen Sistemas Aéreos Pequeños No Tripulados (SUAS), Sistemas Aéreos Medianos No Tripulados (MUAS) y Vehículos Terrestres No Tripulados (UGV). El segmento LMS de la compañía y la familia de soluciones Switchblade impulsan un crecimiento expansivo, respaldado por importantes adjudicaciones de contratos y una fuerte demanda internacional. AeroVironment se enfoca en capacidades de ataque de precisión y contra-UAS, ejemplificadas por la familia Switchblade, el dron de ataque unidireccional Red Dragon y el sistema de defensa antimisiles de próxima generación contra-UAS FE-1, siendo Red Dragon una solución con capacidad totalmente autónoma diseñada para entornos con GPS denegado y que aborda directamente las necesidades del Departamento de Defensa de EE. UU.","[{'name': 'avav-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avav-Q125-10-Q.html'}, {'name': 'avav-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avav-Q325-10-Q.html'}, {'name': 'avav-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avav-Q225-10-Q.html'}]",42464367,USD,AVAV,SMART,STK,True
defense and aerospace,defense_drones,US75513E1010,RTX CORP,5,Desarrolla y suministra sistemas aéreos no tripulados avanzados y tecnologías relacionadas para aplicaciones de defensa.,"La participación de RTX en la industria de drones de defensa se demuestra a través de sus programas y sistemas de Sistemas de Aeronaves No Tripuladas (C-UAS), como el Coyote counter-UAS, que se considera una prioridad clave y una solución probada en batalla. Además, LTAMDS mejora la protección contra amenazas, incluidos los sistemas de aeronaves no tripuladas. Los aumentos en las ventas han sido impulsados por programas de sistemas de defensa terrestre y aérea, incluidos los programas C-UAS, lo que indica la participación de la empresa en la tecnología de drones de defensa.","[{'name': 'rtx-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rtx-Q324-10-Q.html'}]",415342104,USD,RTX,SMART,STK,True
defense and aerospace,defense_drones,GB0002634946,BAE SYSTEMS PLC,6,"Se dedica al diseño, fabricación y despliegue de vehículos aéreos no tripulados y sistemas relacionados para operaciones de defensa.",,,908964,GBP,BA.,SMART,STK,False
defense and aerospace,defense_drones,US69608A1088,PALANTIR TECHNOLOGIES INC-A,7,Ofrece plataformas fundamentales de inteligencia artificial e integración de datos esenciales para el despliegue estratégico y el análisis de operaciones de drones de defensa.,,,444857009,USD,PLTR,SMART,STK,True
defense and aerospace,defense_drones,US46269C1027,IRIDIUM COMMUNICATIONS INC,8,"Permite la comunicación satelital segura y confiable para drones de defensa, facilitando su comando, control y transmisión de datos en áreas operativas vastas y remotas.","La participación de Iridium en la industria de drones de defensa se refleja en su asociación a largo plazo con el gobierno de EE. UU., incluido un contrato EMSS con el DoD, que garantiza una cobertura global confiable de voz y datos. El trabajo de la empresa con la Agencia de Desarrollo Espacial (SDA) para desarrollar infraestructura terrestre para una nueva red de combatientes ilustra aún más su conexión con aplicaciones de defensa. Si bien los servicios de tiempo y ubicación satelital de Iridium se están integrando en varias soluciones, y existe interés en abordar los problemas del GPS, la empresa también reconoce la presencia de competidores como Starlink y Star Shield en el mercado en general.",,69195736,USD,IRDM,SMART,STK,True
defense and aerospace,defense_drones,US8832031012,TEXTRON INC,9,"Desarrolla y suministra sistemas avanzados de aeronaves no tripuladas para aplicaciones de defensa, contribuyendo a las capacidades de inteligencia, vigilancia y reconocimiento.","La participación de Textron en drones de defensa se destaca por la venta por parte de Textron Systems de la primera embarcación TSUNAMI, un vehículo autónomo de superficie no tripulado, a la Marina de los EE. UU. La experiencia de la empresa se extiende al mercado de UAS del Grupo 3, y el Nuuva V300 está bajo consideración para aplicaciones militares. Estas actividades indican la asignación de recursos de Textron hacia drones de defensa.",,13101,USD,TXT,SMART,STK,True
defense and aerospace,defense_drones,FR0000121329,THALES SA,10,"Desarrolla y proporciona sistemas avanzados de drones y tecnologías relacionadas para aplicaciones de defensa, contribuyendo a las capacidades de vigilancia, reconocimiento y combate.",,,917799,EUR,HO,SMART,STK,False
defense and aerospace,defense_drones,IT0003856405,LEONARDO SPA,11,"Desarrolla y suministra sistemas aéreos no tripulados avanzados y tecnologías relacionadas para aplicaciones de defensa, mejorando las capacidades autónomas en operaciones militares.",,,35162453,EUR,LDO,SMART,STK,False
defense and aerospace,defense_drones,US92552V1008,VIASAT INC,12,"Permite una conectividad robusta y segura para sistemas de drones de defensa, mejorando sus capacidades operativas a través de soluciones avanzadas de comunicación y redes.","La participación de Viasat en drones de defensa es evidente a través de las posibles aplicaciones de su forma de onda TrellisWare en vehículos aéreos y terrestres no tripulados, aprovechando las características beneficiosas para aplicaciones de radio. La utilidad de TrellisWare se extiende a plataformas aéreas, sistemas de armas y drones dentro del marco del Internet de las Cosas. Además, Viasat reconoce el potencial de crecimiento en vehículos no tripulados en aire, tierra y mar, destacando particularmente las ventajas de las bandas L y S para plataformas más pequeñas en entornos marítimos y de aviación.",,6746554,USD,VSAT,SMART,STK,True
defense and aerospace,defense_drones,US5024311095,L3HARRIS TECHNOLOGIES INC,13,"Proporciona sistemas de misión avanzados, sensores y tecnologías de comunicación cruciales para mejorar las capacidades y la efectividad operativa de los drones de defensa.",,,371886040,USD,LHX,SMART,STK,True
defense and aerospace,defense_drones,US8793601050,TELEDYNE TECHNOLOGIES INC,14,"Suministra sistemas electrónicos, de detección e imagen avanzados que son integrales para la funcionalidad y el rendimiento de los drones de defensa.","La participación de Teledyne en el tema de drones de defensa es evidente a través de su sólida cartera de sistemas aéreos no tripulados, incluidos los nano-drones Black Hornet, que están experimentando un crecimiento de ingresos y adopción en numerosos países. La dedicación de la empresa a esta área se demuestra aún más con el desarrollo de drones armados y el aumento de las ventas de sistemas aéreos no tripulados, así como el contexto histórico de la construcción de los primeros drones no tripulados durante la guerra de Vietnam. Teledyne FLIR Defense también contribuye a este tema a través de ventas de defensa internacionales y sistemas aéreos no tripulados completos.","[{'name': 'tdy-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tdy-Q324-10-Q.html'}, {'name': 'tdy-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tdy-Q225-10-Q.html'}, {'name': 'tdy-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tdy-FY24-10-K.html'}]",6340773,USD,TDY,SMART,STK,True
defense and aerospace,defense_drones,US3695501086,GENERAL DYNAMICS CORP,15,"Desarrolla e integra sistemas avanzados de drones y tecnologías relacionadas para aplicaciones de defensa, mejorando las capacidades de vigilancia, reconocimiento y combate para operaciones militares.","El grupo de Tecnologías de GD participa en el tema de Drones de Defensa a través de su enfoque en tecnología avanzada que permite plataformas autónomas. Este enfoque, junto con las inversiones en plataformas no tripuladas por parte de Sistemas de Misión, contribuye a la demanda de las soluciones avanzadas de IA, nube, ciberseguridad, 5G y cuántica del grupo. La empresa está invirtiendo en áreas como las plataformas no tripuladas.",,7496,USD,GD,SMART,STK,True
defense and aerospace,defense_drones,US0970231058,BOEING CO/THE,16,"Desarrolla y fabrica sistemas avanzados de aeronaves no tripuladas para aplicaciones de defensa, contribuyendo a las capacidades de vigilancia, reconocimiento y combate para operaciones militares.",,,4762,USD,BA,SMART,STK,True
