symbol,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
GLW,FIB,telecommunications,fiber_optic_communications,US2193501051,CORNING INC,1,Proporciona soluciones críticas de fibra óptica y cable que permiten la infraestructura para la transmisión de datos de alta velocidad y las redes de comunicación a nivel mundial.,"El compromiso de Corning con las Comunicaciones por Fibra Óptica está significativamente impulsado por la creciente demanda de enlaces de alto ancho de banda y baja latencia, particularmente para aplicaciones de IA Gen. La empresa está experimentando una respuesta notable de los clientes a sus productos utilizados dentro de los centros de datos de IA Gen e innovaciones para interconectar centros de datos de IA, con ventas empresariales creciendo un 106% año tras año, impulsadas por una fuerte demanda de nuevos productos de IA Gen. El negocio empresarial de Corning, que reporta ventas dentro del centro de datos, registró ventas récord de 2.000 millones de dólares el año pasado y creció un 81% año tras año en el segundo trimestre, principalmente debido a la escala de clústeres de GPU conectados por fibra, y tienen un acuerdo con Lumen Technologies para proporcionar su nuevo sistema de fibra y cable para IA Gen, reservando el 10% de su capacidad global de fibra para 2025 y 2026.","[{'name': 'glw-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/glw-Q125-10-Q.html'}, {'name': 'glw-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/glw-Q324-10-Q.html'}, {'name': 'glw-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/glw-FY24-10-K.html'}, {'name': 'glw-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/glw-Q225-10-Q.html'}]",7655,USD,SMART,STK
T,FIB,telecommunications,fiber_optic_communications,US00206R1023,AT&T INC,2,Está fuertemente invertida en la construcción y expansión de redes de fibra óptica para ofrecer servicios de Internet y comunicación de alta velocidad a consumidores y empresas.,"La participación de AT&T en Comunicaciones por Fibra Óptica es evidente a través de sus iniciativas estratégicas y su desempeño financiero. El negocio Consumer Wireline de la empresa proporciona servicios de banda ancha, incluidas conexiones de fibra, y Business Wireline ofrece servicios avanzados de fibra basados en Ethernet. AT&T está expandiendo activamente su despliegue de fibra, con el objetivo de 4 millones de nuevas ubicaciones por año y apuntando a 50 millones de ubicaciones de clientes para 2030, con más de 60 millones de ubicaciones a través de otros acuerdos. Esta expansión es un impulsor clave para el crecimiento de los ingresos en sus negocios inalámbricos y de banda ancha, y Consumer Wireline está experimentando un crecimiento significativo en los ingresos por fibra.","[{'name': 't-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/t-Q225-10-Q.html'}, {'name': 't-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/t-FY24-10-K.html'}, {'name': 't-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/t-Q125-10-Q.html'}, {'name': 't-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/t-Q324-10-Q.html'}]",37018770,USD,SMART,STK
VZ,FIB,telecommunications,fiber_optic_communications,US92343V1044,VERIZON COMMUNICATIONS INC,3,"Opera una extensa red de fibra óptica que sustenta su prestación de servicios de banda ancha de alta velocidad, inalámbricos y de comunicación empresarial, impulsando una inversión y expansión significativas en infraestructura de fibra.","El compromiso de Verizon con las comunicaciones por fibra óptica es evidente a través de sus inversiones estratégicas y su infraestructura de red. La empresa ofrece servicios de línea fija a través de una red 100% de fibra óptica mediante su cartera de productos Verizon Fios, y continúa construyendo redes basadas en fibra para dar soporte a servicios de datos, video y empresariales avanzados. Verizon también está expandiendo la banda ancha con fibra, con el objetivo de ofrecer banda ancha a más de 100 millones de domicilios, incluyendo 35 a 40 millones de conexiones de fibra, y está adelantada a lo previsto para entregar 650.000 conexiones Fios adicionales este año. El compromiso de la empresa se demuestra además por su acuerdo para adquirir Frontier como parte de su estrategia de expansión de fibra y la expectativa de aumentar el gasto de capital dedicado a sus redes de fibra en 2025.","[{'name': 'vz-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vz-Q324-10-Q.html'}, {'name': 'vz-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vz-Q125-10-Q.html'}, {'name': 'vz-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vz-Q225-10-Q.html'}, {'name': 'vz-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vz-FY24-10-K.html'}]",4901,USD,SMART,STK
LITE,FIB,telecommunications,fiber_optic_communications,US55024U1097,LUMENTUM HOLDINGS INC,4,Proporciona componentes y subsistemas ópticos críticos que permiten la infraestructura para redes de comunicación de fibra óptica.,"Lumentum está significativamente involucrada en Comunicaciones por Fibra Óptica, como lo demuestra su provisión de productos ópticos y fotónicos que permiten la escalabilidad de las redes ópticas y los centros de datos. La fuerza incomparable de la empresa en componentes ópticos les permite construir para prácticamente todos los tipos de redes, con productos que van desde láseres de velocidad de 100G a 400G. Lumentum suministra componentes clave como láseres de línea de banda estrecha para módulos ZR/ZR+ y componentes coherentes para la transmisión de datos de larga distancia, apoyando la infraestructura de redes de acceso, metropolitana, de larga distancia y submarina.","[{'name': 'lite-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lite-Q325-10-Q.html'}, {'name': 'lite-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lite-Q225-10-Q.html'}, {'name': 'lite-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lite-Q125-10-Q.html'}, {'name': 'lite-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lite-FY25-10-K.html'}]",201113895,USD,SMART,STK
CIEN,FIB,telecommunications,fiber_optic_communications,US1717793095,CIENA CORP,5,"Desarrolla y proporciona sistemas, servicios y software de redes esenciales para habilitar y avanzar las comunicaciones globales de fibra óptica.","La participación de Ciena en Comunicaciones de Fibra Óptica es evidente a través de su tecnología WaveLogic, reconocida como la piedra angular de su ventaja competitiva y manteniendo una ventaja significativa en el mercado. El portafolio de la compañía, que incluye WaveLogic y la plataforma de sistemas de línea reconfigurable (RLS), se considera un estándar de la industria, especialmente para la infraestructura de red de IA y las soluciones de conectividad de alta velocidad. El enfoque de Ciena en sistemas ópticos coherentes e interconexiones, junto con la creciente demanda de Redes de Fibra Óptica Gestionada (MOFN), subraya aún más su compromiso con el avance de las tecnologías de comunicación de fibra óptica, ya que implementan todo su portafolio, incluidos sistemas ópticos e interconexiones.","[{'name': 'cien-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cien-FY24-10-K.html'}]",41045553,USD,SMART,STK
LUMN,FIB,telecommunications,fiber_optic_communications,US5502411037,LUMEN TECHNOLOGIES INC,6,"Opera una extensa red de fibra óptica que sustenta las comunicaciones de alta velocidad de datos, voz y video para empresas y consumidores.","El compromiso de Lumen con las Comunicaciones por Fibra Óptica es evidente a través de sus iniciativas estratégicas para expandir y mejorar su red de fibra, con el objetivo de conectar más edificios y reducir la dependencia de otros operadores. La red de fibra de la empresa es un componente clave de su estrategia, con inversiones en planes de desarrollo de Quantum Fiber y despliegue de nueva tecnología de fibra. Lumen también se enfoca en proporcionar acceso directo de fibra a los centros de datos de los clientes, ofreciendo conectividad de alta velocidad a través de asociaciones como la de Google Cloud, y construyendo la columna vertebral para la economía de la IA. Si bien se deshace de su negocio de fibra hasta el hogar para consumidores a favor de AT&T, Lumen continúa enfatizando su compromiso con las comunicaciones por fibra óptica expandiendo su red y centrándose en clientes empresariales.","[{'name': 'lumn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lumn-Q324-10-Q.html'}, {'name': 'lumn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lumn-Q125-10-Q.html'}, {'name': 'lumn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lumn-Q225-10-Q.html'}, {'name': 'lumn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lumn-FY24-10-K.html'}]",446613345,USD,SMART,STK
MRVL,FIB,telecommunications,fiber_optic_communications,US5738741041,MARVELL TECHNOLOGY INC,7,"Desarrolla soluciones de semiconductores críticas para sistemas de comunicación por fibra óptica de alta velocidad, facilitando la transmisión rápida de datos en centros de datos y redes de telecomunicaciones.","La participación de Marvell en Comunicaciones de Fibra Óptica es evidente a través de su cartera de interconexiones electro-ópticas, que es crucial para aplicaciones de IA y nube, con soluciones de centros de datos que contribuyen una parte significativa de los ingresos de la empresa. La empresa está en proceso de transición de interconexiones de cobre a ópticas, enfatizando su papel en la habilitación de la próxima generación de implementaciones de IA escalables. Marvell también se enfoca en tecnologías de próxima generación, como DSPs PAM de 200 gig por carril y 1.6T, tecnología PAM de 400 gig por carril y motores de luz de fotónica de silicio, para mejorar los XPUs y facilitar la transición a la fibra óptica en clústeres de IA, incluidas las ópticas empaquetadas conjuntamente.",,483492393,USD,SMART,STK
PRY,FIB,telecommunications,fiber_optic_communications,IT0004176001,PRYSMIAN SPA,8,"Desempeña un papel crucial en la industria de las Comunicaciones por Fibra Óptica, contribuyendo significativamente a su infraestructura y avance tecnológico.",,,46114851,EUR,SMART,STK
AVGO,FIB,telecommunications,fiber_optic_communications,US11135F1012,BROADCOM INC,9,Proporciona soluciones y componentes semiconductores esenciales que permiten la transmisión de datos de alta velocidad y la infraestructura para redes de comunicación de fibra óptica.,"La participación de Broadcom en las comunicaciones por fibra óptica es evidente a través de sus soluciones de redes de IA, donde las tecnologías basadas en Ethernet constituyen una parte importante de los ingresos de IA. Su cartera de redes, que incluye switches Tomahawk, routers Jericho y NIC, admite clústeres de IA en entornos hiperscale, enfatizando menor latencia y mayor ancho de banda, que son atributos clave de la comunicación por fibra óptica. Además, el crecimiento secuencial de los ingresos de banda ancha, junto con los ingresos de redes empresariales y almacenamiento de servidores, indica la actividad continua de Broadcom en áreas que dependen de la infraestructura de fibra óptica.",,313130367,USD,SMART,STK
COHR,FIB,telecommunications,fiber_optic_communications,US19247G1076,COHERENT CORP,10,Contribuye al tema de las comunicaciones por fibra óptica.,"Coherent Corp. está significativamente involucrada en las Comunicaciones por Fibra Óptica, como lo demuestra su provisión de tecnologías fotónicas para la transmisión de datos ópticos de alta velocidad y productos de redes ópticas. La empresa enfatiza su amplia cartera de tecnología, incluidas las capacidades internas de fosfuro de indio y los desarrollos en láseres EML y CW, que son cruciales para las soluciones de redes ópticas. Esto se ve respaldado aún más por la introducción de nuevos productos y tecnologías de redes ópticas, como múltiples diseños de transceptores de 1.6T y el desarrollo de EML diferenciales de 400 gig por carril, fundamentales para transceptores de 3.2T, junto con el crecimiento de los ingresos en el mercado de las comunicaciones impulsado por la demanda de centros de datos de IA y el crecimiento en telecomunicaciones.","[{'name': 'cohr-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cohr-Q325-10-Q.html'}]",584127832,USD,SMART,STK
