symbol,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
TMO,BIO,agriculture,biotechnology_rd,US8835561023,THERMO FISHER SCIENTIFIC INC,1,"Proporciona instrumentación científica esencial, reactivos y servicios que son críticos para avanzar en la investigación y el desarrollo en el sector de la biotecnología.","La participación de Thermo Fisher Scientific en la I+D de biotecnología es evidente a través de su apoyo a los clientes para acelerar la investigación en ciencias de la vida y su participación en el desarrollo y la fabricación de terapias que cambian la vida. La empresa atiende a los mercados farmacéutico y biotecnológico, con un crecimiento de los ingresos en estas áreas impulsado por una mayor demanda de los clientes. Esto se demuestra aún más con la adquisición de Olink Holding AB, un proveedor de soluciones de proteómica de próxima generación, que mejora las capacidades en el mercado de proteómica de alto crecimiento, así como el lanzamiento de instrumentos avanzados como el espectrómetro de masas Excedion Pro y el microscopio electrónico de transmisión criogénica Krios 5, que están diseñados para avanzar en la medicina de precisión y apoyar el desarrollo de nuevas terapias.","[{'name': 'tmo-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tmo-Q225-10-Q.html'}, {'name': 'tmo-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tmo-Q125-10-Q.html'}, {'name': 'tmo-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tmo-Q324-10-Q.html'}, {'name': 'tmo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tmo-FY24-10-K.html'}]",12869,USD,SMART,STK
PFE,BIO,agriculture,biotechnology_rd,US7170811035,PFIZER INC,2,"Participa activamente en una extensa investigación y desarrollo dentro del sector de la biotecnología, contribuyendo significativamente a los avances en el descubrimiento de fármacos y la innovación terapéutica.","El compromiso de Pfizer con la I+D biotecnológica es evidente a través de su identidad como empresa biofarmacéutica basada en la investigación dedicada a aplicar la ciencia y los recursos globales para desarrollar terapias. La empresa prioriza la mejora de la productividad de I+D, como lo demuestra su enfoque en avanzar en su cartera de productos y capitalizar estratégicamente las oportunidades de crecimiento. Este compromiso se demuestra aún más con importantes inversiones en I+D interna, con un enfoque en iniciativas que contribuyen a los ingresos a largo plazo y al crecimiento futuro, incluido el desarrollo de vacunas y tratamientos como Paxlovid y Comirnaty.","[{'name': 'pfe-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pfe-Q324-10-Q.html'}, {'name': 'pfe-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pfe-Q225-10-Q.html'}, {'name': 'pfe-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pfe-FY24-10-K.html'}, {'name': 'pfe-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pfe-Q125-10-Q.html'}]",11031,USD,SMART,STK
BMY,BIO,agriculture,biotechnology_rd,US1101221083,BRISTOL-MYERS SQUIBB CO,3,"Participa ampliamente en la investigación y el desarrollo de innovaciones biotecnológicas para descubrir y avanzar nuevas terapias, impulsando los avances en la medicina.","La empresa demuestra su enfoque en la innovación y la inversión en I+D de Biotecnología a través de varias vías. Su estrategia principal implica combinar los recursos de una gran compañía farmacéutica con la innovación observada en la industria biotecnológica, lo que incluye esfuerzos internos de investigación y desarrollo destinados a avanzar y expandir su cartera. Esto se apoya además en colaboraciones estratégicas con empresas como BioNTech y Philochem, así como en la expansión de las capacidades de desarrollo y fabricación, incluida una nueva instalación de radiofármacos. La empresa está asignando estratégicamente recursos para maximizar el valor e impulsar un crecimiento sostenible, centrándose en programas de I+D con el potencial de obtener el mayor retorno de la inversión.","[{'name': 'bmy-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bmy-Q225-10-Q.html'}, {'name': 'bmy-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bmy-Q324-10-Q.html'}]",5111,USD,SMART,STK
DHR,BIO,agriculture,biotechnology_rd,US2358511028,DANAHER CORP,4,"Suministra una amplia gama de instrumentos, consumibles y servicios que son fundamentales para avanzar en la investigación y el desarrollo en la industria de la biotecnología.","El compromiso de Danaher con la I+D biotecnológica es evidente a través de su segmento de Biotecnología, que ofrece una gama de equipos, consumibles y servicios destinados a acelerar la investigación, el desarrollo, la fabricación y la entrega de medicamentos biológicos. Este segmento apoya diversas bioterapias, incluyendo anticuerpos monoclonales, proteínas recombinantes, terapias de reemplazo, vacunas y terapias novedosas de células, genes, ARNm y ácidos nucleicos. Además, la empresa está comprometida con la innovación, como lo demuestra la expansión de Cytiva de su cartera de purificación con nuevas resinas de Proteína A y la introducción por parte de SCIEX del ZenoTOF 8600, reforzando su posición en espectrometría de masas.","[{'name': 'dhr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dhr-Q125-10-Q.html'}, {'name': 'dhr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dhr-Q225-10-Q.html'}, {'name': 'dhr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dhr-Q324-10-Q.html'}]",6442,USD,SMART,STK
AMGN,BIO,agriculture,biotechnology_rd,US0311621009,AMGEN INC,5,"Lleva a cabo una extensa investigación y desarrollo en biotecnología para descubrir, desarrollar y ofrecer terapias humanas innovadoras.","El enfoque de Amgen en la I+D de biotecnología es evidente a través de su compromiso de descubrir, desarrollar, fabricar y entregar medicamentos innovadores. La empresa dirige su capital humano a abordar los desafíos de la creación de medicamentos innovadores y dedica considerables recursos a actividades de I+D, con gastos impulsados por inversiones en programas clínicos en etapas avanzadas como MariTide. Este compromiso se demuestra aún más por la parte significativa de las ventas de productos e ingresos totales asignados a investigación y desarrollo.","[{'name': 'amgn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amgn-Q225-10-Q.html'}, {'name': 'amgn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/amgn-FY24-10-K.html'}]",266145,USD,SMART,STK
ILMN,BIO,agriculture,biotechnology_rd,US4523271090,ILLUMINA INC,6,"Ofrece tecnologías avanzadas de secuenciación y arrays que son esenciales para acelerar la investigación genética, el descubrimiento de fármacos y otras actividades fundamentales dentro del panorama de I+D de biotecnología.","La participación de Illumina en la I+D de Biotecnología es evidente a través de sus sustanciales inversiones y enfoque estratégico. Los esfuerzos de investigación y desarrollo de la empresa priorizan la innovación continua y la evolución de productos, con gastos que superan los mil millones de dólares anuales. Illumina proporciona soluciones basadas en secuenciación y arrays para el análisis genético y genómico, sirviendo a centros de investigación genómica líderes, instituciones académicas, laboratorios gubernamentales, hospitales y empresas de biotecnología. Además, Illumina está avanzando en el ecosistema multi-ómico y permitiendo a los clientes obtener información en áreas como la oncología, la inmunología y el descubrimiento de dianas farmacológicas, con soluciones que aceleran el descubrimiento de fármacos y avanzan en la comprensión de enfermedades complejas.","[{'name': 'ilmn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ilmn-Q225-10-Q.html'}, {'name': 'ilmn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ilmn-FY24-10-K.html'}]",9869443,USD,SMART,STK
IQV,BIO,agriculture,biotechnology_rd,US46266C1053,IQVIA HOLDINGS INC,7,"Proporciona servicios de investigación clínica, soluciones tecnológicas y análisis avanzados para apoyar y acelerar el desarrollo e innovación de fármacos dentro del panorama de I+D biotecnológica.","La participación de IQVIA en la I+D de Biotecnología es evidente a través de la prestación de servicios de investigación clínica, información comercial e inteligencia sanitaria a las industrias de ciencias de la vida y atención médica, incluidas las empresas de biotecnología. La información y las capacidades de ejecución de IQVIA ayudan a las empresas de biotecnología a comprender enfermedades y avances científicos para acelerar su camino hacia curas. El segmento de Soluciones de Investigación y Desarrollo de la empresa atiende a clientes biofarmacéuticos, proporcionando investigación clínica externalizada y servicios de ensayos clínicos, incluida la gestión de un programa de edición genética y el apoyo a ensayos relacionados con la oncología. IQVIA también se dedica a acelerar el desarrollo y la comercialización de tratamientos médicos innovadores, aprovechando su Connected Intelligence y su IA de grado sanitario.","[{'name': 'iqv-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/iqv-Q125-10-Q.html'}, {'name': 'iqv-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/iqv-Q324-10-Q.html'}, {'name': 'iqv-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/iqv-Q225-10-Q.html'}, {'name': 'iqv-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/iqv-FY24-10-K.html'}]",295757261,USD,SMART,STK
LLY,BIO,agriculture,biotechnology_rd,US5324571083,ELI LILLY & CO,8,Se centra en una extensa investigación y desarrollo en biotecnología para descubrir y avanzar en nuevas soluciones terapéuticas.,"La empresa demuestra un fuerte compromiso con la I+D biotecnológica, subrayado por su extensa cartera de desarrollo clínico, que incluye aproximadamente 55 nuevos candidatos a medicamentos en desarrollo clínico o bajo revisión regulatoria, y un mayor número de proyectos en fase de descubrimiento. Este compromiso se evidencia aún más en un aumento del 18 por ciento en los gastos de investigación y desarrollo en 2024, totalizando $10,990.6 millones, impulsado por inversiones continuas en carteras de etapas tempranas y tardías. La estrategia de la empresa también incluye la adquisición de investigación y desarrollo en proceso, como se observa en las adquisiciones de Morphic y DICE Therapeutics, Inc., Versanis Bio, Inc., Emergence Therapeutics AG, y Mablink Biosciences SAS, y de una transacción de desarrollo de negocios con Beam Therapeutics Inc.","[{'name': 'lly-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lly-FY24-10-K.html'}]",9160,USD,SMART,STK
REGN,BIO,agriculture,biotechnology_rd,US75886F1075,REGENERON PHARMACEUTICALS,9,"Se enfoca en una extensa investigación y desarrollo en biotecnología para descubrir, desarrollar y comercializar medicamentos innovadores para enfermedades graves.","El compromiso de Regeneron con la I+D biotecnológica es evidente a través de su identidad como empresa biotecnológica totalmente integrada dedicada a inventar, desarrollar, fabricar y comercializar medicamentos. La empresa mantiene una sólida base en investigación científica básica y tecnologías que permiten el descubrimiento, con una estrategia comercial centralizada en la investigación científica y el desarrollo de fármacos. Este compromiso se demuestra aún más por la expectativa de continuos gastos sustanciales relacionados con actividades de investigación y desarrollo, incluidos los costos de investigación preclínica, ensayos clínicos y reembolsos a colaboradores, lo que resulta en numerosos productos aprobados y una sólida cartera de candidatos a productos.","[{'name': 'regn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/regn-Q125-10-Q.html'}, {'name': 'regn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/regn-FY24-10-K.html'}, {'name': 'regn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/regn-Q324-10-Q.html'}, {'name': 'regn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/regn-Q225-10-Q.html'}]",273733,USD,SMART,STK
ABBV,BIO,agriculture,biotechnology_rd,US00287Y1091,ABBVIE INC,10,"Participa en extensas actividades de investigación y desarrollo para descubrir, desarrollar y comercializar productos biofarmacéuticos novedosos, impulsando avances en diversas áreas terapéuticas.","El negocio de AbbVie depende en gran medida de la investigación y la innovación como empresa biofarmacéutica global, y su éxito a largo plazo depende significativamente del descubrimiento y desarrollo de productos innovadores, así como de la adquisición o colaboración en compuestos. AbbVie se compromete a invertir y expandir su cartera para apoyar oportunidades en diversas áreas terapéuticas, con aproximadamente 90 compuestos, dispositivos o indicaciones en desarrollo. Este compromiso se refleja en una mayor financiación para apoyar todas las etapas de los activos de la cartera de la compañía, a pesar de las fluctuaciones en los gastos de I+D como porcentaje de los ingresos netos debido a los costos relacionados con la adquisición.","[{'name': 'abbv-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/abbv-Q225-10-Q.html'}, {'name': 'abbv-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/abbv-Q125-10-Q.html'}]",118089500,USD,SMART,STK
