symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
GLW,telecommunications,telecommunications_equipment,US2193501051,CORNING INC,1,Sirve como un proveedor fundamental de infraestructura central y materiales avanzados críticos para el desarrollo y la operación de redes de telecomunicaciones.,"La participación de Corning en la industria de equipos de telecomunicaciones es evidente en su desempeño financiero, con aumentos significativos en las ventas de productos de telecomunicaciones impulsando el crecimiento general de las ventas netas. Específicamente, las ventas netas para el año que finalizó el 31 de diciembre de 2024, vieron un aumento de $530 millones, principalmente debido a un aumento de $645 millones en las ventas de productos de telecomunicaciones. Esta tendencia continuó en el tercer trimestre de 2024, donde un aumento de $218 millones en las ventas netas fue impulsado en gran medida por un aumento de $328 millones en las ventas de productos de telecomunicaciones, lo que resalta aún más la importancia de este sector para los ingresos de Corning.","[{'name': 'glw-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/glw-Q324-10-Q.html'}, {'name': 'glw-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/glw-FY24-10-K.html'}]",7655,USD,SMART,STK,True,TE1
AVGO,telecommunications,telecommunications_equipment,US11135F1012,BROADCOM INC,2,Desarrolla y suministra soluciones de semiconductores e infraestructura de software críticas que forman la columna vertebral de las redes y equipos de telecomunicaciones modernos.,"El compromiso de Broadcom con la industria de equipos de telecomunicaciones se refleja en el desarrollo y suministro de dispositivos semiconductores utilizados en diversos productos finales, incluidos equipos de telecomunicaciones. La empresa ofrece una amplia gama de productos utilizados en este sector, junto con otros como redes empresariales y de centros de datos, conectividad doméstica y acceso de banda ancha. Si bien los equipos de telecomunicaciones se mencionan constantemente como una aplicación de los productos de Broadcom, a menudo se incluye entre numerosos otros sectores, lo que sugiere que su importancia es secundaria dentro de la cartera más amplia de la empresa.","[{'name': 'avgo-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avgo-Q224-10-Q.html'}, {'name': 'avgo-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avgo-Q225-10-Q.html'}, {'name': 'avgo-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avgo-Q324-10-Q.html'}]",313130367,USD,SMART,STK,True,TE1
CIEN,telecommunications,telecommunications_equipment,US1717793095,CIENA CORP,3,"Desarrolla y proporciona sistemas, servicios y software de redes que permiten a los proveedores de servicios de telecomunicaciones construir, actualizar y gestionar sus redes, facilitando la conectividad global y la transmisión de datos.","El compromiso de Ciena con el tema de Equipos de Telecomunicaciones se evidencia a través de su provisión de hardware, software y servicios a una amplia gama de operadores de red, con el objetivo de mejorar la capacidad de la red, la entrega de servicios y la automatización. La cartera de la empresa incluye sistemas ópticos e interconexiones, junto con soluciones de enrutamiento y conmutación, todas diseñadas para abordar las crecientes demandas de los operadores de red. El enfoque de Ciena en la innovación se demuestra aún más a través de sus inversiones estratégicas en sistemas ópticos coherentes, interconexiones y enrutamiento coherente, con la tecnología WaveLogic sirviendo como piedra angular de su ventaja competitiva.","[{'name': 'cien-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cien-Q324-10-Q.html'}, {'name': 'cien-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cien-Q224-10-Q.html'}, {'name': 'cien-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cien-Q225-10-Q.html'}, {'name': 'cien-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cien-FY24-10-K.html'}]",41045553,USD,SMART,STK,True,TE1
ERIC,telecommunications,telecommunications_equipment,US2948216088,ERICSSON (LM) TEL-SP ADR,4,"Es un importante proveedor de equipos de telecomunicaciones, que contribuye significativamente a la infraestructura de las redes de comunicación globales.",,,268977,USD,SMART,STK,False,TE1
CSCO,telecommunications,telecommunications_equipment,US17275R1023,CISCO SYSTEMS INC,5,"Proporciona una amplia gama de hardware de red, software y equipos de telecomunicaciones esenciales para construir y operar redes de comunicación globales.",,,268084,USD,SMART,STK,True,TE1
NOKIA,telecommunications,telecommunications_equipment,FI0009000681,NOKIA OYJ,6,"Suministra una amplia gama de infraestructura de redes de telecomunicaciones, software y servicios a nivel mundial, sustentando el desarrollo y la operación de sistemas de comunicación modernos.",,,29816875,EUR,HEX,STK,False,TE1
APH,telecommunications,telecommunications_equipment,US0320951017,AMPHENOL CORP-CL A,7,Suministra productos y soluciones de interconexión esenciales que son críticos para la infraestructura y la operación de redes y equipos de telecomunicaciones a nivel mundial.,"La participación de Amphenol en la industria de equipos de telecomunicaciones es evidente a través del diseño, fabricación y comercialización de conectores y sistemas de interconexión eléctricos, electrónicos y de fibra óptica, antenas, sensores y cables coaxiales, de alta velocidad y especializados. El negocio Andrew de la empresa proporciona soluciones de redes de comunicaciones, incluidas antenas de estaciones base y sistemas de antenas distribuidas, lo que solidifica aún más su posición en el mercado. El crecimiento de las ventas de Amphenol en el mercado de redes de comunicaciones, impulsado por la adquisición de ANDREW y el aumento del gasto por parte de los operadores de redes de comunicaciones y los fabricantes de equipos inalámbricos, subraya su compromiso con el tema, ya que la empresa está bien posicionada con clientes proveedores de servicios y OEM en todo el mercado mundial de redes de comunicaciones.","[{'name': 'aph-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aph-Q225-10-Q.html'}, {'name': 'aph-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aph-FY24-10-K.html'}]",4493,USD,SMART,STK,True,TE1
QCOM,telecommunications,telecommunications_equipment,US7475251036,QUALCOMM INC,8,"Desarrolla y suministra soluciones avanzadas de semiconductores, incluyendo módems, procesadores y módulos de front-end de RF, esenciales para la funcionalidad y evolución de los equipos de telecomunicaciones a nivel mundial.",,,273544,USD,SMART,STK,True,TE1
005930,telecommunications,telecommunications_equipment,KR7005930003,SAMSUNG ELECTRONICS CO LTD,9,"Proporciona soluciones avanzadas de infraestructura de red, incluida la tecnología 5G, y componentes esenciales para la comunicación móvil, contribuyendo significativamente al mercado mundial de equipos de telecomunicaciones.",,,17382528,KRW,KSE,STK,False,TE1
COMM,telecommunications,telecommunications_equipment,US20337X1090,COMMSCOPE HOLDING CO INC,10,"Proporciona soluciones de infraestructura esenciales, que incluyen equipos de red cableados e inalámbricos, cables de fibra óptica y productos de conectividad, fundamentales para la construcción y operación de redes de telecomunicaciones a nivel mundial.","La compañía demuestra su compromiso con el tema de Equipos de Telecomunicaciones a través de varios segmentos y soluciones clave. El segmento NICS ofrece redes inalámbricas, que incluyen soluciones celulares para interiores, Wi-Fi, puntos de acceso LTE y switches de agregación, mientras que el segmento ANS ofrece sistemas de terminación de módems por cable, infraestructura de video y equipos de distribución y transmisión, lo que permite a los proveedores de servicios construir redes avanzadas. Además, la compañía proporciona soluciones de conectividad de fibra óptica y cobre a través del segmento CCS, atendiendo a redes de telecomunicaciones, televisión por cable y banda ancha. La compañía también adquirió Casa Systems, un proveedor de equipos de infraestructura de telecomunicaciones y soluciones de software, reforzando su papel en la entrega de servicios de voz, video y datos.","[{'name': 'comm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/comm-FY24-10-K.html'}]",137407031,USD,SMART,STK,False,TE1
