type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable
entertainment and media,entertainment_services,US64110L1061,NETFLIX INC,1,"Ofrece un servicio global de entretenimiento en streaming con una vasta biblioteca de contenido original y licenciado, sirviendo como plataforma líder para películas y programas de televisión bajo demanda en todo el mundo.","La conexión de Netflix con el tema de Servicios de Entretenimiento es evidente en su modelo de negocio principal, ya que la compañía se identifica como uno de los principales servicios de entretenimiento del mundo, ofreciendo series de televisión, películas y juegos en numerosos géneros e idiomas a una vasta membresía global. La compañía genera ingresos no solo de suscripciones de streaming, sino también de productos de consumo y experiencias en vivo, demostrando un enfoque diversificado del entretenimiento. Además, Netflix invierte significativamente en contenido global, particularmente en contenido original, lo que refleja un compromiso con la expansión y mejora de sus ofertas de entretenimiento.","[{'name': 'nflx-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nflx-Q125-10-Q.html'}, {'name': 'nflx-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nflx-Q324-10-Q.html'}, {'name': 'nflx-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nflx-Q225-10-Q.html'}]",15124833,USD,NFLX,SMART,STK,True
entertainment and media,entertainment_services,US5380341090,LIVE NATION ENTERTAINMENT IN,2,"Opera como líder mundial en entretenimiento en vivo, ofreciendo un conjunto integral de servicios que incluyen promoción de eventos, gestión de recintos y soluciones de venta de entradas.","El negocio principal de Live Nation gira en torno a la prestación de servicios de entretenimiento a través de sus segmentos de conciertos, venta de entradas y patrocinios y publicidad. La empresa se enfoca en la actividad de conciertos, la operación de recintos y la experiencia del fanático, con el segmento de Conciertos contribuyendo una parte significativa de los ingresos totales. Live Nation también se enfoca en expandir sus plataformas globales para conectar artistas y fanáticos y mejorar la experiencia en vivo a través de mejoras en los recintos.","[{'name': 'lyv-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lyv-Q125-10-Q.html'}, {'name': 'lyv-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lyv-FY24-10-K.html'}, {'name': 'lyv-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lyv-Q324-10-Q.html'}]",37511786,USD,LYV,SMART,STK,True
entertainment and media,entertainment_services,US2546871060,WALT DISNEY CO/THE,3,"Opera como líder mundial en servicios de entretenimiento, ofreciendo diversos contenidos y experiencias a través de sus estudios de cine, redes de televisión, plataformas de streaming directo al consumidor y parques temáticos en todo el mundo.","El compromiso de Disney con los Servicios de Entretenimiento es evidente a través de su diversa oferta, que incluye plataformas de streaming como Disney+ y Hulu, redes lineales, lanzamientos cinematográficos, parques temáticos, resorts y operaciones de cruceros. El enfoque de la empresa en estos servicios se refleja en sus informes segmentados y análisis financieros, con discusiones sobre ingresos, beneficios operativos y métricas clave. Además, el segmento de entretenimiento de la empresa abarca redes lineales, servicios directos al consumidor y ventas/licencias de contenido, destacando sus actividades en la creación, distribución y exhibición de contenido de entretenimiento.","[{'name': 'dis-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dis-Q325-10-Q.html'}]",6459,USD,DIS,SMART,STK,True
entertainment and media,entertainment_services,US9344231041,WARNER BROS DISCOVERY INC,4,"Opera como líder mundial en servicios de entretenimiento, abarcando la creación de contenido, la distribución a través de diversas plataformas y la entrega de programación diversa a audiencias de todo el mundo.","Warner Bros. Discovery opera como una empresa global de medios y entretenimiento, creando y distribuyendo contenido a través de diversas plataformas, incluyendo televisión, cine, streaming y videojuegos. La combinación de activos de la compañía abarca todo el ecosistema del entretenimiento, proporcionando servicios a través de redes nacionales e internacionales, televisión de pago premium, producción de largometrajes, series originales, productos de consumo, licencias de experiencias temáticas y videojuegos interactivos. Esta extensa cartera posiciona a la empresa para servir a los consumidores en un amplio espectro de ofertas de entretenimiento.","[{'name': 'wbd-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wbd-Q224-10-Q.html'}, {'name': 'wbd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wbd-Q324-10-Q.html'}, {'name': 'wbd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wbd-FY24-10-K.html'}]",554208351,USD,WBD,SMART,STK,True
entertainment and media,entertainment_services,US8740541094,TAKE-TWO INTERACTIVE SOFTWRE,5,"Desarrolla y publica una amplia gama de contenido de entretenimiento interactivo, ofreciendo ofertas clave dentro del sector de servicios de entretenimiento.",,,6478131,USD,TTWO,SMART,STK,True
entertainment and media,entertainment_services,JP3435000009,SONY GROUP CORP,6,"Proporciona un conjunto integral de servicios de entretenimiento, que incluyen juegos interactivos, transmisión de música y producción y distribución de contenido de cine y televisión, dando forma significativamente al panorama global del entretenimiento.",,,13905705,JPY,6758,SMART,STK,False
entertainment and media,entertainment_services,US20030N1019,COMCAST CORP-CLASS A,7,"Proporciona un conjunto completo de servicios de entretenimiento, contribuyendo significativamente al sector.",,,267748,USD,CMCSA,SMART,STK,True
entertainment and media,entertainment_services,US77543R1023,ROKU INC,8,"Proporciona una plataforma de streaming que agrega y ofrece una amplia gama de servicios de entretenimiento a los consumidores, facilitando el acceso a contenido diverso.",,,290651477,USD,ROKU,SMART,STK,False
entertainment and media,entertainment_services,US9831341071,WYNN RESORTS LTD,9,"Ofrece una amplia gama de servicios de entretenimiento a través de sus resorts de lujo, que abarcan juegos de azar, espectáculos en vivo, vida nocturna y otras actividades de ocio.",,,16454492,USD,WYNN,SMART,STK,True
entertainment and media,entertainment_services,US16119P1084,CHARTER COMMUNICATIONS INC-A,10,"Ofrece una amplia gama de servicios de entretenimiento, incluyendo programación de video y contenido bajo demanda, a través de sus extensas redes de banda ancha y cable.","Charter Communications enfatiza sus ofertas de entretenimiento a través de los servicios de Spectrum TV, que incluyen aplicaciones de entretenimiento fluidas. La empresa está implementando cajas de streaming Xumo a nuevos clientes de video y ha completado acuerdos con los principales programadores para mejorar el valor y la flexibilidad para el cliente. Además, los costos de programación, incluidos los de video bajo demanda y pago por visión, reflejan la inversión de Charter en servicios de entretenimiento, que se integran en sus estrategias de precios y empaquetado.","[{'name': 'chtr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/chtr-Q125-10-Q.html'}]",233674866,USD,CHTR,SMART,STK,True
