industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
transportation and logistics,hybrid_vehicles,JP3633400001,TOYOTA MOTOR CORP,1,"Es una fuerza pionera y líder en el mercado de vehículos híbridos, habiendo introducido y avanzado continuamente la tecnología híbrida en una amplia gama de modelos a nivel mundial.",,13905804,JPY,7203,SMART,STK,False,,HYB
transportation and logistics,hybrid_vehicles,US0997241064,BORGWARNER INC,2,Desarrolla y suministra componentes críticos y tecnologías avanzadas esenciales para la propulsión y eficiencia de los vehículos híbridos.,"BorgWarner se identifica como un líder mundial de productos en soluciones tecnológicas limpias y eficientes para vehículos híbridos, con una estrategia centrada en el crecimiento rentable en su cartera de productos enfocada en tecnología que soporta vehículos eléctricos, híbridos y de combustión. Esto se demuestra aún más por la obtención de múltiples victorias comerciales y contratos para suministrar componentes como turbocompresores, inversores duales, motores eléctricos y tecnología de calentador de refrigerante de alto voltaje para aplicaciones de vehículos eléctricos híbridos a los principales fabricantes de equipos originales (OEM) en América del Norte, Asia Oriental y China. La compañía también obtuvo un premio de eMotor híbrido con un importante OEM norteamericano, lo que resalta que los híbridos aprovechan ambos lados de su cartera, aumentando el contenido por oportunidad de vehículo.",5336,USD,BWA,SMART,STK,True,"[{'name': 'bwa-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bwa-Q125-10-Q.html'}, {'name': 'bwa-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bwa-Q225-10-Q.html'}, {'name': 'bwa-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bwa-Q324-10-Q.html'}, {'name': 'bwa-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bwa-FY24-10-K.html'}]",HYB
transportation and logistics,hybrid_vehicles,JP3854600008,HONDA MOTOR CO LTD,3,"Desarrolla y ofrece una gama de vehículos híbridos, contribuyendo al avance y adopción de tecnología automotriz eficiente en el consumo de combustible.",,13905825,JPY,7267,SMART,STK,False,,HYB
transportation and logistics,hybrid_vehicles,US3453708600,FORD MOTOR CO,4,"Ofrece una amplia cartera de vehículos híbridos en varios segmentos, impulsando la integración y disponibilidad de la tecnología de tren motriz híbrido en la industria automotriz.","Ford está ampliando su oferta de vehículos híbridos, incluidos EREV y PHEV, e invirtiendo en híbridos de alto rendimiento. Esto está respaldado por la producción del nuevo Ranger Plug-In Hybrid EV para los mercados europeo y australiano. Ford Blue ha experimentado una creciente demanda de los clientes de sus híbridos, con un aumento de 250 puntos básicos en la mezcla de híbridos de las ventas globales. La empresa proporciona cifras de ventas y ventas al por mayor en EE. UU. para vehículos híbridos, y los híbridos, junto con los vehículos eléctricos, representan aproximadamente el 14% de su mezcla de ventas en EE. UU.",9599491,USD,F,SMART,STK,True,"[{'name': 'f-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/f-Q125-10-Q.html'}, {'name': 'f-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/f-Q225-10-Q.html'}]",HYB
transportation and logistics,hybrid_vehicles,KR7005380001,HYUNDAI MOTOR CO,5,"Desarrolla y ofrece una diversa línea de vehículos híbridos, contribuyendo a la expansión de soluciones de movilidad sostenible en el mercado automotriz.",,17382507,KRW,005380,KSE,STK,False,,HYB
transportation and logistics,hybrid_vehicles,KR7000270009,KIA CORP,6,"Desarrolla y ofrece una gama significativa de vehículos híbridos, contribuyendo a la expansión y accesibilidad de los trenes motrices electrificados en el mercado automotriz global.",,17382224,KRW,000270,KSE,STK,False,,HYB
transportation and logistics,hybrid_vehicles,US37045V1008,GENERAL MOTORS CO,7,"Activamente involucrado en el desarrollo y oferta de vehículos híbridos, contribuyendo a la expansión de este segmento automotriz.","El compromiso de GM con los vehículos híbridos es evidente en su estrategia de crecimiento, que incluye inversiones tanto en vehículos eléctricos como híbridos. La empresa tiene como objetivo adaptarse a las preferencias de los clientes invirtiendo en híbridos, junto con vehículos eléctricos, tecnología personal de vehículos autónomos y servicios habilitados por software. Esta inversión en híbridos es parte de la visión de GM para un futuro con cero emisiones, ya que la empresa planea ejecutar su estrategia de invertir en híbridos.",80986742,USD,GM,SMART,STK,True,"[{'name': 'gm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gm-Q324-10-Q.html'}, {'name': 'gm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gm-Q125-10-Q.html'}, {'name': 'gm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gm-Q225-10-Q.html'}, {'name': 'gm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gm-FY24-10-K.html'}]",HYB
transportation and logistics,hybrid_vehicles,US6821891057,ON SEMICONDUCTOR,8,Proporciona soluciones de semiconductores que son integrales para el desarrollo y la funcionalidad de vehículos híbridos.,"La empresa demuestra su compromiso con el tema de los Vehículos Híbridos a través de varias iniciativas clave, incluida una colaboración con Schaeffler para entregar inversores de tracción de próxima generación para la plataforma PHEV de un OEM global, aprovechando su tecnología de trincheras EliteSiC M4T. Esta colaboración y la participación de la empresa en el diseño de vehículos eléctricos híbridos enchufables (PHEV) de 750 voltios para importantes OEM automotrices de EE. UU. señalan una transición del silicio al carburo de silicio en las nuevas plataformas PHEV, con el objetivo de extender la autonomía del vehículo y llegar a una base de clientes más amplia. La empresa anticipa una continua expansión y diversificación en la participación de los clientes a medida que los OEM rediseñan las arquitecturas híbridas para cumplir los objetivos de emisiones y extender la autonomía.",8677881,USD,ON,SMART,STK,True,,HYB
transportation and logistics,hybrid_vehicles,US2358252052,DANA INC,9,"Proporciona tecnologías críticas de tren motriz y propulsión electrónica, esenciales para el rendimiento y la eficiencia de los vehículos híbridos.","El compromiso de la empresa con los vehículos híbridos es evidente en su mayor contenido de vehículos para estos modelos, así como en vehículos de tracción trasera, tracción total y tracción total. Esto se enfatiza aún más en su enfoque en los sistemas de transmisión para camiones y autobuses medianos y pesados, específicamente dentro del mercado emergente de vehículos híbridos y eléctricos. Si bien su negocio principal sigue siendo en sistemas de transmisión, la empresa reconoce la creciente importancia de los vehículos híbridos, lo que indica una alineación estratégica con este segmento del mercado.",49260419,USD,DAN,SMART,STK,True,"[{'name': 'dan-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dan-FY24-10-K.html'}, {'name': 'dan-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dan-Q324-10-Q.html'}]",HYB
transportation and logistics,hybrid_vehicles,JP3672400003,NISSAN MOTOR CO LTD,10,"Desarrolla y ofrece una gama de modelos de vehículos híbridos, contribuyendo a la expansión de las opciones de tren motriz electrificado en el mercado automotriz.",,13905798,JPY,7201,SMART,STK,False,,HYB
