symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
ST,industrial,industrial_sensors,GB00BFMBMT84,SENSATA TECHNOLOGIES HOLDING,1,"Es un proveedor global líder de soluciones de detección críticas, que impulsa la innovación y permite aplicaciones avanzadas en el mercado de sensores industriales.","La participación de Sensata Technologies en el tema de Sensores Industriales es evidente a través de su segmento de Soluciones de Detección, que atiende al mercado industrial. Las tecnologías de productos principales de la compañía abarcan la protección de presión, temperatura y eléctrica, junto con capacidades de detección especializadas como fuerza, posición, flujo y detección de fugas, todas relevantes para aplicaciones industriales. El crecimiento en el negocio industrial, particularmente con nuevos productos de detección de fugas, ha contribuido a un aumento de los ingresos netos de Soluciones de Detección, impulsado por el crecimiento de contenido dentro del mercado industrial. Si bien la compañía proporciona sensores y soluciones ricas en sensores, su participación en sensores industriales se ve respaldada además por el crecimiento en el negocio industrial.","[{'name': 'st-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/st-FY24-10-K.html'}, {'name': 'st-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/st-Q324-10-Q.html'}, {'name': 'st-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/st-Q225-10-Q.html'}]",311458442,USD,SMART,STK,True,IND_12
TEL1 N,industrial,industrial_sensors,IE000IVNQZ81,TE CONNECTIVITY PLC,2,"Desarrolla y fabrica una amplia cartera de tecnologías de sensores y soluciones de conectividad cruciales para la automatización industrial, el control de procesos y diversas aplicaciones industriales exigentes.","TE Connectivity se identifica como un líder mundial en tecnología industrial que ofrece soluciones de conectividad y sensores para una variedad de sectores, incluyendo transporte, energía renovable, fábricas automatizadas, centros de datos y tecnología médica. El segmento de Soluciones de Transporte de la compañía incluye 'Sensores' como un mercado final industrial, aunque este segmento experimentó una disminución en las ventas. Las soluciones de sensores de TE Connectivity permiten la distribución de energía, señales y datos en estas aplicaciones; sin embargo, la debilidad tanto en aplicaciones industriales como de transporte contribuyó a la disminución de las ventas de sensores.","[{'name': 'tel-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tel-Q125-10-Q.html'}, {'name': 'tel-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tel-FY24-10-K.html'}]",731466402,MXN,MEXI,STK,True,IND_12
SIE,industrial,industrial_sensors,DE0007236101,SIEMENS AG-REG,3,"Desarrolla e integra sensores industriales avanzados como componentes fundamentales para sus soluciones de automatización, digitalización e infraestructura inteligente en diversas industrias.",,,14217,EUR,SMART,STK,False,IND_12
ADI,industrial,industrial_sensors,US0326541051,ANALOG DEVICES INC,4,"Desarrolla y suministra componentes analógicos y de señal mixta críticos que permiten la precisión, la fiabilidad y la funcionalidad avanzada de los sensores industriales.","Analog Devices enfatiza que la detección precisa y el control preciso de motores son cruciales para cada articulación y punto de contacto, impulsando oportunidades en la cadena de señales y la gestión de energía. La pila tecnológica de alto rendimiento y la experiencia de la empresa son vitales para el éxito del cliente en la era de la conectividad segura y las modalidades robóticas emergentes. La capacidad de ADI para ofrecer representaciones físicas precisas y permitir información más rápida se vuelve esencial a medida que el mercado migra a sistemas robóticos autónomos de próxima generación, especialmente a medida que las empresas invierten en sistemas de automatización para mejorar la productividad, la eficiencia y la calidad.",,4157,USD,SMART,STK,True,IND_12
HON,industrial,industrial_sensors,US4385161066,HONEYWELL INTERNATIONAL INC,5,"Desarrolla y suministra una amplia gama de tecnologías de detección críticas para la automatización, el control de procesos y la adquisición de datos en diversas aplicaciones industriales.","La participación de Honeywell en el tema de Sensores Industriales es evidente a través de sus ofertas de Automatización Industrial, que incluyen tecnologías de detección con una variedad de sensores y servicios diseñados a medida. Estos sensores también son integrales para los productos y servicios de Automatización de Edificios, particularmente para la gestión de energía. Si bien la detección se identifica como un área de crecimiento, su impacto se ve algo compensado por otros factores, lo que sugiere una contribución de ingresos limitada pero presente de los sensores industriales.","[{'name': 'hon-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hon-FY24-10-K.html'}]",4350,USD,SMART,STK,True,IND_12
FTV,industrial,industrial_sensors,US34959J1088,FORTIVE CORP,6,"Proporciona una cartera integral de soluciones de detección industrial, lo que permite mediciones, control y automatización precisos en una amplia gama de aplicaciones industriales.","La participación de la compañía en el tema de Sensores Industriales es evidente a través de su segmento de Tecnologías de Precisión (PT), que ofrece tecnologías de detección y materiales a varios mercados verticales, incluido el industrial. Si bien el segmento PT aborda desafíos técnicos en diversas aplicaciones, incluidos los vehículos eléctricos de próxima generación y la energía limpia, los resultados de ventas se han visto afectados por reducciones de volumen en productos de detección industrial. Además, la experiencia de la compañía en materiales, métodos y mediciones se refleja en sus tecnologías de detección dirigidas a industrias como la manufacturera y de procesos, junto con la demanda del sector de servicios públicos para la monitorización de redes.","[{'name': 'ftv-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ftv-Q324-10-Q.html'}, {'name': 'ftv-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ftv-Q125-10-Q.html'}, {'name': 'ftv-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ftv-Q225-10-Q.html'}, {'name': 'ftv-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ftv-FY24-10-K.html'}]",236074120,USD,SMART,STK,True,IND_12
EMR,industrial,industrial_sensors,US2910111044,EMERSON ELECTRIC CO,7,"Desarrolla y suministra una amplia gama de sensores industriales críticos para la automatización de procesos, la medición y el control en diversas aplicaciones industriales.",,,6842,USD,SMART,STK,True,IND_12
6645,industrial,industrial_sensors,JP3197800000,OMRON CORP,8,"Desarrolla y suministra sensores industriales avanzados, desempeñando un papel fundamental en el suministro de soluciones de detección para diversas aplicaciones industriales.",,,14016810,JPY,SMART,STK,False,IND_12
MKSI,industrial,industrial_sensors,US55306N1046,MKS INC,9,Proporciona instrumentación crítica y soluciones de control de procesos que son integrales para el sector de Sensores Industriales.,"El compromiso de MKS Instruments con el tema de Sensores Industriales es evidente a través de su División de Soluciones de Vacío (VSD), que ofrece soluciones tecnológicas a diversos sectores, incluida la fabricación de semiconductores y aplicaciones industriales especializadas. Los productos de VSD provienen de competencias básicas en tecnologías de vacío, que abarcan la medición y el control de presión y flujo, el análisis de composición de gas y la detección de temperatura y posición por fibra óptica. Si bien estas capacidades se alinean con las aplicaciones de sensores industriales, no hay una discusión explícita sobre tecnologías de sensores industriales únicas o propietarias.","[{'name': 'mksi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mksi-Q225-10-Q.html'}, {'name': 'mksi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mksi-Q125-10-Q.html'}, {'name': 'mksi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mksi-FY24-10-K.html'}]",4814955,USD,SMART,STK,True,IND_12
6841,industrial,industrial_sensors,JP3955000009,YOKOGAWA ELECTRIC CORP,10,"Desarrolla y suministra sensores industriales avanzados que son fundamentales para diversas aplicaciones, impulsando el progreso tecnológico y la adopción del tema.",,,13905738,JPY,SMART,STK,False,IND_12
