industry_id,theme_id,symbol,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
TE,EL2,AAPL,technology,electronic_devices,US0378331005,APPLE INC,1,"Desarrolla y fabrica una amplia cartera de dispositivos electrónicos, incluyendo teléfonos inteligentes, ordenadores personales, tabletas y dispositivos vestibles, que son centrales para su ecosistema de productos.",,265598,USD,SMART,STK,
TE,EL2,005930,technology,electronic_devices,KR7005930003,SAMSUNG ELECTRONICS CO LTD,2,"Actúa como un fabricante e innovador líder a nivel mundial en el sector de los dispositivos electrónicos, contribuyendo significativamente al desarrollo y la amplia disponibilidad de diversos productos electrónicos.",,17382528,KRW,KSE,STK,
TE,EL2,NVDA,technology,electronic_devices,US67066G1040,NVIDIA CORP,3,"Suministra unidades de procesamiento y plataformas críticas que son fundamentales para la operación y el avance de una amplia gama de dispositivos electrónicos, desde productos de consumo hasta sistemas informáticos sofisticados.",,4815747,USD,SMART,STK,
TE,EL2,QCOM,technology,electronic_devices,US7475251036,QUALCOMM INC,4,"Desarrolla y suministra tecnologías de semiconductores centrales, incluidos procesadores y módems, que son fundamentales para la funcionalidad y la conectividad de una amplia gama de dispositivos electrónicos.",,273544,USD,SMART,STK,
TE,EL2,TXN,technology,electronic_devices,US8825081040,TEXAS INSTRUMENTS INC,5,"Proporciona semiconductores esenciales de procesamiento analógico y embebido que permiten una amplia gama de dispositivos electrónicos en numerosas industrias, sirviendo como proveedor de componentes fundamentales para el mercado global de la electrónica.",,13096,USD,SMART,STK,
TE,EL2,INTC,technology,electronic_devices,US4581401001,INTEL CORP,6,"Como fabricante principal de microprocesadores y chipsets, Intel suministra componentes críticos que permiten la funcionalidad y el rendimiento de una amplia gama de dispositivos electrónicos.",,270639,USD,SMART,STK,
TE,EL2,MSFT,technology,electronic_devices,US5949181045,MICROSOFT CORP,7,"Desarrolla y fabrica una diversa cartera de dispositivos electrónicos, que incluyen hardware de computación personal, consolas de juegos y cascos de realidad mixta, mejorando las experiencias de los usuarios en diversos entornos digitales.",,272093,USD,SMART,STK,
TE,EL2,6758,technology,electronic_devices,JP3435000009,SONY GROUP CORP,8,"Desarrolla, fabrica y comercializa una amplia gama de dispositivos electrónicos, que abarcan electrónica de consumo, soluciones de imagen y detección, y equipos profesionales.",,13905705,JPY,SMART,STK,
TE,EL2,AMZN,technology,electronic_devices,US0231351067,AMAZON.COM INC,9,"Desarrolla y ofrece una amplia cartera de dispositivos electrónicos patentados, como productos para el hogar inteligente, lectores electrónicos y dispositivos de transmisión, y actúa como un canal minorista líder para una gran selección de productos electrónicos de terceros.","La participación de Amazon en la industria de dispositivos electrónicos es evidente a través de sus actividades de fabricación y ventas. La empresa invierte en la construcción y el despliegue de dispositivos electrónicos innovadores, junto con iniciativas como el desarrollo de una red de satélites y vehículos autónomos. Esto está respaldado además por su participación en compromisos con proveedores de componentes de dispositivos electrónicos. Además, los costos de tecnología e infraestructura incluyen la investigación y el desarrollo de productos y servicios nuevos y existentes, así como el diseño y mantenimiento de tiendas en línea, que potencialmente abarcan dispositivos electrónicos.",3691937,USD,SMART,STK,"[{'name': 'amzn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amzn-Q125-10-Q.html'}, {'name': 'amzn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/amzn-FY24-10-K.html'}]"
TE,EL2,AMAT,technology,electronic_devices,US0382221051,APPLIED MATERIALS INC,10,"Proporciona equipos, servicios y software de fabricación críticos que permiten la producción de semiconductores y pantallas avanzadas, que son componentes esenciales para una amplia gama de dispositivos electrónicos.","El compromiso de Applied Materials con el tema de la industria de Dispositivos Electrónicos es evidente a través de su provisión de equipos, servicios y software a fabricantes de obleas y chips de semiconductores, pantallas de cristal líquido y diodos orgánicos emisores de luz (OLED), entre otros dispositivos electrónicos. Estos clientes, que pueden utilizar estos componentes fabricados en sus propios productos o venderlos a otras empresas, son centrales para el negocio de Applied Materials. Los ingresos de Sistemas de Semiconductores de la compañía reflejan esto, con un crecimiento en fundición y lógica impulsado por las inversiones de los clientes, y con nodos ICAPS sirviendo a los mercados de IoT y comunicaciones.",266093,USD,SMART,STK,"[{'name': 'amat-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amat-Q324-10-Q.html'}, {'name': 'amat-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amat-Q125-10-Q.html'}]"
