symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
BTU,EU,COA,energy and utilities,coal_and_consumable_fuels,US7045511000,PEABODY ENERGY CORP,1,"Sirve como un importante productor mundial de carbón, desempeñando un papel fundamental en la cadena de suministro de combustibles consumibles para la generación de energía y los procesos industriales.","Las operaciones de Peabody se centran en la producción y venta de carbón metalúrgico y térmico, y la empresa se identifica como un productor líder en la industria. Esto se demuestra a través de sus importantes volúmenes de producción, como lo evidencian las 118.0 millones de toneladas de carbón vendidas en 2024, y su participación en 17 operaciones mineras de carbón activas en los Estados Unidos y Australia. El compromiso de la empresa con el carbón se ve reforzado por su participación en iniciativas destinadas a revitalizar la industria del carbón en EE. UU., incluidos nuevos acuerdos de suministro y el apoyo a órdenes ejecutivas diseñadas para expandir la generación de energía a carbón.","[{'name': 'btu-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/btu-Q225-10-Q.html'}, {'name': 'btu-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/btu-FY24-10-K.html'}, {'name': 'btu-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/btu-Q125-10-Q.html'}, {'name': 'btu-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/btu-Q324-10-Q.html'}]",271303334,USD,SMART,STK
ARLP,EU,COA,energy and utilities,coal_and_consumable_fuels,US01877R1086,ALLIANCE RESOURCE PARTNERS,2,"Sirve como un importante productor y proveedor de carbón, un combustible consumible clave, que apoya la generación de energía y los procesos industriales.","Alliance Resource Partners está fuertemente involucrada en la industria del Carbón y Combustibles Consumibles, como lo demuestra su negocio principal. La compañía genera ingresos de la producción y comercialización de carbón a importantes empresas de servicios públicos nacionales, usuarios industriales y clientes internacionales, posicionándose como un proveedor de energía confiable. Como el segundo mayor productor de carbón en el este de los Estados Unidos, las operaciones de la compañía se dividen en Operaciones de Carbón de la Cuenca de Illinois y Operaciones de Carbón de los Apalaches. Los ingresos de la compañía se basan en gran medida en las ventas de carbón, y toda la llamada de resultados se centra en la producción, las ventas y las condiciones del mercado del carbón.","[{'name': 'arlp-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/arlp-Q125-10-Q.html'}, {'name': 'arlp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/arlp-Q225-10-Q.html'}, {'name': 'arlp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/arlp-FY24-10-K.html'}]",6857418,USD,SMART,STK
HCC,EU,COA,energy and utilities,coal_and_consumable_fuels,US93627C1018,WARRIOR MET COAL INC,3,"Dedicada a la minería y producción de carbón metalúrgico, un combustible consumible clave esencial para los procesos de fabricación de acero a nivel mundial.","El compromiso de la empresa con el tema de la industria del carbón y los combustibles consumibles es sustancial, ya que se dedica por completo a la minería de carbón para la fabricación de acero no térmico, un componente crítico de la producción de acero. Operando minas a gran escala y de bajo costo, incluida la mina Blue Creek, la empresa se enfoca en la extracción y venta de carbón metalúrgico a fabricantes en Europa, América del Sur y Asia. Esta dedicación se ve aún más enfatizada por el enfoque del CEO en la dinámica del mercado del carbón metalúrgico y las respuestas estratégicas de la empresa a los cambios del mercado, lo que solidifica la posición de la empresa dentro de la industria del carbón.","[{'name': 'hcc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hcc-Q225-10-Q.html'}, {'name': 'hcc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hcc-Q324-10-Q.html'}, {'name': 'hcc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hcc-FY24-10-K.html'}]",272561931,USD,SMART,STK
1088,EU,COA,energy and utilities,coal_and_consumable_fuels,CNE1000002R0,CHINA SHENHUA ENERGY CO-H,4,Opera como un productor y proveedor líder dentro de la industria del carbón y los combustibles consumibles.,,,46636749,HKD,SEHK,STK
COALINDIA,EU,COA,energy and utilities,coal_and_consumable_fuels,INE522F01014,COAL INDIA LTD,5,"Un importante contribuyente al tema de Carbón y Combustibles Consumibles, principalmente a través de sus extensas operaciones de producción de carbón.",,,80626626,INR,NSE,STK
AMR,EU,COA,energy and utilities,coal_and_consumable_fuels,US0207641061,ALPHA METALLURGICAL RESOURCE,6,"Directamente involucrado en la producción y suministro de carbón y combustibles consumibles, desempeñando un papel clave en la industria.","Alpha Metallurgical Resources tiene una conexión significativa con el tema del carbón y los combustibles consumibles, como lo demuestra su papel como proveedor líder de carbón metalúrgico para la industria del acero. La empresa opera varias minas activas e instalaciones de preparación de carbón, produciendo, procesando y vendiendo carbón metalúrgico y térmico, siendo el carbón metalúrgico el producto principal. Poseen sustanciales reservas de carbón metalúrgico y térmico y envían millones de toneladas de carbón al año, con una parte considerable de sus ingresos ligada a las ventas de carbón. Si bien la empresa ha salido estratégicamente de la producción de carbón térmico para centrarse en el carbón metalúrgico, el carbón térmico todavía representa una parte de sus ventas y tienen reservas de carbón térmico.","[{'name': 'amr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amr-Q125-10-Q.html'}, {'name': 'amr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amr-Q324-10-Q.html'}, {'name': 'amr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amr-Q225-10-Q.html'}, {'name': 'amr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/amr-FY24-10-K.html'}]",468056568,USD,SMART,STK
GLEN,EU,COA,energy and utilities,coal_and_consumable_fuels,JE00B4T3BW64,GLENCORE PLC,7,Desempeña un papel importante en la industria del carbón y los combustibles consumibles.,,,88286963,GBP,SMART,STK
BHP,EU,COA,energy and utilities,coal_and_consumable_fuels,AU000000BHP4,BHP GROUP LTD,8,"Opera como un importante productor y proveedor de carbón y combustibles consumibles, contribuyendo a los recursos energéticos globales.",,,4036812,AUD,SMART,STK
CNR,EU,COA,energy and utilities,coal_and_consumable_fuels,US2189371006,CORE NATURAL RESOURCES INC,9,"Se enfoca en la producción y suministro de carbón y combustibles consumibles, desempeñando un papel clave en el apoyo a las demandas energéticas de diversas industrias.","La significativa exposición de la empresa al tema del Carbón y Combustibles Consumibles es evidente a través de sus actividades comerciales principales, que incluyen la minería, preparación y comercialización de carbón bituminoso. Como productor líder de bajo costo enfocado en la Cuenca de los Apalaches, la empresa vende principalmente a usuarios finales industriales, metalúrgicos y de generación de energía. Esto se ve reforzado aún más por su condición de productor y exportador de clase mundial de carbones de alta calidad y bajo costo, incluyendo variedades metalúrgicas y térmicas, y la propiedad de importantes reservas de carbón y complejos mineros.","[{'name': 'ceix-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ceix-Q324-10-Q.html'}, {'name': 'ceix-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ceix-Q125-10-Q.html'}, {'name': 'ceix-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ceix-Q225-10-Q.html'}, {'name': 'ceix-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ceix-FY24-10-K.html'}]",752731994,USD,SMART,STK
UNP,EU,COA,energy and utilities,coal_and_consumable_fuels,US9078181081,UNION PACIFIC CORP,10,"Facilita el transporte ferroviario de carbón y combustibles consumibles, apoyando la cadena de suministro de estos recursos energéticos.","La participación de Union Pacific en la industria del Carbón y Combustibles de Consumo es evidente a través del transporte de carbón como materia a granel. La compañía ha experimentado fluctuaciones en este sector, con aumentos de volumen impulsados por una mayor demanda de carbón utilizado en la generación de electricidad debido a precios favorables del gas natural y victorias comerciales, incluidos los envíos de Lower Colorado River Authority. Si bien se espera que los volúmenes de carbón superen significativamente los niveles anteriores, impulsados por las previsiones actuales de precios del gas natural, la compañía también ha enfrentado desafíos como una menor demanda de envíos de carbón y el impacto de la reducción del uso de carbón en la generación de electricidad, lo que ha resultado en una disminución de los ingresos por fletes en algunos períodos.","[{'name': 'unp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unp-Q225-10-Q.html'}, {'name': 'unp-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unp-Q125-10-Q.html'}, {'name': 'unp-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unp-Q324-10-Q.html'}, {'name': 'unp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/unp-FY24-10-K.html'}]",13284,USD,SMART,STK
METC,EU,COA,energy and utilities,coal_and_consumable_fuels,US75134P6007,RAMACO RESOURCES INC-A,11,"Opera como productor y proveedor de carbón metalúrgico y térmico, componentes esenciales dentro de la industria de combustibles consumibles.","El negocio de METC se centra en la producción y venta de carbón metalúrgico, siendo la venta de carbón su principal fuente de ingresos. La empresa es un operador y desarrollador de carbón metalúrgico, manteniendo importantes toneladas de reservas y planeando aumentar la producción anual. Se centran en optimizar los planes de producción y reducir los costos de las minas, con gastos de capital continuos para proyectos de expansión. Además del carbón metalúrgico, también venden carbón térmico, lo que demuestra aún más su participación en la industria del carbón.","[{'name': 'metc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/metc-Q225-10-Q.html'}, {'name': 'metc-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/metc-Q125-10-Q.html'}]",636473750,USD,SMART,STK
