symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
BMY,health,biopharmaceutical_alliances,US1101221083,BRISTOL-MYERS SQUIBB CO,1,"Aprovecha colaboraciones estratégicas y alianzas en el panorama biofarmacéutico para impulsar los esfuerzos de descubrimiento, desarrollo y comercialización de fármacos.","Las asociaciones biofarmacéuticas de Bristol-Myers Squibb (BMS) se ejemplifican a través de varias colaboraciones estratégicas, en particular con SystImmune para codesarrollar y comercializar conjuntamente izalontamab brengitecan (iza-bren o BL-B01D1), un conjugado anticuerpo-fármaco biespecífico basado en inhibidores de topoisomerasa actualmente en ensayos clínicos de Fase I para diversos tipos de cáncer. Además, el programa clínico LIBREXIA de BMS, centrado en enfermedades cardiovasculares, se encuentra en asociación con Johnson & Johnson, lo que destaca esfuerzos colaborativos adicionales. Estas asociaciones indican la participación de la empresa en el codesarrollo y la comercialización conjunta de productos biofarmacéuticos.","[{'name': 'bmy-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bmy-Q324-10-Q.html'}, {'name': 'bmy-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bmy-FY24-10-K.html'}]",5111,USD,SMART,STK,True,PHA
PFE,health,biopharmaceutical_alliances,US7170811035,PFIZER INC,2,"Aprovecha las asociaciones biofarmacéuticas como un enfoque estratégico central para avanzar en sus esfuerzos de investigación, desarrollo y comercialización.","Pfizer participa activamente en alianzas biofarmacéuticas a través de diversas colaboraciones, adquisiciones, empresas conjuntas y acuerdos de licencia para fortalecer su negocio y capacidades. Notablemente, Pfizer colaboró con BioNTech para desarrollar conjuntamente Comirnaty en respuesta a la COVID-19 y continúa evaluándolo, incluso contra nuevas variantes. Adicionalmente, Pfizer está desarrollando Emblaveo en colaboración con AbbVie, Padcev conjuntamente con Astellas, y Tivdak con Genmab A/S.","[{'name': 'pfe-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pfe-Q125-10-Q.html'}, {'name': 'pfe-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pfe-Q324-10-Q.html'}, {'name': 'pfe-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pfe-FY24-10-K.html'}]",11031,USD,SMART,STK,True,PHA
JNJ,health,biopharmaceutical_alliances,US4781601046,JOHNSON & JOHNSON,3,"Participa ampliamente en colaboraciones y alianzas estratégicas dentro del sector biofarmacéutico para avanzar en los esfuerzos de descubrimiento, desarrollo y comercialización de fármacos a nivel mundial.",,,8719,USD,SMART,STK,True,PHA
AZN,health,biopharmaceutical_alliances,GB0009895292,ASTRAZENECA PLC,4,"Participa activamente en colaboraciones y alianzas estratégicas en el sector biofarmacéutico para avanzar en los esfuerzos de descubrimiento, desarrollo y comercialización de fármacos.",,,909330,GBP,SMART,STK,False,PHA
ABBV,health,biopharmaceutical_alliances,US00287Y1091,ABBVIE INC,5,"Participa activamente en colaboraciones y alianzas estratégicas en el sector biofarmacéutico para avanzar en los esfuerzos de descubrimiento, desarrollo y comercialización de fármacos.","La participación de AbbVie en asociaciones biofarmacéuticas es evidente a través de sus esfuerzos colaborativos y acuerdos de licencia para desarrollar compuestos, con aproximadamente 90 compuestos, dispositivos o indicaciones en su cartera bajo dichos acuerdos. El éxito a largo plazo de la empresa está ligado a su capacidad para descubrir, desarrollar, adquirir o colaborar en productos innovadores. Esto se demuestra aún más por los ingresos de colaboración generados por productos como Imbruvica y Epkinly, lo que indica asociaciones con otras empresas en el desarrollo y comercialización de productos biofarmacéuticos.","[{'name': 'abbv-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/abbv-Q225-10-Q.html'}, {'name': 'abbv-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/abbv-Q324-10-Q.html'}, {'name': 'abbv-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/abbv-FY24-10-K.html'}]",118089500,USD,SMART,STK,True,PHA
MRK,health,biopharmaceutical_alliances,US58933Y1055,MERCK & CO INC,6,"Participa activamente en colaboraciones y alianzas estratégicas con otras empresas biofarmacéuticas para acelerar los esfuerzos de descubrimiento, desarrollo y comercialización de fármacos.",,,70101545,USD,SMART,STK,True,PHA
AMGN,health,biopharmaceutical_alliances,US0311621009,AMGEN INC,7,"Participa activamente en la formación de alianzas estratégicas y colaboraciones con otras empresas farmacéuticas y biotecnológicas para avanzar en sus esfuerzos de investigación, desarrollo y comercialización de productos biofarmacéuticos.",,,266145,USD,SMART,STK,True,PHA
ROG,health,biopharmaceutical_alliances,CH0012032048,ROCHE HOLDING AG-GENUSSCHEIN,8,"Participa activamente en colaboraciones y alianzas estratégicas dentro del sector biofarmacéutico para avanzar en iniciativas de descubrimiento, desarrollo y comercialización de fármacos.",,,228954,CHF,SMART,STK,False,PHA
NOVN,health,biopharmaceutical_alliances,CH0012005267,NOVARTIS AG-REG,9,"Participa en amplias colaboraciones y alianzas estratégicas en el sector biofarmacéutico para avanzar en el descubrimiento, desarrollo y comercialización de terapias innovadoras.",,,1615110,CHF,SMART,STK,False,PHA
LLY,health,biopharmaceutical_alliances,US5324571083,ELI LILLY & CO,10,"Participa activamente en alianzas estratégicas y colaboraciones en el sector biofarmacéutico para avanzar en sus esfuerzos de investigación, desarrollo y comercialización.",,,9160,USD,SMART,STK,True,PHA
