symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
KMI,energy and utilities,natural_gas_infrastructure,US49456B1017,KINDER MORGAN INC,1,"Opera una extensa red de gasoductos de gas natural e instalaciones relacionadas, sirviendo como un componente crítico de la infraestructura energética norteamericana.","El compromiso de Kinder Morgan con la infraestructura de gas natural es evidente a través de su extensa red de oleoductos, que abarca 70.000 millas y transporta el 40% del gas en Estados Unidos. Reforzando este compromiso, la empresa adquirió estratégicamente Outrigger Energy por 648 millones de dólares, incorporando un sistema de recolección y procesamiento de gas natural que cuenta con una planta de procesamiento y un oleoducto de recolección de gas de alta presión. Además, Kinder Morgan está persiguiendo activamente proyectos de expansión en su red de oleoductos de gas natural, incluido el proyecto Louisiana Line Texas Access, para mejorar las capacidades de transporte y almacenamiento en respuesta al creciente mercado de gas natural, particularmente para satisfacer la demanda de GNL y la generación de energía.","[{'name': 'kmi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kmi-Q225-10-Q.html'}, {'name': 'kmi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kmi-FY24-10-K.html'}, {'name': 'kmi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kmi-Q324-10-Q.html'}, {'name': 'kmi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kmi-Q125-10-Q.html'}]",83975037,USD,SMART,STK,True,NA1
ET,energy and utilities,natural_gas_infrastructure,US29273V1008,ENERGY TRANSFER LP,2,"Opera una infraestructura extensa y crítica para la recolección, procesamiento y transporte de gas natural, contribuyendo significativamente a la cadena de suministro de energía.","El compromiso de Energy Transfer con el tema de la Infraestructura de Gas Natural es significativo, impulsado por sus extensas operaciones en transporte y almacenamiento de gas natural, que abarcan actividades interestatales e interestatales. La empresa posee una de las redes de gasoductos de gas natural más grandes de los Estados Unidos, con más de 105,000 millas de gasoductos y una capacidad de almacenamiento de gas significativa, moviendo aproximadamente el 30% de la producción de gas natural de EE. UU. Esto se demuestra aún más con proyectos en curso como el gasoducto Desert Southwest, la expansión del gasoducto Hugh Brinson y la expansión de la instalación de almacenamiento de gas natural Bethel, destinadas a mejorar la confiabilidad del sistema y la capacidad de extracción para satisfacer la creciente demanda de plantas de energía, centros de datos e instalaciones de GNL.","[{'name': 'et-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/et-Q225-10-Q.html'}, {'name': 'et-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/et-Q125-10-Q.html'}, {'name': 'et-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/et-FY24-10-K.html'}]",37830920,USD,SMART,STK,False,NA1
WMB,energy and utilities,natural_gas_infrastructure,US9694571004,WILLIAMS COS INC,3,"Opera una vasta red de infraestructura de recolección, procesamiento y transmisión de gas natural, esencial para conectar la oferta de gas natural con los centros de demanda en todo Estados Unidos.","La participación de Williams en el tema de Infraestructura de Gas Natural es evidente en su estrategia comercial principal e inversiones significativas. La empresa se compromete a proporcionar infraestructura que suministre de forma segura productos de gas natural, con el objetivo de liderar en este sector mientras impulsa la economía de energía limpia. Este compromiso se ve subrayado por su enfoque en maximizar la capacidad de las tuberías y numerosos proyectos de expansión, incluidos los desarrollos de Louisiana Energy Gateway y Haynesville Shale, diseñados para satisfacer la creciente demanda y mejorar la confiabilidad energética. Además, Williams está estratégicamente posicionada para capitalizar la creciente demanda de gas natural de la generación de energía, la reindustrialización industrial y las exportaciones de GNL, solidificando su papel en el panorama de la infraestructura de gas natural.","[{'name': 'wmb-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wmb-Q324-10-Q.html'}, {'name': 'wmb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wmb-Q125-10-Q.html'}, {'name': 'wmb-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wmb-FY24-10-K.html'}]",13805,USD,SMART,STK,True,NA1
EPD,energy and utilities,natural_gas_infrastructure,US2937921078,ENTERPRISE PRODUCTS PARTNERS,4,"Proporciona una amplia infraestructura para la recolección, procesamiento y transporte de gas natural, desempeñando un papel fundamental en la cadena de suministro de gas natural.","Enterprise Products Partners demuestra un fuerte compromiso con la Infraestructura de Gas Natural a través de sus extensas operaciones midstream, que abarcan la recolección, el tratamiento, el procesamiento, el transporte y el almacenamiento de gas natural. Las actividades de la empresa incluyen importantes inversiones en la expansión de las capacidades de recolección y procesamiento de gas natural, particularmente en la Cuenca Pérmica, con la construcción de nuevos trenes de procesamiento de gas y la expansión de los sistemas existentes. Su participación se extiende a la gestión de una importante red de gasoductos, procesando miles de millones de pies cúbicos de gas natural al día y conectando numerosos pozos, lo que pone de relieve su dedicación a mejorar su infraestructura para la recolección, el procesamiento, el transporte y la exportación de hidrocarburos.","[{'name': 'epd-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/epd-Q225-10-Q.html'}, {'name': 'epd-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/epd-Q125-10-Q.html'}, {'name': 'epd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/epd-FY24-10-K.html'}]",6607910,USD,SMART,STK,False,NA1
ENB,energy and utilities,natural_gas_infrastructure,CA29250N1050,ENBRIDGE INC,5,"Mantiene una extensa infraestructura de gas natural, incluidas tuberías y redes de distribución, lo que facilita el transporte y la entrega de gas natural en diversas regiones.","La participación de Enbridge en la infraestructura de gas natural es evidente a través de adquisiciones estratégicas y desarrollo de infraestructura. Las adquisiciones de The East Ohio Gas Company, Questar Gas Company y Public Service Company of North Carolina ampliaron significativamente la red de distribución de gas natural de Enbridge, brindando servicios a numerosos clientes en varios estados. Afianzando aún más su posición, Enbridge formó una empresa conjunta centrada en el desarrollo de activos de gasoductos y almacenamiento de gas natural que conectan la Cuenca Pérmica con instalaciones de GNL, además de proyectos como la expansión de Tennessee Ridgeline y los gasoductos del sistema Canyon, lo que demuestra un compromiso con la expansión de su infraestructura de gas natural.","[{'name': 'enb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/enb-Q125-10-Q.html'}, {'name': 'enb-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/enb-FY24-10-K.html'}]",5082726,CAD,SMART,STK,False,NA1
OKE,energy and utilities,natural_gas_infrastructure,US6826801036,ONEOK INC,6,"Desarrolla y opera una extensa infraestructura de gas natural y líquidos de gas natural (NGL), que abarca sistemas de recolección, procesamiento y transporte esenciales para la entrega de energía.","La importante participación de ONEOK en la infraestructura de gas natural es evidente a través de sus diversos segmentos comerciales, que incluyen la recolección y procesamiento de gas natural, líquidos de gas natural y ductos de gas natural. La compañía está expandiendo activamente su infraestructura, destacada por una inversión de $1.0 mil millones en empresas conjuntas para construir un nuevo ducto de Mont Belvieu a Texas City y una terminal de exportación de gas licuado de petróleo. ONEOK también está reubicando una planta de procesamiento en la cuenca Pérmica y expandiendo proyectos de almacenamiento de gas natural, posicionando sus activos para beneficiarse de la creciente demanda de gas natural, particularmente de centros de datos, exportaciones de GNL y clientes industriales.","[{'name': 'oke-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/oke-FY24-10-K.html'}, {'name': 'oke-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oke-Q125-10-Q.html'}, {'name': 'oke-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oke-Q324-10-Q.html'}, {'name': 'oke-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oke-Q225-10-Q.html'}]",10794,USD,SMART,STK,True,NA1
MPLX,energy and utilities,natural_gas_infrastructure,US55336V1008,MPLX LP,7,"Opera y expande infraestructura esencial de gas natural, incluyendo sistemas de recolección, procesamiento y transporte, fundamentales para la entrega de gas natural.","El compromiso de MPLX con el tema de la Infraestructura de Gas Natural es significativo, como lo demuestran sus extensos activos e inversiones estratégicas. El segmento de Servicios de Gas Natural y LGN de la empresa se enfoca en la recolección, procesamiento y transporte de gas natural, respaldado por activos como sistemas de recolección, tuberías e instalaciones de procesamiento. MPLX ha expandido su infraestructura a través de adquisiciones como Northwind Midstream, mejorando sus capacidades en la recolección y tratamiento de gas agrio, y aumentando su participación en el oleoducto Matterhorn Express. Además, MPLX está construyendo el oleoducto de gas natural Traverse y asignando una parte sustancial de su capital de crecimiento a servicios de gas natural y LGN, solidificando su compromiso con este sector.","[{'name': 'mplx-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mplx-Q225-10-Q.html'}, {'name': 'mplx-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mplx-Q125-10-Q.html'}, {'name': 'mplx-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mplx-FY24-10-K.html'}]",116339790,USD,SMART,STK,False,NA1
LNG,energy and utilities,natural_gas_infrastructure,US16411R2085,CHENIERE ENERGY INC,8,"Opera importantes instalaciones de exportación de gas natural licuado (GNL) y redes de gasoductos asociadas, esenciales para el procesamiento y transporte de gas natural desde los sitios de producción a los mercados globales.","El fuerte compromiso de la empresa con el tema de Infraestructura de Gas Natural es evidente a través de la propiedad y operación de instalaciones de licuefacción y exportación de gas natural, incluidas las terminales de GNL Sabine Pass y Corpus Christi, que incorporan tanques de almacenamiento, vaporizadores y muelles marinos. Estas terminales están respaldadas por gasoductos de suministro de gas natural que se interconectan con sistemas interestatales e intrastatales. Además, la empresa está expandiendo activamente su infraestructura a través de proyectos como CCL Etapa 4 y el Proyecto de Expansión SPL, que incluyen trenes de licuefacción, tanques de almacenamiento y muelles marinos adicionales, lo que demuestra un compromiso para aumentar la capacidad de producción y aprovechar su plataforma existente de sitios industriales desarrollados.","[{'name': 'lng-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lng-FY24-10-K.html'}, {'name': 'lng-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lng-Q225-10-Q.html'}]",4728003,USD,SMART,STK,False,NA1
SRE,energy and utilities,natural_gas_infrastructure,US8168511090,SEMPRA,9,"Desarrolla, posee y opera infraestructura crítica de gas natural, incluyendo gasoductos y redes de distribución, facilitando la entrega y exportación de gas natural.","La participación de Sempra en el tema de Infraestructura de Gas Natural es evidente a través de sus subsidiarias y proyectos de infraestructura. SoCalGas opera la instalación de almacenamiento de gas natural de Aliso Canyon, crucial para la confiabilidad del gas natural y la electricidad, mientras que SDG&E proporciona servicio de gas natural al Condado de San Diego y SoCalGas distribuye gas natural en todo el sur de California. Sempra Infrastructure está activamente involucrada en la construcción del Port Arthur Pipeline Louisiana Connector y Louisiana Storage, una instalación de almacenamiento de gas natural, además de desarrollar proyectos de licuefacción de gas natural y gestionar el gasoducto de gas natural de Sonora. Además, Oncor está aumentando sus inversiones de capital para respaldar el crecimiento esperado de la demanda de energía, construyendo y mejorando líneas de transmisión y distribución, e invirtiendo en proyectos como el Permian Basin Reliability Plan, lo que demuestra un compromiso con la expansión de la infraestructura de gas natural.","[{'name': 'sre-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sre-Q225-10-Q.html'}, {'name': 'sre-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sre-Q125-10-Q.html'}, {'name': 'sre-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sre-Q324-10-Q.html'}, {'name': 'sre-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sre-FY24-10-K.html'}]",11020,USD,SMART,STK,True,NA1
ATO,energy and utilities,natural_gas_infrastructure,US0495601058,ATMOS ENERGY CORP,10,"Opera extensos sistemas de distribución y transmisión de gas natural, incluidos gasoductos e instalaciones relacionadas, para garantizar la entrega segura y confiable de gas natural a los clientes.","El negocio de Atmos Energy está significativamente ligado a la infraestructura de gas natural, ya que la empresa se dedica a la distribución regulada de gas natural, así como a los negocios de gasoductos y almacenamiento. Se centran en la modernización de sus sistemas de distribución, transmisión y almacenamiento de gas natural, con planes de gastar aproximadamente 24.000 millones de dólares entre los años fiscales 2025 y 2029, una gran parte de los cuales se dedica a la seguridad y la fiabilidad. Atmos Energy presta servicio de gas natural a millones de clientes y opera un importante sistema de gasoductos interestatal a través de su división Atmos Pipeline-Texas (APT), junto con operaciones de transmisión de gas natural en Luisiana.","[{'name': 'ato-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ato-Q125-10-Q.html'}, {'name': 'ato-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ato-Q225-10-Q.html'}, {'name': 'ato-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ato-FY24-10-K.html'}, {'name': 'ato-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ato-Q325-10-Q.html'}]",4644,USD,SMART,STK,True,NA1
