industry_id,theme_id,symbol,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
FI,GRE,ORSTED,financials,green_bonds,DK0060094928,ORSTED A/S,1,"Emplea Bonos Verdes como herramienta de financiación principal para sus importantes inversiones en infraestructura de energía renovable, lo que demuestra un fuerte compromiso con las finanzas sostenibles.",,242060078,DKK,SMART,STK,
FI,GRE,ENEL,financials,green_bonds,IT0003128367,ENEL SPA,2,"Emite bonos verdes para financiar sus proyectos de energía renovable y sostenibles, desempeñando un papel de liderazgo en el mercado de finanzas verdes.",,29816333,EUR,SMART,STK,
FI,GRE,IBE,financials,green_bonds,ES0144580Y14,IBERDROLA SA.,3,"Emite activamente bonos verdes para financiar sus proyectos de energía renovable e inversiones sostenibles, posicionándose como líder en finanzas sostenibles.",,46586284,EUR,SMART,STK,
FI,GRE,JPM,financials,green_bonds,US46625H1005,JPMORGAN CHASE & CO,4,"Sirve como facilitador y suscriptor clave en el mercado de bonos verdes, apoyando la financiación de iniciativas ambientalmente sostenibles a nivel mundial.",,1520593,USD,SMART,STK,
FI,GRE,NEE,financials,green_bonds,US65339F1012,NEXTERA ENERGY INC,5,"Utiliza activamente bonos verdes como mecanismo principal de financiación para su extensa cartera de proyectos de energía renovable, facilitando así el desarrollo de infraestructura sostenible.",,75960201,USD,SMART,STK,
FI,GRE,GS,financials,green_bonds,US38141G1040,GOLDMAN SACHS GROUP INC,6,"Desempeña un papel de liderazgo en la estructuración, suscripción y distribución de Bonos Verdes, permitiendo la asignación de capital hacia proyectos ambientalmente beneficiosos.",,4627828,USD,SMART,STK,
FI,GRE,MS,financials,green_bonds,US6174464486,MORGAN STANLEY,7,"Juega un papel importante en la emisión y facilitación de Bonos Verdes, contribuyendo a iniciativas de finanzas sostenibles.",,2841574,USD,SMART,STK,
FI,GRE,HASI,financials,green_bonds,US41068X1000,HA SUSTAINABLE INFRASTRUCTUR,8,"Se enfoca en invertir en infraestructura sostenible, la cual se financia principalmente a través de la emisión y gestión de bonos verdes.","La empresa demuestra su compromiso con los bonos verdes a través de sus emisiones de deuda, que cumplen con los criterios de elegibilidad ambiental definidos por los Principios de Bonos Verdes de la International Capital Markets Association. La empresa cree que esta alineación hace que su deuda sea más atractiva para ciertos inversores. En apoyo de esto, la empresa aumentó la capacidad disponible bajo su programa de pagarés comerciales verdes con garantía de crédito y extendió el plazo de la facilidad, lo que indica una inversión continua en esta área.",125815462,USD,SMART,STK,"[{'name': 'hasi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q225-10-Q.html'}, {'name': 'hasi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q324-10-Q.html'}, {'name': 'hasi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hasi-FY24-10-K.html'}]"
FI,GRE,BAC,financials,green_bonds,US0605051046,BANK OF AMERICA CORP,9,"Participa activamente en el mercado de bonos verdes, facilitando las finanzas sostenibles a través de diversos servicios financieros e inversiones.",,10098,USD,SMART,STK,
FI,GRE,TSLA,financials,green_bonds,US88160R1014,TESLA INC,10,Es un participante destacado en el mercado de Bonos Verdes.,,76792991,USD,SMART,STK,
FI,GRE,C,financials,green_bonds,US1729674242,CITIGROUP INC,11,"Facilita la emisión y financiación de bonos verdes, apoyando proyectos e iniciativas ambientalmente sostenibles a nivel mundial.",,87335484,USD,SMART,STK,
FI,GRE,VWS,financials,green_bonds,DK0061539921,VESTAS WIND SYSTEMS A/S,12,"Financia sus proyectos de energía renovable a través de bonos verdes, contribuyendo a la expansión de la infraestructura sostenible y al mercado más amplio de finanzas verdes.",,481449559,DKK,SMART,STK,
