symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
UNFI,CR,ORG,consumer and retail,organic_products,US9111631035,UNITED NATURAL FOODS INC,1,"Actúa como un distribuidor mayorista líder de productos orgánicos, suministrando una gama completa a minoristas en toda América del Norte y contribuyendo significativamente a la accesibilidad y el crecimiento del mercado.","La participación de UNFI en la temática de Productos Orgánicos es evidente a través de varias operaciones comerciales clave. El compromiso de la empresa se destaca por la reestructuración de su organización comercial mayorista en dos divisiones centradas en productos, una de las cuales está dedicada a Productos Naturales, Orgánicos, Especializados y Frescos. Esta división cuenta con el respaldo de expertos funcionales y equipos de ventas enfocados, lo que enfatiza aún más el enfoque estratégico de la empresa. El negocio de Productos Naturales al por Mayor de la empresa experimentó un aumento del 12% en las ventas, impulsado por mayores ventas y penetración de categorías con clientes existentes, lo que subraya la importancia de los productos orgánicos como oferta insignia. La escala y la herencia de UNFI en categorías de alto crecimiento duradero como productos naturales, orgánicos y especializados, junto con programas de merchandising y servicios de valor agregado, posicionan a la empresa para ayudar a los minoristas a diferenciarse en el mercado.","[{'name': 'unfi-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unfi-Q325-10-Q.html'}, {'name': 'unfi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unfi-Q125-10-Q.html'}, {'name': 'unfi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unfi-Q324-10-Q.html'}, {'name': 'unfi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/unfi-FY24-10-K.html'}]",6746248,USD,SMART,STK
SFM,CR,ORG,consumer and retail,organic_products,US85208M1027,SPROUTS FARMERS MARKET INC,2,"Opera como un minorista de comestibles dedicado que se especializa en una amplia variedad de productos orgánicos y naturales, contribuyendo significativamente a su accesibilidad y presencia en el mercado.","Sprouts Farmers Market demuestra una fuerte conexión con la industria de productos orgánicos, lo que es evidente en su estrategia comercial y cifras de ventas. La empresa se identifica como uno de los minoristas especializados de alimentos frescos, naturales y orgánicos más grandes y de más rápido crecimiento en los Estados Unidos, enfatizando los productos orgánicos como un componente clave de sus ofertas. Este enfoque se ve aún más respaldado por el hecho de que los productos orgánicos representan una parte sustancial de sus ventas, con casi un tercio de las ventas totales y más de la mitad de las ventas de productos agrícolas atribuidas a artículos orgánicos, impulsadas por sus 'iniciativas de comercialización orgánica primero'. Además, Sprouts destaca lo orgánico como un atributo clave que atrae a los clientes entusiastas de la salud, trayendo constantemente lo último en productos saludables e innovadores elaborados con ingredientes amigables con el estilo de vida, como opciones orgánicas, a base de plantas y sin gluten.","[{'name': 'sfm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sfm-Q324-10-Q.html'}, {'name': 'sfm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sfm-Q125-10-Q.html'}, {'name': 'sfm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sfm-Q225-10-Q.html'}, {'name': 'sfm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sfm-FY24-10-K.html'}]",132310192,USD,SMART,STK
KR,CR,ORG,consumer and retail,organic_products,US5010441013,KROGER CO,3,"Ofrece una amplia gama de productos orgánicos en su extensa red de supermercados, satisfaciendo la demanda de los consumidores de productos naturales y producidos de manera sostenible.",,,8908,USD,SMART,STK
WMT,CR,ORG,consumer and retail,organic_products,US9311421039,WALMART INC,4,"Sirve como un importante canal minorista para productos orgánicos, influyendo en su presencia en el mercado y alcance al consumidor a través de sus extensas operaciones.",,,13824,USD,SMART,STK
DAN,CR,ORG,consumer and retail,organic_products,FR0000120644,DANONE,5,"Produce y distribuye una amplia gama de productos orgánicos de alimentos y bebidas, contribuyendo significativamente a la disponibilidad y crecimiento del mercado orgánico.",,,6579874,CHF,SMART,STK
GIS,CR,ORG,consumer and retail,organic_products,US3703341046,GENERAL MILLS INC,6,"Desarrolla, fabrica y comercializa una amplia gama de productos alimenticios orgánicos, contribuyendo significativamente a la expansión y disponibilidad de opciones orgánicas para los consumidores.",,,7616,USD,SMART,STK
COST,CR,ORG,consumer and retail,organic_products,US22160K1051,COSTCO WHOLESALE CORP,7,"Es un importante minorista y distribuidor de productos orgánicos, lo que contribuye a su amplia disponibilidad para los consumidores.",,,272997,USD,SMART,STK
VITL,CR,ORG,consumer and retail,organic_products,US92847W1036,VITAL FARMS INC,8,"Se enfoca en la producción y distribución de una gama de productos alimenticios orgánicos, enfatizando prácticas de agricultura sostenible y ética.","Vital Farms demuestra su participación en el tema de productos orgánicos a través de su cumplimiento de regulaciones como la Ley de Producción de Alimentos Orgánicos y el Programa Orgánico Nacional del USDA para productos etiquetados como 'orgánicos'. La empresa atiende a consumidores interesados en alimentos naturales, rastreables, de etiqueta limpia, de gran sabor y nutritivos, posicionando su marca para capitalizar este creciente interés de los consumidores. Además, Vital Farms enfatiza huevos de calidad superior y estándares éticos, ejemplificados por su enfoque en el bienestar animal y las prácticas agrícolas sostenibles, y su estatus como Corporación B Certificada, equilibrando ganancias y propósito para cumplir con altos estándares de desempeño social y ambiental.","[{'name': 'vitl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vitl-FY24-10-K.html'}, {'name': 'vitl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vitl-Q125-10-Q.html'}, {'name': 'vitl-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vitl-Q225-10-Q.html'}]",437449296,USD,SMART,STK
ACI,CR,ORG,consumer and retail,organic_products,US0130911037,ALBERTSONS COS INC - CLASS A,9,"Proporciona una diversa gama de alimentos y bebidas orgánicos en sus puntos de venta, apoyando el crecimiento y la accesibilidad del mercado de productos orgánicos.",,,429435235,USD,SMART,STK
NESN,CR,ORG,consumer and retail,organic_products,CH0038863350,NESTLE SA-REG,10,"Proporciona una cartera diversa de productos orgánicos de alimentos y bebidas, satisfaciendo la demanda de los consumidores de opciones naturales y de origen sostenible en diversas categorías.",,,52238348,CHF,SMART,STK
