symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
AZO,industrial,automobile_components,US0533321024,AUTOZONE INC,1,"Opera como un minorista y distribuidor líder de repuestos y accesorios para automóviles, atendiendo directamente las necesidades de mantenimiento y reparación de vehículos a través de una vasta red.","El negocio de AutoZone se centra en gran medida en la industria de autopartes, ya que es un minorista y distribuidor líder de repuestos y accesorios de automoción en las Américas. Sus tiendas cuentan con una extensa línea de productos, que incluyen piezas duras nuevas y remanufacturadas, artículos de mantenimiento y accesorios para una variedad de vehículos. Esto se ve reforzado por su enfoque en expandir la disponibilidad de piezas a través de iniciativas como las tiendas Hub y MegaHub, así como en mejorar los surtidos de productos para clientes tanto de bricolaje como comerciales. AutoZone está invirtiendo aproximadamente $1.3 mil millones en CapEx para impulsar prioridades estratégicas de crecimiento, incluido el crecimiento acelerado de tiendas, específicamente Hubs y MegaHubs, para acercar el inventario a los clientes.","[{'name': 'azo-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/azo-Q125-10-Q.html'}, {'name': 'azo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/azo-FY24-10-K.html'}, {'name': 'azo-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/azo-Q225-10-Q.html'}, {'name': 'azo-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/azo-Q325-10-Q.html'}]",4750,USD,SMART,STK,True,ELE
ORLY,industrial,automobile_components,US67103H1077,O'REILLY AUTOMOTIVE INC,2,"Opera como un importante minorista y distribuidor de repuestos, herramientas, suministros, equipos y accesorios para el mercado de posventa automotriz, dirigido a proveedores de servicios profesionales y clientes que lo hacen ellos mismos.","El negocio de O'Reilly Automotive se centra en la industria de piezas de automóviles, ya que son un minorista especializado en piezas, herramientas, suministros, equipos y accesorios del mercado de repuestos. Su extensa línea de productos incluye piezas duras nuevas y reacondicionadas, artículos de mantenimiento, accesorios, pintura de carrocería, herramientas y equipos de servicio, dirigidos tanto a clientes profesionales como a clientes que realizan el trabajo ellos mismos. O'Reilly también se enfoca en la disponibilidad de piezas y gestiona su cadena de suministro, incluida la expansión de su red de distribución y los ajustes arancelarios para las piezas importadas. La participación de la empresa en las piezas de automóviles se ejemplifica aún más con las discusiones sobre categorías de piezas específicas como aceite, filtros, bujías y piezas duras debajo del coche.","[{'name': 'orly-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/orly-Q225-10-Q.html'}, {'name': 'orly-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/orly-Q324-10-Q.html'}, {'name': 'orly-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/orly-FY24-10-K.html'}]",82457808,USD,SMART,STK,True,ELE
LKQ,industrial,automobile_components,US5018892084,LKQ CORP,3,"Un distribuidor global líder de piezas alternativas y especializadas para reparación y accesorios de vehículos, desempeñando un papel crucial en la cadena de suministro del mercado de repuestos automotrices.","El negocio de LKQ está fuertemente involucrado con la industria de piezas de automóviles, como lo demuestra su papel como distribuidor global de productos para vehículos, incluidas piezas de repuesto, componentes y sistemas utilizados en la reparación y el mantenimiento de vehículos. Los ingresos de la empresa se generan a partir de la venta de estos productos para vehículos, incluidos productos y accesorios especializados del mercado de accesorios. LKQ distribuye una variedad de productos a talleres de reparación de colisiones y mecánicos, incluidos componentes del mercado de accesorios, reciclados, reacondicionados y remanufacturados. La ventaja de la empresa radica en su suministro de productos reciclados y su capacidad para navegar por los impactos arancelarios.","[{'name': 'lkq-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lkq-Q125-10-Q.html'}, {'name': 'lkq-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lkq-Q324-10-Q.html'}, {'name': 'lkq-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lkq-Q225-10-Q.html'}, {'name': 'lkq-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lkq-FY24-10-K.html'}]",26345312,USD,SMART,STK,True,ELE
BWA,industrial,automobile_components,US0997241064,BORGWARNER INC,4,"Proporciona una amplia gama de componentes y sistemas avanzados críticos para las tecnologías de propulsión en vehículos de combustión interna, híbridos y eléctricos, sustentando la fabricación y el rendimiento de flotas automotrices globales.","BorgWarner es un líder mundial en productos que proporciona soluciones tecnológicas limpias y eficientes para vehículos de combustión, híbridos y eléctricos, fabricando y vendiendo sus productos a fabricantes de equipos originales (OEM) en todo el mundo. Sus productos mejoran el rendimiento del vehículo, la eficiencia de la propulsión, la estabilidad y la calidad del aire. La cartera de BorgWarner incluye una variedad de piezas de automoción, como turbocompresores, inversores duales, motores eléctricos y calentadores de refrigerante de alto voltaje, y la empresa ha obtenido nuevos premios de negocio y extensiones de programas tanto en productos fundamentales como en productos electrónicos. El enfoque de la empresa se extiende al suministro de componentes para varios trenes motrices, incluidos e-motores híbridos y sistemas de recirculación de gases de escape, y a la obtención de importantes victorias comerciales de turbocompresores con importantes OEM en Europa y América del Norte.","[{'name': 'bwa-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bwa-Q125-10-Q.html'}, {'name': 'bwa-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bwa-Q225-10-Q.html'}, {'name': 'bwa-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bwa-Q324-10-Q.html'}, {'name': 'bwa-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bwa-FY24-10-K.html'}]",5336,USD,SMART,STK,True,ELE
LEA,industrial,automobile_components,US5218652049,LEAR CORP,5,"Desarrolla y fabrica asientos de automoción y sistemas de distribución eléctrica, desempeñando un papel fundamental en la cadena de suministro global para la producción de vehículos.","La participación de Lear Corporation en el tema de la industria de autopartes es evidente a través de su papel como proveedor global de sistemas completos de asientos, componentes clave de asientos y sistemas de distribución eléctrica para los principales fabricantes de automóviles. Los negocios de Seating y E-Systems de la compañía son los principales segmentos de informes, y el primero diseña, desarrolla, diseña e fabrica sistemas completos de asientos y componentes clave, y el segundo se enfoca en sistemas de distribución y conexión eléctrica. La oferta de productos de Lear incluye arneses de cables, terminales, conectores, sistemas de conexión de baterías de alto voltaje y componentes diseñados, lo que demuestra una participación integral en la cadena de suministro de autopartes.","[{'name': 'lea-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lea-Q125-10-Q.html'}, {'name': 'lea-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lea-Q324-10-Q.html'}, {'name': 'lea-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lea-FY24-10-K.html'}]",70152668,USD,SMART,STK,True,ELE
GT,industrial,automobile_components,US3825501014,GOODYEAR TIRE & RUBBER CO,6,"Fabrica y distribuye una amplia gama de neumáticos, sirviendo como proveedor crítico dentro de la industria de repuestos automotrices para los mercados de equipo original y de reemplazo.","La participación de Goodyear en el tema de la industria de Piezas de Automóviles es evidente a través de su negocio principal de fabricación y venta de neumáticos para vehículos de consumo, comerciales, agrícolas y OTR, sirviendo tanto a los mercados OEM como de repuesto. La empresa se enfoca en renovar sus líneas de productos, lanzar nuevos productos con tamaños de llanta más grandes y extender líneas existentes como el Goodyear Eagle F1 Asymmetric 6. Además, Goodyear está modernizando sus fábricas en EE. UU. para aumentar la capacidad de neumáticos premium, demostrando un compromiso con la mejora de sus capacidades de fabricación de piezas de automóviles y aprovechando su negocio global y sus ofertas de productos.","[{'name': 'gt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gt-Q324-10-Q.html'}, {'name': 'gt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gt-FY24-10-K.html'}, {'name': 'gt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gt-Q125-10-Q.html'}, {'name': 'gt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gt-Q225-10-Q.html'}]",7830,USD,SMART,STK,True,ELE
CMI,industrial,automobile_components,US2310211063,CUMMINS INC,7,"Proporciona motores y componentes de tren motriz esenciales, sirviendo como un importante proveedor de piezas automotrices para camiones de servicio pesado, autobuses y otros vehículos comerciales e industriales.","La participación de Cummins en la industria de piezas automotrices es evidente a través de sus segmentos de Motores y Componentes. El segmento de Motores fabrica motores y piezas asociadas para varios vehículos de carretera y fuera de carretera, mientras que el segmento de Componentes se enfoca en ejes, transmisiones, frenos, sistemas de suspensión y otras piezas esenciales para vehículos comerciales. Además, la gama de productos de la compañía incluye trenes motrices avanzados y componentes relacionados, lo que demuestra un compromiso de proporcionar una amplia gama de soluciones automotrices. La compañía también envía motores a Stellantis para su uso en camionetas Ram.","[{'name': 'cmi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cmi-Q125-10-Q.html'}, {'name': 'cmi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cmi-FY24-10-K.html'}, {'name': 'cmi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cmi-Q324-10-Q.html'}]",6207,USD,SMART,STK,True,ELE
MG,industrial,automobile_components,CA5592224011,MAGNA INTERNATIONAL INC,8,"Diseña, desarrolla y fabrica una amplia gama de sistemas, ensamblajes, módulos y componentes automotrices, sirviendo como proveedor global líder para la industria automotriz.",,,14892129,CAD,SMART,STK,False,ELE
6902,industrial,automobile_components,JP3551500006,DENSO CORP,9,"Desarrolla y fabrica una amplia gama de componentes y sistemas automotrices avanzados, contribuyendo significativamente al rendimiento, la seguridad y la eficiencia de los vehículos en la industria automotriz mundial.",,,13905745,JPY,SMART,STK,False,ELE
GPC,industrial,automobile_components,US3724601055,GENUINE PARTS CO,10,"Es un distribuidor global de repuestos automotrices, que presta servicios al mercado de repuestos automotrices a través de una vasta red de tiendas y centros de servicio.","La participación de Genuine Parts Company en el tema de la industria de Autopartes es significativa, como lo demuestra el hecho de que su Grupo de Autopartes representa un sustancial 63% de sus ingresos totales. Este grupo opera en múltiples países, incluidos EE. UU., Canadá, México y varias naciones europeas y de Asia-Pacífico, lo que destaca la presencia global de la empresa en la distribución de autopartes. Además, la empresa está expandiendo activamente su negocio automotriz a través de adquisiciones estratégicas, habiendo agregado más de 500 tiendas en EE. UU., incluidas Motor Parts & Equipment Corporation y Walker Automotive Supply, lo que demuestra un compromiso con el crecimiento y la consolidación del mercado dentro del sector de autopartes.","[{'name': 'gpc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gpc-Q324-10-Q.html'}, {'name': 'gpc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gpc-FY24-10-K.html'}]",7745,USD,SMART,STK,True,ELE
