type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable
professional services,consulting_services,IE00B4BNMY34,ACCENTURE PLC-CL A,1,"Proporciona servicios integrales de consultoría en estrategia, tecnología y operaciones, estableciéndose como líder mundial y contribuyente significativo a la industria de servicios profesionales.","La participación de Accenture en los Servicios de Consultoría es evidente en su clasificación como una empresa líder mundial de servicios profesionales, que ofrece una gama de soluciones en Estrategia y Consultoría. La consultoría es uno de los dos tipos principales de trabajo de Accenture, y los ingresos por consultoría representan aproximadamente el 50% de los ingresos totales de la empresa. El crecimiento de los ingresos por consultoría de la empresa se ve impulsado por la ayuda a los clientes a acelerar su reinvención, particularmente con transformaciones digitales impulsadas por la tecnología, los datos y la IA.","[{'name': 'acn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acn-Q225-10-Q.html'}, {'name': 'acn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acn-Q125-10-Q.html'}, {'name': 'acn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/acn-FY24-10-K.html'}, {'name': 'acn-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acn-Q325-10-Q.html'}]",67889930,USD,ACN,SMART,STK,True
professional services,consulting_services,US5717481023,MARSH & MCLENNAN COS,2,"Es un proveedor global destacado de servicios de consultoría, que ofrece experiencia en diversos sectores.","Marsh & McLennan Companies opera como una firma global de servicios profesionales, que ofrece servicios de consultoría a través de su segmento de Consultoría, que incluye Mercer y Oliver Wyman Group. Oliver Wyman Group actúa como asesor estratégico tanto para clientes privados como gubernamentales, brindando experiencia en consultoría económica y de marca. Los servicios de consultoría de la empresa abarcan salud, riqueza, asesoramiento profesional, gestión especializada y soluciones estratégicas, lo que contribuye significativamente al negocio general de Marsh & McLennan.","[{'name': 'mmc-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mmc-Q125-10-Q.html'}, {'name': 'mmc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mmc-FY24-10-K.html'}, {'name': 'mmc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mmc-Q324-10-Q.html'}, {'name': 'mmc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mmc-Q225-10-Q.html'}]",9705,USD,MMC,SMART,STK,True
professional services,consulting_services,IE00BDB6Q211,WILLIS TOWERS WATSON PLC,3,"Sirve como un proveedor destacado de servicios de consultoría, desempeñando un papel importante en la industria.","La participación de WTW en servicios de consultoría es evidente a través de la prestación de estos servicios, tecnología y soluciones destinadas a ayudar a los clientes a capitalizar las oportunidades en la gestión del capital humano. La empresa ofrece una amplia gama de asesoramiento sobre riesgos y servicios de consultoría, que incluyen consultoría de riesgos estratégicos, debida diligencia y servicios analíticos, para mejorar el rendimiento empresarial. Estos servicios se extienden a través de varios segmentos, como Salud, Riqueza y Carrera, abordando necesidades críticas de los clientes, como la gestión de los costos de atención médica y las obligaciones de pensiones. WTW también brinda asesoramiento personalizado a los clientes, ayudándolos a gestionar los costos y los perfiles de riesgo, aunque las empresas de consultoría se han enfrentado a algunos vientos en contra debido a la incertidumbre geopolítica y macroeconómica.","[{'name': 'wtw-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wtw-Q125-10-Q.html'}, {'name': 'wtw-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wtw-FY24-10-K.html'}, {'name': 'wtw-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wtw-Q324-10-Q.html'}]",217947850,EUR,WTY,SMART,STK,True
professional services,consulting_services,US4592001014,INTL BUSINESS MACHINES CORP,4,"Proporciona amplios servicios de consultoría a nivel mundial, ayudando a los clientes con la transformación digital, la integración en la nube y la adopción de IA para impulsar la modernización e innovación empresarial en diversas industrias.","La participación de IBM en Servicios de Consultoría es evidente a través de sus ingresos de consultoría, que han mostrado signos de estabilización. El segmento de Consultoría de la compañía ofrece servicios de estrategia, diseño de procesos, implementación de sistemas y arquitectura en la nube, con expertos que ayudan a los clientes a diseñar y ejecutar estrategias de IA a través de la plataforma IBM Consulting Advantage. Si bien algunas áreas como Estrategia y Tecnología han experimentado declives, otras como Operaciones Inteligentes han experimentado crecimiento, y la cartera de consultoría sigue siendo saludable, lo que indica la continua participación de IBM en el dominio de la consultoría.","[{'name': 'ibm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ibm-Q225-10-Q.html'}, {'name': 'ibm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ibm-Q125-10-Q.html'}]",8314,USD,IBM,SMART,STK,True
professional services,consulting_services,US0995021062,BOOZ ALLEN HAMILTON HOLDINGS,5,"Ofrece servicios integrales de consultoría, aprovechando la experiencia para asesorar a clientes en diversos sectores.","El compromiso de Booz Allen con los Servicios de Consultoría se demuestra a través de sus esfuerzos para transformar y centralizar la adquisición gubernamental, trabajando con la Administración de Servicios Generales y ofreciendo información sobre la aceleración del cambio hacia la adquisición basada en resultados. La empresa se enfoca en crear valor reduciendo la duplicación y los costos, y aumentando la preparación y la letalidad para los combatientes. Además, Booz Allen se compromete a permitir un gobierno federal más ágil y eficiente, participando en ejercicios de revisión de contratos para identificar eficiencias, ahorros de costos y oportunidades para integrar nuevas tecnologías como la IA.",,80968828,USD,BAH,SMART,STK,False
professional services,consulting_services,FR0000125338,CAPGEMINI SE,6,"Sirve como líder mundial en la prestación de servicios integrales de consultoría, tecnología y externalización a clientes de diversas industrias.",,,29612147,EUR,CAP,SMART,STK,False
professional services,consulting_services,US52110M1099,LAZARD INC,7,"Proporciona servicios de asesoramiento financiero, incluyendo fusiones y adquisiciones, reestructuración y asesoramiento en mercados de capitales, a corporaciones y gobiernos a nivel mundial.","La participación de Lazard en Servicios de Consultoría es evidente a través de la prestación de asesoramiento sobre diversos asuntos estratégicos, incluidas fusiones y adquisiciones, mercados de capitales, soluciones de capital, reestructuración, gestión de pasivos y geopolítica. La compañía enfatiza la atención a las necesidades de los clientes a través de la expansión e integración de sus grupos de Reestructuración y Gestión de Pasivos, Asesoramiento de Capital Privado y Soluciones de Capital. Además, el grupo de asesoramiento geopolítico de Lazard tiene una gran demanda, y la incorporación de Patrick McHenry como Asesor Principal mejora sus capacidades de asesoramiento.","[{'name': 'laz-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/laz-Q125-10-Q.html'}, {'name': 'laz-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/laz-Q225-10-Q.html'}, {'name': 'laz-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/laz-FY24-10-K.html'}]",673821848,USD,LAZ,SMART,STK,False
professional services,consulting_services,US3666511072,GARTNER INC,8,"Proporciona servicios integrales de investigación y asesoramiento, ofreciendo información estratégica y orientación a clientes que navegan por desafíos tecnológicos y empresariales.","La participación de Gartner en Servicios de Consultoría es evidente a través de su establecimiento como uno de los tres segmentos de negocio principales de la empresa, junto con Investigación y Conferencias. Gartner Consulting amplía las capacidades de investigación de la empresa, ayudando a los clientes a ejecutar iniciativas estratégicas a través de trabajos basados en proyectos. Esta división atiende a altos ejecutivos ofreciendo análisis y soporte personalizados, que optimizan las inversiones en tecnología y mejoran el rendimiento en prioridades críticas. Los ingresos de consultoría han mostrado crecimiento, solidificando aún más la importancia de este segmento para la estrategia comercial general de Gartner.","[{'name': 'it-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/it-Q125-10-Q.html'}, {'name': 'it-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/it-Q324-10-Q.html'}, {'name': 'it-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/it-Q225-10-Q.html'}, {'name': 'it-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/it-FY24-10-K.html'}]",4457287,USD,IT,SMART,STK,True
professional services,consulting_services,US46266C1053,IQVIA HOLDINGS INC,9,"Ofrece una amplia gama de servicios de consultoría, aprovechando su experiencia en datos, análisis y tecnología para apoyar a la industria de las ciencias de la vida en la toma de decisiones estratégicas y la eficiencia operativa.","La participación de IQVIA en servicios de consultoría se refleja en su provisión de información comercial e inteligencia sanitaria para las industrias de ciencias de la vida y atención médica. La empresa apoya a los clientes con campañas omnicanal, incluidos KPIs diseñados para mejorar la participación del paciente. Si bien la consultoría existe dentro del negocio de Soluciones Tecnológicas y Analíticas, experimenta un crecimiento plano a de un solo dígito medio, lo que indica un impacto limitado pero no nulo.","[{'name': 'iqv-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/iqv-Q125-10-Q.html'}]",295757261,USD,IQV,SMART,STK,True
professional services,consulting_services,IE00BLP1HW54,AON PLC-CLASS A,10,"Ofrece experiencia de consultoría profesional en soluciones de riesgo, jubilación y salud, contribuyendo significativamente al sector de servicios de consultoría.","La participación de Aon en Servicios de Consultoría es evidente a través de sus ofertas de evaluación de riesgos, consultoría y soluciones de asesoramiento, que son importantes para su negocio principal. Como firma líder mundial de servicios profesionales, Aon proporciona una amplia gama de soluciones de Riesgos y Capital Humano, lo que implica la importancia de los servicios de consultoría. Esto se ve respaldado aún más por la adquisición de NFP, un proveedor de consultoría de planes de beneficios y jubilación, y el enfoque de la firma en ayudar a los clientes a gestionar riesgos, incluidos los riesgos relacionados con ESG, a través de soluciones de consultoría y asesoramiento.","[{'name': 'aon-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aon-FY24-10-K.html'}, {'name': 'aon-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aon-Q125-10-Q.html'}, {'name': 'aon-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aon-Q324-10-Q.html'}]",414366114,USD,AON,SMART,STK,True
