symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
PG,AU,AU8,automotive,home_products,US7427181091,PROCTER & GAMBLE CO/THE,1,"Actúa como líder mundial en el desarrollo, fabricación y comercialización de una amplia gama de productos domésticos de consumo, manteniendo una presencia dominante en diversas categorías.","El compromiso de P&G con el tema de Productos para el Hogar es evidente a través de su consolidado segmento de Cuidado de Telas y Hogar, que incluye marcas reconocidas como Tide, Gain, Febreze, Mr. Clean, Swiffer, Cascade y Dawn. Este segmento abarca una variedad de productos, incluyendo potenciadores de telas, detergentes para ropa, cuidado de platos y cuidado de superficies, y representa una parte significativa de las ventas netas y ganancias de P&G. Además, P&G enfatiza la innovación dentro de este segmento, destacando lanzamientos de productos específicos y mejoras como Tide OXI Boost Power PODS, detergente Gain Odor Defense, Tide Evo y Swiffer Sweep and Mop Deluxe, demostrando un enfoque estratégico para mantener y hacer crecer su presencia en el mercado de productos para el hogar.","[{'name': 'pg-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pg-Q325-10-Q.html'}, {'name': 'pg-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pg-FY25-10-K.html'}, {'name': 'pg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pg-Q125-10-Q.html'}, {'name': 'pg-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pg-Q225-10-Q.html'}]",11054,USD,SMART,STK
CL,AU,AU8,automotive,home_products,US1941621039,COLGATE-PALMOLIVE CO,2,"Desarrolla y comercializa una cartera diversa de productos para el hogar, incluidos artículos de cuidado del hogar y cuidado personal, lo que contribuye significativamente a los mercados de consumo a nivel mundial.","El compromiso de la empresa con el tema de productos para el hogar es evidente a través de su enfoque en la venta de artículos de uso diario, incluidos limpiadores de pisos, dentro de su segmento de Cuidado Oral, Personal y del Hogar. El segmento de Cuidado del Hogar de la empresa experimenta un crecimiento orgánico de las ventas, particularmente en las categorías de limpiadores de superficies y suavizantes de telas. Si bien la empresa reconoce una desaceleración en el crecimiento de los productos para el hogar en los EE. UU., está abordando activamente esto a través de la innovación y la arquitectura de precios y empaques, con el objetivo de normalizar las tasas de crecimiento.","[{'name': 'cl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cl-FY24-10-K.html'}]",5749,USD,SMART,STK
CHD,AU,AU8,automotive,home_products,US1713401024,CHURCH & DWIGHT CO INC,3,"Opera como un proveedor líder de productos para el hogar y el cuidado personal, contribuyendo a diversas categorías dentro del mercado de bienes de consumo.","La compañía mantiene una presencia significativa en la industria de productos para el hogar, demostrada por su desarrollo, fabricación y comercialización de una amplia gama de productos de consumo para el hogar. Esto está respaldado además por marcas reconocidas como ARM & HAMMER, OXICLEAN y XTRA, que incluyen detergentes para ropa, soluciones de limpieza y productos desodorantes. El compromiso de la compañía también se refleja en las discusiones sobre el detergente para ropa líquida y la arena para gatos ARM & HAMMER, con atención al crecimiento del consumo, la cuota de mercado y las actividades promocionales, lo que destaca la importancia de estos productos para la cartera de la compañía. Además, el segmento de Consumo Doméstico incluye productos para el hogar, lo que refuerza el enfoque estratégico de la compañía en este sector.","[{'name': 'chd-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/chd-FY24-10-K.html'}, {'name': 'chd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/chd-Q324-10-Q.html'}, {'name': 'chd-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/chd-Q225-10-Q.html'}, {'name': 'chd-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/chd-Q125-10-Q.html'}]",5651,USD,SMART,STK
ULVR.OLD,AU,AU8,automotive,home_products,GB00B10RZP78,UNILEVER PLC,4,"Fabrica y distribuye una cartera diversa de agentes de limpieza esenciales, detergentes para ropa y productos para el cuidado del hogar, sirviendo a consumidores en todo el mundo.",,,39234893,GBP,SMART,STK
CLX,AU,AU8,automotive,home_products,US1890541097,CLOROX COMPANY,5,"Proporciona una amplia gama de productos de consumo de marca para la limpieza del hogar, la salud y el bienestar.","La participación de Clorox en el tema de los productos para el hogar es evidente a través de la fabricación y comercialización de una amplia gama de marcas de consumo conocidas. Estas incluyen productos de limpieza y desinfección como lejía Clorox, Pine-Sol y Tilex, así como productos para el cuidado del hogar como Liquid-Plumr y Poett. La cartera de la empresa también incluye bolsas y envoltorios Glad, arena para gatos Fresh Step y productos para asar a la parrilla Kingsford, lo que destaca la presencia establecida de la empresa en el sector de la limpieza del hogar y su enfoque en los artículos esenciales para el hogar, y la empresa destaca que opera en el sector de los artículos esenciales para el hogar.","[{'name': 'clx-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/clx-Q225-10-Q.html'}, {'name': 'clx-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/clx-Q325-10-Q.html'}, {'name': 'clx-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/clx-Q125-10-Q.html'}]",5794,USD,SMART,STK
HEN3,AU,AU8,automotive,home_products,DE0006048432,HENKEL AG & CO KGAA VOR-PREF,6,"Se enfoca en desarrollar y comercializar una amplia gama de productos para el hogar, contribuyendo significativamente al mercado de bienes de consumo con su diversa cartera.",,,14141,EUR,SMART,STK
4452,AU,AU8,automotive,home_products,JP3205800000,KAO CORP,7,"Produce y suministra una amplia gama de artículos esenciales para la vida diaria y el cuidado del hogar, satisfaciendo diversas necesidades de los consumidores dentro del sector de productos para el hogar.",,,13905453,JPY,SMART,STK
REYN,AU,AU8,automotive,home_products,US76171L1061,REYNOLDS CONSUMER PRODUCTS I,8,"Proporciona productos esenciales para el hogar, incluyendo soluciones de cocina y repostería, bolsas para residuos y almacenamiento, y otros bienes de consumo para el uso diario en el hogar.","La empresa mantiene una sólida posición en la industria de productos para el hogar, como lo demuestra el uso de sus productos en el 95% de los hogares estadounidenses para cocinar, servir, limpiar y almacenar. La empresa vende estos productos bajo marcas conocidas como Reynolds y Hefty. Se centran en capturar cuota de mercado en categorías clave de productos para el hogar como papel de aluminio, bolsas de basura, bolsas para alimentos y vajillas, y también están innovando con nuevos productos como vasos para freidoras de aire.","[{'name': 'reyn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/reyn-Q225-10-Q.html'}, {'name': 'reyn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/reyn-Q125-10-Q.html'}, {'name': 'reyn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/reyn-FY24-10-K.html'}]",402183626,USD,SMART,STK
051900,AU,AU8,automotive,home_products,KR7051900009,LG H&H,9,"Fabrica y distribuye una amplia gama de productos para el hogar, contribuyendo a las necesidades diarias y al bienestar de los consumidores.",,,17382966,KRW,KSE,STK
BEI,AU,AU8,automotive,home_products,DE0005200000,BEIERSDORF AG,10,Está involucrada en el sector de Productos para el Hogar.,,,14362,EUR,SMART,STK
