type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
technology,it_consulting,IE00B4BNMY34,ACCENTURE PLC-CL A,1,"Proporciona amplios servicios de consultoría de tecnología de la información, que abarcan estrategia, implementación y gestión, a clientes de diversas industrias a nivel mundial.",,67889930,USD,ACN,SMART,STK,True,,ITC
technology,it_consulting,US4592001014,INTL BUSINESS MACHINES CORP,2,"Proporciona amplios servicios de consultoría de TI, asistiendo a clientes con transformación digital, estrategia tecnológica e implementación en diversas industrias.",,8314,USD,IBM,SMART,STK,True,,ITC
technology,it_consulting,FR0000125338,CAPGEMINI SE,3,"Ofrece una amplia experiencia y servicios de consultoría en TI, guiando a las empresas a través de cambios tecnológicos complejos e impulsando iniciativas de transformación digital a nivel mundial.",,29612147,EUR,CAP,SMART,STK,False,,ITC
technology,it_consulting,INE467B01029,TATA CONSULTANCY SVCS LTD,4,"Proporciona amplios servicios de consultoría de TI a nivel mundial, apoyando a las empresas con implementaciones tecnológicas estratégicas e iniciativas de transformación digital.",,44652015,INR,TCS,NSE,STK,False,,ITC
technology,it_consulting,INE009A01021,INFOSYS LTD,5,"Ofrece servicios integrales de consultoría de TI a nivel mundial, que abarcan asesoramiento estratégico, transformación digital e implementación de tecnología para apoyar a clientes en diversas industrias.",,44652017,INR,INFY,NSE,STK,False,,ITC
technology,it_consulting,US1924461023,COGNIZANT TECH SOLUTIONS-A,6,"Un proveedor global líder de servicios de consultoría de TI, que permite la transformación digital y soluciones tecnológicas estratégicas para clientes de diversas industrias.",,4728759,USD,CTSH,SMART,STK,True,,ITC
technology,it_consulting,US23355L1061,DXC TECHNOLOGY CO,7,"Proporciona un conjunto integral de servicios de consultoría de TI, ayudando a los clientes con la transformación digital, la modernización tecnológica y la optimización operativa en diversas industrias.","La participación de DXC en Consultoría de TI es evidente a través de su segmento de Servicios de Consultoría e Ingeniería, liderado por Ramnath Venkataraman, quien ayuda a los clientes a adoptar tecnologías de próxima generación. La empresa se asocia con Boomi para proporcionar automatización de integración impulsada por IA, conectando aplicaciones y automatizando flujos de trabajo para los clientes. DXC también ayuda a empresas globales modernizando la TI, optimizando arquitecturas de datos y garantizando la seguridad y escalabilidad en diversos entornos de nube, así como optimizando los servicios de SAP para un proveedor automotriz alemán.",268960158,USD,DXC,SMART,STK,True,"[{'name': 'dxc-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dxc-FY25-10-K.html'}]",ITC
technology,it_consulting,INE075A01022,WIPRO LTD,8,"Ofrece amplios servicios de consultoría de TI, guiando a los clientes a través de la transformación digital e iniciativas tecnológicas estratégicas en diversas industrias.",,44652030,INR,WIPRO,NSE,STK,False,,ITC
technology,it_consulting,US50155Q1004,KYNDRYL HOLDINGS INC,9,"Proporciona una completa cartera de servicios de consultoría de TI, guiando a las empresas a través de la transformación digital, la modernización de la infraestructura y las estrategias de adopción de la nube.","El compromiso de Kyndryl con la Consultoría de TI es evidente a través del crecimiento y el impacto de Kyndryl Consult, que ha generado consistentemente aumentos de ingresos superiores al mercado, incluido un aumento del 25% este año. Este servicio es un motor clave de crecimiento, con muchos compromisos de clientes centrados en la migración y optimización a la nube, y representó el 22% de las firmas totales de la compañía. El éxito de Kyndryl Consult se extiende geográficamente, contribuyendo a aumentos de ingresos en regiones como Japón, y juega un papel en la atención de tendencias seculares de TI como la ciberseguridad y la adopción de IA.",520488080,USD,KD,SMART,STK,True,"[{'name': 'kd-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kd-Q325-10-Q.html'}, {'name': 'kd-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kd-Q225-10-Q.html'}]",ITC
technology,it_consulting,US29414B1044,EPAM SYSTEMS INC,10,"Sirve como proveedor global de servicios de consultoría de TI, especializándose en ingeniería de plataformas digitales y desarrollo de software para impulsar la innovación del cliente y la transformación tecnológica.","La participación de EPAM en la consultoría de TI es evidente en su oferta de servicios, ya que la compañía aborda los desafíos de transformación de los clientes integrando consultoría de estrategia, experiencia y tecnología. La compañía se identifica como un proveedor global líder de servicios de transformación digital, en la nube y habilitados por IA, así como un socio líder de consultoría de negocios y experiencia para empresas globales. EPAM aprovecha su experiencia en ingeniería de software y más de 30 años de ejecución de ingeniería para generar valor a partir de inversiones digitales y acelerar el tiempo de comercialización de los clientes.",101898880,USD,EPAM,SMART,STK,True,"[{'name': 'epam-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/epam-Q324-10-Q.html'}, {'name': 'epam-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/epam-Q125-10-Q.html'}]",ITC
technology,it_consulting,US00191U1025,ASGN INC,11,"Ofrece servicios integrales de consultoría de TI, proporcionando soluciones tecnológicas estratégicas y soporte a clientes de diversos sectores.","El enfoque de ASGN en la consultoría de TI es evidente a través de sus ofertas de servicios tanto en el sector comercial como en el gubernamental. Una parte sustancial de los ingresos de la empresa proviene de la consultoría de TI, y los ingresos totales de consultoría de TI representan un porcentaje significativo de los ingresos totales. Los compromisos de consultoría de la empresa se centran en áreas como IA, soluciones de datos, ciberseguridad, nube e ingeniería digital. ASGN también obtuvo un nuevo contrato con el FBI para proporcionar servicios de modernización de TI.",308729732,USD,ASGN,SMART,STK,True,"[{'name': 'asgn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/asgn-Q324-10-Q.html'}, {'name': 'asgn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/asgn-Q225-10-Q.html'}, {'name': 'asgn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/asgn-Q125-10-Q.html'}, {'name': 'asgn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/asgn-FY24-10-K.html'}]",ITC
technology,it_consulting,US0995021062,BOOZ ALLEN HAMILTON HOLDINGS,12,"Proporciona amplios servicios de consultoría de TI, guiando a los clientes a través de complejos desafíos tecnológicos e iniciativas de transformación digital en diversos sectores.",,80968828,USD,BAH,SMART,STK,False,,ITC
technology,it_consulting,US3666511072,GARTNER INC,13,Proporciona servicios de investigación y asesoramiento que ayudan a las organizaciones a tomar decisiones informadas sobre estrategias e inversiones en TI.,"La participación de Gartner en Consultoría de TI es evidente a través de su segmento de Consultoría, que atiende a altos ejecutivos en iniciativas estratégicas impulsadas por la tecnología. Gartner Consulting ayuda a los clientes a ejecutar iniciativas estratégicas con trabajo basado en proyectos, complementando el negocio de investigación de TI de la empresa. Esta rama de consultoría amplía Gartner Research, centrándose en inversiones tecnológicas y mejorando el rendimiento en prioridades críticas, con 960 empleados facturables dedicados a la consultoría.",4457287,USD,IT,SMART,STK,True,"[{'name': 'it-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/it-Q324-10-Q.html'}]",ITC
technology,it_consulting,US5253271028,LEIDOS HOLDINGS INC,14,"Proporciona servicios integrales de consultoría de tecnología de la información, que abarcan integración de sistemas, desarrollo de software y soluciones de ciberseguridad, para abordar desafíos complejos para clientes gubernamentales y comerciales.",,134280621,USD,LDOS,SMART,STK,True,,ITC
technology,it_consulting,US8086251076,SCIENCE APPLICATIONS INTE,15,"Ofrece servicios de consultoría de TI, brindando orientación estratégica y soporte de implementación para iniciativas tecnológicas complejas en su base de clientes.",,134306225,USD,SAIC,SMART,STK,True,,ITC
technology,it_consulting,US7703231032,ROBERT HALF INC,16,"Proporciona servicios de dotación de personal y consultoría especializados en tecnología de la información, ayudando a los clientes con sus necesidades de proyectos y personal de TI.","La participación de Robert Half en Consultoría de TI se canaliza principalmente a través de su segmento Protiviti, que ofrece soluciones de consultoría tecnológica. Este segmento se identifica repetidamente como un proveedor de estos servicios, lo que indica un enfoque y una inversión dedicados en esta área. Si bien también se mencionan las soluciones de talento tecnológico, el énfasis en las ofertas de consultoría tecnológica de Protiviti subraya la participación de la empresa en el espacio de Consultoría de TI.",11634,USD,RHI,SMART,STK,True,"[{'name': 'rhi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rhi-Q225-10-Q.html'}, {'name': 'rhi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rhi-Q125-10-Q.html'}, {'name': 'rhi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rhi-Q324-10-Q.html'}, {'name': 'rhi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rhi-FY24-10-K.html'}]",ITC
technology,it_consulting,US44925C1036,ICF INTERNATIONAL INC,17,Proporciona experiencia y servicios en el dominio de Consultoría TI.,"La participación de ICF en Consultoría de TI es evidente en la provisión de servicios profesionales y soluciones basadas en tecnología, incluyendo servicios de consultoría e implementación de tecnología. La empresa aprovecha la experiencia en áreas como IA, código abierto y plataformas nativas de la nube para ofrecer soluciones. ICF ayuda a los clientes a abordar problemas tecnológicos complejos a través de servicios digitales y soluciones funcionales y rentables.",40784309,USD,ICFI,SMART,STK,False,"[{'name': 'icfi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/icfi-Q125-10-Q.html'}, {'name': 'icfi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/icfi-Q225-10-Q.html'}]",ITC
technology,it_consulting,US56418H1005,MANPOWERGROUP INC,18,Se relaciona con el tema de la industria de Consultoría de TI.,"El compromiso de ManpowerGroup con la consultoría de TI es evidente a través de la marca Experis, particularmente en los EE. UU., donde las habilidades de TI constituyen una parte importante de los ingresos. El éxito de la empresa en fusiones y adquisiciones se ha centrado en servicios de TI dentro de Experis, y están invirtiendo en tecnología y estandarizando procesos. ManpowerGroup también está observando la demanda relacionada con la IA, incluidos desarrolladores full stack, ciberseguridad, análisis de datos e IA generativa, lo que lleva a iniciativas de mejora de habilidades para adaptarse a las tecnologías en evolución.",9355,USD,MAN,SMART,STK,True,,ITC
technology,it_consulting,US2942681071,EPLUS INC,19,Proporciona servicios de consultoría de TI para ayudar a las organizaciones a aprovechar la tecnología para los objetivos comerciales.,"Plus se involucra en Consultoría de TI a través de la provisión de soluciones de tecnología de la información y consultoría destinadas a impulsar la agilidad empresarial y la innovación para las organizaciones. La empresa aprovecha su talento de ingeniería para evaluar, planificar, entregar y asegurar soluciones utilizando tecnologías líderes y modelos de consumo adaptados a las necesidades del cliente. Plus ofrece consultoría, servicios profesionales, servicios gestionados, aumento de personal de TI y servicios completos de gestión del ciclo de vida en varios dominios, incluyendo seguridad, nube, redes, colaboración y tecnologías emergentes.",6857779,USD,PLUS,SMART,STK,True,,ITC
technology,it_consulting,US12514G1085,CDW CORP/DE,20,Ofrece servicios de consultoría de TI para ayudar a los clientes a navegar e implementar soluciones tecnológicas.,,130432552,USD,CDW,SMART,STK,True,,ITC
technology,it_consulting,IE00BDB6Q211,WILLIS TOWERS WATSON PLC,21,Ofrece servicios de consultoría de TI.,,217947850,EUR,WTY,SMART,STK,True,,ITC
