type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable
entertainment and media,video_game_technology,US67066G1040,NVIDIA CORP,1,"Desarrolla y suministra unidades de procesamiento gráfico (GPU) avanzadas y tecnologías de software relacionadas que son fundamentales para los videojuegos modernos, permitiendo gráficos de alta fidelidad y experiencias inmersivas.","La participación de NVIDIA en la industria de la Tecnología de Videojuegos es evidente a través de múltiples vías. La arquitectura de GPU de la empresa se aprovecha para crear plataformas para gráficos 3D excepcionales, lo que impulsa una demanda sostenida en el mercado de videojuegos. Esto se refleja en el aumento de los ingresos por videojuegos, impulsado por las ventas de GPUs GeForce RTX 40 Series y SoCs de consolas de juegos, y la expansión de títulos RTX y DLSS. Además, la colaboración de NVIDIA con Nintendo en la Switch 2, utilizando renderizado neuronal y GPUs RTX personalizadas, demuestra su inversión continua en el avance del rendimiento de los videojuegos.","[{'name': 'nvda-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nvda-Q225-10-Q.html'}, {'name': 'nvda-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/nvda-FY25-10-K.html'}, {'name': 'nvda-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nvda-Q325-10-Q.html'}]",4815747,USD,NVDA,SMART,STK,True
entertainment and media,video_game_technology,US91332U1016,UNITY SOFTWARE INC,2,"Proporciona una plataforma y herramientas líderes para la creación y operación de contenido interactivo 3D en tiempo real, impactando significativamente el desarrollo de juegos en múltiples plataformas.","El negocio principal de Unity gira en torno a la tecnología de juegos, ya que la compañía es un proveedor líder de software utilizado para construir, distribuir y ejecutar aplicaciones de juegos, con el 70% de los principales juegos móviles a nivel mundial creados en su plataforma. Esto está respaldado por su conjunto de herramientas diseñadas para crear, comercializar y hacer crecer juegos en varias plataformas, incluidas móviles, PC, consolas y XR. Además, la multifacética asociación de Unity con Nintendo para optimizar Unity 6 para la Switch 2 demuestra su compromiso de apoyar y crecer dentro del ecosistema de juegos, y están invirtiendo en IA, creación de contenido digital, publicidad digital y entretenimiento interactivo.","[{'name': 'u-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/u-FY24-10-K.html'}]",445423543,USD,U,SMART,STK,False
entertainment and media,video_game_technology,US5949181045,MICROSOFT CORP,3,"Da forma a la industria mundial de los videojuegos a través del desarrollo y la distribución de consolas de videojuegos, servicios de juegos en la nube y una amplia cartera de contenido de entretenimiento interactivo.",,,272093,USD,MSFT,SMART,STK,True
entertainment and media,video_game_technology,JP3435000009,SONY GROUP CORP,4,"Desarrolla y comercializa consolas de videojuegos, software y servicios líderes, impulsando la innovación en el entretenimiento interactivo y dando forma al panorama global de la tecnología de videojuegos.",,,13905705,JPY,6758,SMART,STK,False
entertainment and media,video_game_technology,US0079031078,ADVANCED MICRO DEVICES,5,"Suministra procesadores y tarjetas gráficas de alto rendimiento que son integrales para PC para juegos, consolas y plataformas de juegos en la nube, mejorando la fidelidad visual y las experiencias inmersivas en toda la industria.","AMD demuestra su compromiso con la tecnología de juegos a través del desarrollo de su arquitectura RDNA 4, que tiene como objetivo ofrecer un rendimiento mejorado de trazado de rayos y escalado basado en IA, dirigido a juegos 4K de alta calidad para usuarios convencionales. Esta arquitectura se presenta en las GPU de la serie Radeon 9000, diseñadas para abordar una parte importante del mercado de juegos entusiastas. Si bien las GPU de AMD son una tecnología clave en la industria de los juegos, los ingresos del segmento de juegos representan una parte relativamente pequeña de los ingresos totales de la empresa, con disminuciones observadas debido a menores ingresos semi-personalizados.","[{'name': 'amd-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amd-Q324-10-Q.html'}]",4391,USD,AMD,SMART,STK,True
entertainment and media,video_game_technology,US7710491033,ROBLOX CORP -CLASS A,6,"Proporciona una plataforma que aprovecha tecnología de juegos avanzada para permitir a los usuarios crear, compartir y jugar experiencias inmersivas en 3D, impulsando la innovación en contenido generado por el usuario y el desarrollo de mundos virtuales.","La participación de Roblox en el tema de la tecnología de juegos es evidente a través de su continua innovación e inversión en su plataforma. La compañía se enfoca en mejorar el rendimiento en una variedad de dispositivos, desde dispositivos Android de gama baja hasta PC de gama alta, y está desarrollando activamente tecnologías para admitir varios géneros de juegos. Roblox también está implementando tecnologías avanzadas como la IA generativa para la creación de activos 3D, un modelo 3D fundamental (Cube 3D) y API de generación de texto para mejorar tanto la experiencia del desarrollador como el entorno de juego general, con más de 1 millón de modelos 3D generados. Estos esfuerzos se exhiben en eventos como la Conferencia Anual de Desarrolladores de RDC, lo que resalta el compromiso de Roblox de avanzar en la tecnología de juegos y habilitar la IA bajo demanda.","[{'name': 'rblx-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rblx-FY24-10-K.html'}]",476026060,USD,RBLX,SMART,STK,True
entertainment and media,video_game_technology,JP3756600007,NINTENDO CO LTD,7,"Desarrolla y distribuye hardware y software de videojuegos, contribuyendo a la evolución del entretenimiento interactivo y las experiencias de juego.",,,14017724,JPY,7974,SMART,STK,False
entertainment and media,video_game_technology,US8740541094,TAKE-TWO INTERACTIVE SOFTWRE,8,"Se dedica al desarrollo, publicación y comercialización de productos de entretenimiento interactivo, utilizando tecnologías avanzadas de juegos.","El compromiso de Take-Two Interactive con el tema de la Tecnología de Videojuegos es evidente en su énfasis constante en integrar tecnología avanzada con narrativas y personajes convincentes para crear experiencias de juego únicas. Esta estrategia es fundamental para la forma en que la empresa diferencia sus productos en el mercado. Si bien la empresa destaca el uso de tecnología avanzada, no hay una discusión explícita sobre tecnología de videojuegos propietaria o contribuciones de ingresos específicas vinculadas a estos avances tecnológicos.","[{'name': 'ttwo-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ttwo-Q325-10-Q.html'}, {'name': 'ttwo-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ttwo-Q225-10-Q.html'}]",6478131,USD,TTWO,SMART,STK,True
entertainment and media,video_game_technology,US0378331005,APPLE INC,9,"Proporciona un ecosistema robusto para juegos móviles y casuales a través de su App Store, dispositivos de hardware como iPhone y iPad, y servicios de suscripción como Apple Arcade, fomentando el desarrollo y la accesibilidad para una amplia base de usuarios.",,,265598,USD,AAPL,SMART,STK,True
entertainment and media,video_game_technology,US2855121099,ELECTRONIC ARTS INC,10,"Desarrolla y publica una diversa cartera de videojuegos, utilizando tecnologías avanzadas de juegos para crear experiencias de entretenimiento inmersivas e interactivas en múltiples plataformas.",,,268995,USD,EA,SMART,STK,True
