type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
technology,application_development,US5949181045,MICROSOFT CORP,1,"Proporciona un conjunto completo de herramientas de desarrollo, plataformas y servicios en la nube que son fundamentales para crear, desplegar y gestionar aplicaciones en diversos entornos.","El enfoque de Microsoft en el desarrollo de aplicaciones es evidente a través del éxito y la expansión de sus herramientas para desarrolladores. GitHub Copilot ha experimentado un crecimiento sustancial, con 20 millones de usuarios y un aumento intertrimestral del 75% en clientes empresariales, y el 90% de las empresas Fortune 100 utilizan actualmente la plataforma. Este impulso está respaldado además por la evolución de GitHub Copilot con el Modo Agente y nuevos formatos como Coding Agent, diseñados para ejecutar tareas de desarrollador de forma asincrónica. Además, la plataforma Foundry de Microsoft es utilizada por más de 70.000 empresas para diseñar, personalizar y gestionar sus aplicaciones y agentes de IA, lo que pone de relieve el compromiso de la empresa de proporcionar herramientas integrales para desarrolladores.",272093,USD,MSFT,SMART,STK,True,,TE_APP
technology,application_development,US02079K3059,ALPHABET INC-CL A,2,"Proporciona sistemas operativos fundamentales, infraestructura en la nube y amplias herramientas de desarrollo que habilitan y respaldan un ecosistema global de desarrolladores de aplicaciones en plataformas móviles y web.","La participación de Google en el Desarrollo de Aplicaciones es evidente a través de varias vías. Un número significativo de desarrolladores, alrededor de 9 millones, ha utilizado Gemini. La empresa genera ingresos a través de las ventas de aplicaciones y compras dentro de la aplicación en Google Play. Además, Capgemini está aprovechando los agentes de ingeniería de software de IA de Google para mejorar la calidad del software a través de tareas automatizadas, y los gastos de I+D de Google se asignan tanto a productos y servicios existentes como nuevos, lo que implica esfuerzos continuos en el desarrollo de aplicaciones.",208813719,USD,GOOGL,SMART,STK,True,"[{'name': 'googl-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/googl-Q324-10-Q.html'}, {'name': 'googl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/googl-Q125-10-Q.html'}, {'name': 'googl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/googl-FY24-10-K.html'}]",TE_APP
technology,application_development,US0231351067,AMAZON.COM INC,3,"Proporciona infraestructura en la nube integral, herramientas de desarrollo y plataformas que permiten a los desarrolladores crear, implementar y escalar una amplia variedad de aplicaciones de manera eficiente.",,3691937,USD,AMZN,SMART,STK,True,,TE_APP
technology,application_development,US68389X1054,ORACLE CORP,4,"Proporciona plataformas, bases de datos y herramientas integrales que son esenciales para la creación, implementación y gestión de aplicaciones empresariales en diversas industrias.","Oracle enfatiza su posición como empresa de aplicaciones, destacando su uso de IA para generar aplicaciones y mejorar la eficiencia. La compañía tiene el generador de aplicaciones más avanzado y está construyendo aplicaciones utilizando IA. Los servicios en la nube de Oracle entregan aplicaciones y tecnologías de infraestructura sobre una base de suscripción, y su negocio de nube y licencias comercializa y entrega un amplio espectro de aplicaciones empresariales y tecnologías de infraestructura.",272800,USD,ORCL,SMART,STK,True,"[{'name': 'orcl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/orcl-Q125-10-Q.html'}]",TE_APP
technology,application_development,US81762P1021,SERVICENOW INC,5,"Permite a los clientes desarrollar, implementar y administrar rápidamente aplicaciones personalizadas y flujos de trabajo digitales en su plataforma, mejorando significativamente la agilidad empresarial y la eficiencia operativa.","La participación de ServiceNow en el desarrollo de aplicaciones es evidente a través de la provisión de herramientas y plataformas como el estudio de agentes de IA sin código y Creator Now Assist, que permiten a los clientes crear y personalizar aplicaciones y flujos de trabajo. La empresa ha entregado una plataforma agéntica integrada completa y lista para empresas, que incluye AI Control Tower y AI agent fabric. La cuadruplicación del tamaño promedio de los acuerdos para Creator Now Assist sugiere una creciente adopción e ingresos, lo que refuerza el papel de ServiceNow en la facilitación del desarrollo de aplicaciones.",109911821,USD,NOW,SMART,STK,True,,TE_APP
technology,application_development,US00724F1012,ADOBE INC,6,"Ofrece un conjunto de herramientas y plataformas de software esenciales para el diseño, prototipado y desarrollo de aplicaciones digitales y experiencias de usuario.","El compromiso de Adobe con el tema de Desarrollo de Aplicaciones es evidente a través de sus equipos dedicados al desarrollo de aplicaciones y su papel pionero en la narración creativa a través de aplicaciones como Photoshop e Illustrator. La empresa ofrece una plataforma creativa integral, que se extiende desde la ideación hasta la producción en masa, con aplicaciones como Firefly App que se benefician de sus propios modelos de base de IA. Adobe está infundiendo IA en sus aplicaciones insignia de Creative Cloud, incluyendo Photoshop, Illustrator, Premiere Pro y After Effects, al tiempo que ofrece nuevas ofertas como Adobe Firefly para creadores de próxima generación en plataformas web y móviles.",265768,USD,ADBE,SMART,STK,True,"[{'name': 'adbe-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/adbe-FY24-10-K.html'}, {'name': 'adbe-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/adbe-Q324-10-Q.html'}]",TE_APP
technology,application_development,IE00B4BNMY34,ACCENTURE PLC-CL A,7,"Proporciona amplios servicios en desarrollo, modernización y gestión de aplicaciones personalizadas, lo que permite a los clientes crear y optimizar sus capacidades digitales en diversas industrias.","La participación de Accenture en el Desarrollo de Aplicaciones es evidente a través de su asistencia a clientes en la modernización y el mantenimiento de aplicaciones, que está experimentando una creciente demanda. Esto incluye ayudar a un importante cliente de servicios financieros a modernizar su patrimonio de datos para escalar la IA en diversas funciones comerciales, retirar sistemas heredados y transformar funciones centrales. Accenture también se asocia con UOB en la implementación de servicios de aplicaciones multipaís para la mejora omnicanal y observa una demanda en proyectos federales en torno a la modernización y las plataformas ERP.",67889930,USD,ACN,SMART,STK,True,"[{'name': 'acn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acn-Q225-10-Q.html'}, {'name': 'acn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acn-Q125-10-Q.html'}, {'name': 'acn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/acn-FY24-10-K.html'}, {'name': 'acn-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acn-Q325-10-Q.html'}]",TE_APP
technology,application_development,US0378331005,APPLE INC,8,"Facilita un vasto ecosistema para el desarrollo de aplicaciones en sus múltiples sistemas operativos, proporcionando amplias herramientas y plataformas para desarrolladores a nivel mundial.",,265598,USD,AAPL,SMART,STK,True,,TE_APP
technology,application_development,US0420682058,ARM HOLDINGS PLC-ADR,9,Proporciona arquitecturas de procesador fundamentales que permiten y guían el desarrollo de aplicaciones en una amplia gama de dispositivos y plataformas.,"El compromiso de Arm con el desarrollo de aplicaciones es significativo, impulsado por su extenso ecosistema de desarrolladores de software, que incluye más de 22 millones de desarrolladores, y con más del 80% de la base global que desarrolla sobre Arm. Este ecosistema amplifica el liderazgo de Arm en IA y crea un poderoso efecto de retroalimentación, mejorando la disponibilidad de software e impulsando la demanda de su plataforma de computación en diversos mercados. La empresa enfatiza que su incomparable ecosistema de desarrolladores de software es crucial para su liderazgo en IA.",653400472,USD,ARM,SMART,STK,False,,TE_APP
technology,application_development,INE467B01029,TATA CONSULTANCY SVCS LTD,10,"Proporciona servicios integrales de desarrollo de aplicaciones, que incluyen la creación, el mantenimiento y la modernización de soluciones de software para clientes de diversas industrias a nivel mundial.",,44652015,INR,TCS,NSE,STK,False,,TE_APP
