industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
industrial,circular_economy,FR0000124141,VEOLIA ENVIRONNEMENT,1,"Desempeña un papel fundamental en la economía circular al proporcionar servicios esenciales en la gestión de agua, residuos y energía, facilitando la recuperación de recursos y el consumo sostenible.",,29612206,EUR,VIE,SMART,STK,False,,CIR
industrial,circular_economy,US7607591002,REPUBLIC SERVICES INC,2,"Facilita la economía circular proporcionando soluciones integrales de recolección, reciclaje y procesamiento de residuos que tienen como objetivo recuperar recursos y reducir la dependencia de los vertederos.","Republic Services demuestra su enfoque en la circularidad del plástico a través de inversiones en Polymer Centers y las instalaciones de la empresa conjunta Blue Polymers, incluido el Indianapolis Polymer Center, que se espera que comience la producción comercial pronto. Estas instalaciones tienen como objetivo abordar la oferta limitada de PET reciclado, posicionando a la empresa para el crecimiento y la creación de valor a largo plazo a través de la innovación en sostenibilidad. Además, la operación de 75 centros de reciclaje de la compañía y la generación de ingresos por el procesamiento de reciclaje y la venta de materias primas resaltan su participación en la recolección y el procesamiento de materiales reciclables, lo que contribuye a los principios de la economía circular.",6478024,USD,RSG,SMART,STK,True,"[{'name': 'rsg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rsg-Q324-10-Q.html'}]",CIR
industrial,circular_economy,US94106L1098,WASTE MANAGEMENT INC,3,"Contribuye a la economía circular al proporcionar servicios esenciales para la recolección, procesamiento y reciclaje de residuos, desviando así materiales de los vertederos y promoviendo la recuperación de recursos.",,13379,USD,WM,SMART,STK,True,,CIR
industrial,circular_economy,BE0974320526,UMICORE,4,"Impulsa la economía circular a través de tecnologías avanzadas de reciclaje y soluciones de materiales sostenibles, permitiendo la recuperación y reutilización de recursos críticos en diversas industrias.",,291956769,EUR,UMI,SMART,STK,False,,CIR
industrial,circular_economy,NO0012470089,TOMRA SYSTEMS ASA,5,"Proporciona soluciones avanzadas de recolección y clasificación para el reciclaje y la optimización de recursos, contribuyendo significativamente al establecimiento y avance de una economía circular.",,549147351,NOK,TOM,SMART,STK,False,,CIR
industrial,circular_economy,NL0009434992,LYONDELLBASELL INDU-CL A,6,"Impulsa avances en plásticos y materiales sostenibles, centrándose en el reciclaje, la reutilización y el desarrollo de soluciones circulares para minimizar los residuos y promover la eficiencia de los recursos.","El enfoque de LyondellBasell en la economía circular es evidente en sus iniciativas e inversiones estratégicas, particularmente en Europa. La empresa está aumentando el acceso a materias primas circulares y renovables para apoyar su negocio de soluciones bajas en carbono, con un enfoque en los mercados locales. Un ejemplo clave es la planta de reciclaje químico MoReTec-1 en Alemania, que utiliza tecnología patentada de reciclaje avanzado para satisfacer la creciente demanda de plásticos circulares. Si bien la empresa ha aplazado una decisión final de inversión en la planta MoReTec-2, sigue creyendo que su tecnología MoReTec le proporcionará una ventaja competitiva para establecer una posición de liderazgo en la economía circular, respaldada además por una revisión estratégica de los activos europeos para fortalecer su posición para un futuro más sostenible y circular.",74866700,USD,LYB,SMART,STK,True,"[{'name': 'lyb-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lyb-Q324-10-Q.html'}]",CIR
industrial,circular_economy,US2605571031,DOW INC,7,"Participa en el desarrollo de materiales y soluciones sostenibles que apoyan la reducción de residuos, el reciclaje y la reutilización de recursos, contribuyendo a una economía circular.","El enfoque de Dow en la economía circular se demuestra a través de varias iniciativas, incluida la adquisición de Circulus Holdings, una empresa de reciclaje mecánico que transforma los residuos plásticos en resina posconsumo. Subrayando aún más este compromiso, Dow emitió $1.25 mil millones en pagarés senior no garantizados bajo su Marco de Financiación Verde, asignando los ingresos a proyectos que apoyan su estrategia de sostenibilidad, apuntando específicamente a la protección del clima e iniciativas de economía circular como el proyecto Fort Saskatchewan Path2Zero. Dow también se asocia activamente para desarrollar ecosistemas industriales destinados a recolectar, reutilizar o reciclar residuos y está reformulando productos para utilizar materias primas circulares, reduciendo la dependencia de materias primas fósiles vírgenes y abogando por políticas que promuevan la circularidad.",356576040,USD,DOW,SMART,STK,True,"[{'name': 'dow-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dow-Q324-10-Q.html'}, {'name': 'dow-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dow-FY24-10-K.html'}]",CIR
industrial,circular_economy,US2774321002,EASTMAN CHEMICAL CO,8,"Se enfoca en el desarrollo e implementación de soluciones que apoyan la transición hacia una economía circular, enfatizando la reutilización de materiales y la eficiencia de los recursos.","Eastman demuestra su compromiso con la economía circular a través de su modelo de crecimiento impulsado por la innovación, que enfatiza plataformas tecnológicas escalables de clase mundial y megatendencias de sostenibilidad. La compañía enfoca sus inversiones en tecnologías de reciclaje molecular y opera una de las instalaciones de reciclaje molecular más grandes del mundo. Eastman también participa en instalaciones de fabricación de reciclaje molecular de plástico a plástico por metanólisis, lo que resalta aún más su compromiso con los principios de la economía circular.",6832,USD,EMN,SMART,STK,True,"[{'name': 'emn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/emn-Q125-10-Q.html'}]",CIR
industrial,circular_economy,US2786421030,EBAY INC,9,"Facilita la reventa y reutilización de bienes a través de su mercado en línea, extendiendo significativamente los ciclos de vida de los productos y contribuyendo a la conservación de recursos dentro de la economía circular.",,4347086,USD,EBAY,SMART,STK,True,,CIR
industrial,circular_economy,US88160R1014,TESLA INC,10,Impulsa los principios de la economía circular fabricando vehículos eléctricos que reducen la dependencia de los combustibles fósiles y implementando programas de reciclaje de baterías para recuperar materiales valiosos.,,76792991,USD,TSLA,SMART,STK,True,,CIR
