type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable
agriculture,biotechnology_in_agriculture,US22052L1044,CORTEVA INC,1,"Desarrolla y comercializa soluciones biotecnológicas avanzadas para la protección de semillas y cultivos, impulsando la innovación en la productividad y sostenibilidad agrícola.","El compromiso de Corteva con la Biotecnología en la Agricultura es evidente a través de su segmento de Semillas, un líder mundial en el desarrollo y suministro de germoplasma y rasgos avanzados que producen un rendimiento óptimo para las granjas. La empresa ofrece tecnologías de rasgos que mejoran la resistencia al clima, las enfermedades, los insectos, los herbicidas utilizados para controlar las malezas y mejoran las características alimentarias y nutricionales. Corteva enfatiza la tecnología de semillas patentada, incluida la concesión de licencias externas y el desarrollo de biológicos, y también reconoce la importancia de la aceptación pública de sus productos biotecnológicos. Además, Corteva ofrece tecnologías de semillas y protección de cultivos de primer nivel, centrándose en biocombustibles y edición genética, y destaca las ganancias de volumen de dos dígitos en nuevos productos y biológicos.","[{'name': 'ctva-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ctva-Q125-10-Q.html'}, {'name': 'ctva-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ctva-Q324-10-Q.html'}, {'name': 'ctva-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ctva-FY24-10-K.html'}]",366239371,USD,CTVA,SMART,STK,True
agriculture,biotechnology_in_agriculture,DE000BAY0017,BAYER AG-REG,2,"Desarrolla y comercializa soluciones biotecnológicas para la agricultura, centrándose en la protección de cultivos, la mejora de semillas y las prácticas agrícolas sostenibles.",,,68598660,EUR,BAYN,SMART,STK,False
agriculture,biotechnology_in_agriculture,US98978V1035,ZOETIS INC,3,La empresa opera en el dominio de la Biotecnología en la Agricultura.,,,121665622,USD,ZTS,SMART,STK,True
agriculture,biotechnology_in_agriculture,DE000BASF111,BASF SE,4,Utiliza la biotecnología para desarrollar soluciones que mejoren la productividad y la sostenibilidad agrícola.,,,77680640,EUR,BAS,SMART,STK,False
agriculture,biotechnology_in_agriculture,US3024913036,FMC CORP,5,Se enfoca en el desarrollo y comercialización de soluciones biotecnológicas destinadas a mejorar la protección de cultivos y la productividad agrícola.,"La participación de FMC en el tema de Biotecnología en la Agricultura es evidente a través de su desarrollo, comercialización y venta de biológicos como parte de su oferta de salud vegetal. La cartera de la empresa incluye biológicos que van desde nuevas tecnologías de diamidas hasta ingredientes activos, y están probando feromonas para el control de plagas, lo que representa un enfoque biotecnológico para mejorar la protección de cultivos. Además, FMC ha recibido el registro de Sofero para feromonas en Brasil y anticipa ventas iniciales en el tercer trimestre, con el negocio de Salud Vegetal, impulsado por biológicos, experimentando crecimiento en las ventas.","[{'name': 'fmc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fmc-Q324-10-Q.html'}, {'name': 'fmc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/fmc-FY24-10-K.html'}, {'name': 'fmc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fmc-Q225-10-Q.html'}]",7238,USD,FMC,SMART,STK,True
agriculture,biotechnology_in_agriculture,US6404911066,NEOGEN CORP,6,Aplica innovaciones biotecnológicas para mejorar diversos aspectos de la industria agrícola.,"La participación de Neogen en la biotecnología en la agricultura se realiza principalmente a través de sus servicios de genómica para la producción animal, que utilizan métodos biotecnológicos para mejorar las razas animales. La empresa desarrolla y comercializa kits de diagnóstico y productos complementarios para productores y procesadores de alimentos, lo que permite la detección de modificaciones genéticas en alimentos y piensos. Sin embargo, Neogen ha experimentado menores ventas en bioseguridad y cuidado animal, así como una disminución en el volumen de genómica debido a un cambio de enfoque hacia animales de producción grandes.","[{'name': 'neog-Q124-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/neog-Q124-10-Q.html'}, {'name': 'neog-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/neog-Q325-10-Q.html'}]",272327,USD,NEOG,SMART,STK,True
agriculture,biotechnology_in_agriculture,DE0007074007,KWS SAAT SE & CO KGAA,7,Utiliza la biotecnología en el desarrollo de sus semillas para mejorar las características de los cultivos y la productividad agrícola.,,,36197146,EUR,KWS,SMART,STK,False
agriculture,biotechnology_in_agriculture,US4595061015,INTL FLAVORS & FRAGRANCES,8,Mantiene una conexión con el tema de la industria de la biotecnología en la agricultura.,,,8385,USD,IFF,SMART,STK,True
agriculture,biotechnology_in_agriculture,US71742Q1067,PHIBRO ANIMAL HEALTH CORP-A,9,Opera en el sector de Biotecnología en Agricultura.,"La participación de PAHC en el tema de Biotecnología en la Agricultura se demuestra a través de su inversión en tecnologías de vacunas de próxima generación y soluciones microbianas. Estas soluciones abordan desafíos de salud, nutrición y sostenibilidad animal en diversos sectores, incluyendo notablemente aplicaciones agrícolas. Además, la empresa fabrica vacunas para animales, lo que indica una aplicación práctica de la biotecnología en el sector agrícola.","[{'name': 'pahc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pahc-Q225-10-Q.html'}, {'name': 'pahc-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pahc-FY25-10-K.html'}]",148443229,USD,PAHC,SMART,STK,True
agriculture,biotechnology_in_agriculture,US26614N1028,DUPONT DE NEMOURS INC,10,Contribuye al tema de Biotecnología en la Agricultura.,,,365921621,USD,DD,SMART,STK,True
