type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
transportation and logistics,supply_chain_automation,US0231351067,AMAZON.COM INC,1,"Impulsa la innovación en la automatización de la cadena de suministro a través del uso extensivo de robótica, inteligencia artificial y sistemas logísticos avanzados para optimizar las operaciones globales de cumplimiento y entrega.",,3691937,USD,AMZN,SMART,STK,True,,TL_SU2
transportation and logistics,supply_chain_automation,US5949181045,MICROSOFT CORP,2,Proporciona plataformas integrales basadas en la nube y aplicaciones empresariales inteligentes que impulsan la automatización y optimización de los procesos de la cadena de suministro para empresas a nivel mundial.,,272093,USD,MSFT,SMART,STK,True,,TL_SU2
transportation and logistics,supply_chain_automation,US9113121068,UNITED PARCEL SERVICE-CL B,3,"Aprovecha tecnologías avanzadas de automatización en su red logística global, incluidas instalaciones de clasificación automatizada y sistemas de entrega optimizados, para mejorar la eficiencia y la confiabilidad en las operaciones de la cadena de suministro.","El enfoque de UPS en la Automatización de la Cadena de Suministro es evidente a través de sus iniciativas de 'Red del Futuro', diseñadas para mejorar la eficiencia de la red mediante la automatización y la consolidación de clasificación. La compañía está ejecutando actualmente su mayor reconfiguración de red para optimizar la capacidad y aumentar la productividad a través de la automatización, incluyendo la automatización de edificios y el uso de robótica para tareas como la aplicación de etiquetas, la descarga de remolques y la clasificación de paquetes. UPS tiene como objetivo tener 400 instalaciones total o parcialmente automatizadas, aprovechando la IA para reducir la dependencia de la mano de obra y aumentar el volumen de paquetes procesados a través de centros automatizados, lo que ya ha aumentado año tras año.",6231002,USD,UPS,SMART,STK,True,"[{'name': 'ups-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ups-FY24-10-K.html'}]",TL_SU2
transportation and logistics,supply_chain_automation,US68389X1054,ORACLE CORP,4,"Ofrece soluciones integrales de gestión de la cadena de suministro basadas en la nube que automatizan los procesos de planificación, fabricación, logística e inventario, permitiendo a las empresas optimizar sus operaciones globales.",,272800,USD,ORCL,SMART,STK,True,,TL_SU2
transportation and logistics,supply_chain_automation,US9892071054,ZEBRA TECHNOLOGIES CORP-CL A,5,"Proporciona soluciones integrales de inteligencia de activos empresariales, que incluyen tecnologías de computación móvil, escaneo e impresión, esenciales para optimizar y automatizar los flujos de trabajo en toda la cadena de suministro.","El compromiso de Zebra con la automatización de la cadena de suministro es evidente a través de sus soluciones de identificación automática y captura de datos (AIDC), que incluyen computación móvil, captura de datos, RFID e impresión de códigos de barras. Estas soluciones facilitan la digitalización y automatización de flujos de trabajo, mejorando la productividad y la eficiencia operativa, particularmente en áreas como la producción en fábrica y el seguimiento de paquetes dentro de la cadena de suministro. El enfoque de la empresa en la automatización de flujos de trabajo se ve respaldado por sus ofertas en visión artificial y robótica, incluida la adquisición de Photoneo, una empresa de visión artificial 3D, para expandir sus capacidades en mercados clave como la fabricación de automóviles y la logística.",276304,USD,ZBRA,SMART,STK,True,"[{'name': 'zbra-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/zbra-Q225-10-Q.html'}, {'name': 'zbra-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/zbra-Q125-10-Q.html'}, {'name': 'zbra-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/zbra-Q324-10-Q.html'}]",TL_SU2
transportation and logistics,supply_chain_automation,DE000KGX8881,KION GROUP AG,6,"Proporciona una cartera integral de soluciones de intralogística, que incluyen carretillas industriales, sistemas de automatización de almacenes y software integrado, para mejorar la eficiencia y optimizar el flujo de materiales dentro de las cadenas de suministro a nivel mundial.",,130534388,EUR,KGX,SMART,STK,False,,TL_SU2
transportation and logistics,supply_chain_automation,US4385161066,HONEYWELL INTERNATIONAL INC,7,"Proporciona un conjunto completo de soluciones de automatización, software y hardware que optimizan las operaciones de almacén, la logística y la gestión de datos para mejorar la eficiencia y la visibilidad en toda la cadena de suministro.",,4350,USD,HON,SMART,STK,True,,TL_SU2
transportation and logistics,supply_chain_automation,US7739031091,ROCKWELL AUTOMATION INC,8,"Proporciona soluciones de automatización industrial y transformación digital esenciales para optimizar y automatizar diversas etapas de la cadena de suministro, desde la fabricación hasta la logística.","La participación de Rockwell Automation en la automatización de la cadena de suministro es evidente a través de la adopción de sus robots móviles autónomos (AMR) para disminuir la dependencia de las carretillas elevadoras manuales, mejorando así el rendimiento, minimizando los daños a los productos terminados y fomentando entornos operativos más seguros. Además, el estudio de diseño FactoryTalk de la empresa, equipado con un Copiloto de GenAI, está ganando terreno por su capacidad para agilizar el diseño y la puesta en marcha de proyectos de automatización. Como lo demuestra la inversión de National Resilience en los AMR de Rockwell dentro de su almacén de sistema de almacenamiento y recuperación automatizado, Rockwell está facilitando la expansión de las capacidades de almacén de luces apagadas y los movimientos automatizados de materiales.",11697,USD,ROK,SMART,STK,True,,TL_SU2
transportation and logistics,supply_chain_automation,US87151X1019,SYMBOTIC INC,9,"Desarrolla e implementa sistemas avanzados de automatización robótica que transforman y optimizan las operaciones de la cadena de suministro, mejorando significativamente la eficiencia y el rendimiento.","La empresa demuestra un fuerte enfoque en la automatización de la cadena de suministro, ya que desarrolla e implementa soluciones tecnológicas destinadas a mejorar las operaciones de la cadena de suministro. Su negocio principal gira en torno al diseño e instalación de sistemas de automatización de la cadena de suministro que automatizan varios procesos de almacenamiento, como la despaletización, el almacenamiento, la selección y la paletización. La visión de la empresa es mejorar la cadena de suministro para todos, automatizando el procesamiento de paletas y cajas en grandes almacenes para las principales empresas minoristas, con el objetivo de convertirse en el estándar para las operaciones de almacén.",566188877,USD,SYM,SMART,STK,False,"[{'name': 'sym-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sym-Q325-10-Q.html'}, {'name': 'sym-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sym-FY24-10-K.html'}]",TL_SU2
transportation and logistics,supply_chain_automation,US8807701029,TERADYNE INC,10,Proporciona soluciones de automatización y robótica que son integrales para optimizar los procesos de fabricación y la logística dentro de las cadenas de suministro.,,12729,USD,TER,SMART,STK,True,,TL_SU2
transportation and logistics,supply_chain_automation,JP3634600005,TOYOTA INDUSTRIES CORP,11,Proporciona equipos industriales y soluciones de manejo de materiales que son integrales para automatizar diversas etapas de la cadena de suministro.,,14016392,JPY,6201,SMART,STK,False,,TL_SU2
transportation and logistics,supply_chain_automation,JP3497400006,DAIFUKU CO LTD,12,Proporciona sistemas avanzados de manejo de materiales y soluciones de automatización que optimizan las operaciones logísticas y de la cadena de suministro para diversas industrias.,,14016601,JPY,6383,SMART,STK,False,,TL_SU2
transportation and logistics,supply_chain_automation,US31428X1063,FEDEX CORPORATION,13,"Aprovecha las tecnologías de automatización en su vasta red logística para mejorar la eficiencia en la clasificación, seguimiento y entrega de paquetes, desempeñando así un papel crucial en la modernización de las cadenas de suministro globales.",,5100583,USD,FDX,SMART,STK,True,,TL_SU2
transportation and logistics,supply_chain_automation,US90364P1057,UIPATH INC - CLASS A,14,Proporciona software y plataformas de automatización que optimizan y agilizan diversos procesos dentro de las operaciones de la cadena de suministro.,,483311199,USD,PATH,SMART,STK,False,,TL_SU2
