symbol,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
PG,PE1,health,personal_care_products,US7427181091,PROCTER & GAMBLE CO/THE,1,"Es un fabricante y comercializador global líder de una amplia gama de productos de cuidado personal, que atiende a una vasta base de consumidores en numerosas categorías.","La participación de P&G en el tema de Productos de Cuidado Personal es evidente a través de su diversa cartera y énfasis estratégico. El segmento de Belleza de la empresa incluye categorías clave de cuidado personal como Cuidado del Cabello, Cuidado Personal y Cuidado de la Piel, con marcas destacadas como Head & Shoulders, Old Spice y Olay. P&G innova activamente dentro de este tema, destacando productos como Crest 3DWhite Deep Stain Remover y la serie Oral-B iO, y se refleja en el alto crecimiento de un solo dígito en las ventas netas de Cuidado Personal impulsado por aumentos de volumen y estrategias de precios.","[{'name': 'pg-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pg-Q325-10-Q.html'}, {'name': 'pg-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pg-FY25-10-K.html'}, {'name': 'pg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pg-Q125-10-Q.html'}, {'name': 'pg-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pg-Q225-10-Q.html'}]",11054,USD,SMART,STK
EL,PE1,health,personal_care_products,US5184391044,ESTEE LAUDER COMPANIES-CL A,2,"Es un importante impulsor en el sector de la belleza de prestigio, proporcionando una cartera diversa de productos para el cuidado de la piel, maquillaje, fragancias y cuidado del cabello que dan forma a las tendencias y preferencias de los consumidores mundiales dentro del cuidado personal.","El negocio de la empresa se centra en la fabricación, comercialización y venta de productos de belleza, incluyendo cuidado de la piel, maquillaje, fragancias y cuidado del cabello, distribuyéndolos en aproximadamente 150 países y territorios. Estas categorías se alinean directamente con los productos de cuidado personal, lo que la convierte en una actividad comercial principal. El enfoque de la empresa en la innovación, las estrategias de marketing y los planes de expansión dentro de estas categorías solidifica aún más su participación en el tema de los productos de cuidado personal, al igual que la discusión de varios lanzamientos de productos y marcas como Estée Lauder, Clinique y M·A·C, que ofrecen principalmente productos de cuidado personal.","[{'name': 'el-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/el-Q325-10-Q.html'}, {'name': 'el-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/el-Q125-10-Q.html'}, {'name': 'el-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/el-Q225-10-Q.html'}, {'name': 'el-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/el-FY25-10-K.html'}]",1448477,USD,SMART,STK
KVUE,PE1,health,personal_care_products,US49177J1025,KENVUE INC,3,"Desarrolla, fabrica y comercializa una amplia cartera de productos esenciales para el cuidado personal, incluidas marcas líderes en salud de la piel, cuidado del cabello y cuidado bucal, al servicio de una base de consumidores global.","Kenvue demuestra una presencia significativa en el mercado de productos de cuidado personal a través de su dedicado segmento de Salud de la Piel y Belleza, que incluye cuidado facial y corporal, cabello, sol y otras categorías relacionadas. Este segmento presenta una cartera de marcas reconocidas como Neutrogena, Aveeno, Dr.Ci:Labo, OGX, Le Petit Marseillais, Lubriderm y Rogaine, lo que indica un fuerte enfoque en esta área. El énfasis de la empresa en la eficacia y la confianza en sus marcas de salud del consumidor subraya aún más su compromiso de proporcionar productos de cuidado personal confiables y efectivos, con inversiones estratégicas de precios realizadas en los EE. UU. y un enfoque en plataformas prioritarias como Neutrogena Face Care, Aveeno Body Care y OGX Hair Care.","[{'name': 'kvue-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kvue-Q324-10-Q.html'}, {'name': 'kvue-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kvue-Q225-10-Q.html'}, {'name': 'kvue-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kvue-Q125-10-Q.html'}, {'name': 'kvue-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kvue-FY24-10-K.html'}]",629043863,USD,SMART,STK
ULTA,PE1,health,personal_care_products,US90384S3031,ULTA BEAUTY INC,4,"Opera como un minorista destacado que ofrece una amplia selección de productos de cuidado personal, lo que lo convierte en un canal de distribución y un recurso importante para los consumidores en el mercado de la belleza y el autocuidado.","La fuerte conexión de Ulta Beauty con la industria de Productos de Cuidado Personal es evidente a través de su posición como el minorista especializado en belleza más grande de los Estados Unidos y su enfoque en productos de cosmética, fragancias, cuidado de la piel y cuidado del cabello. Las prioridades estratégicas de la compañía incluyen impulsar el crecimiento del negocio principal centrándose en la belleza y el bienestar, con el CEO enfatizando la importancia de estas categorías. Ulta Beauty ofrece una variedad diferenciada de aproximadamente 25,000 productos de belleza y bienestar, con nuevas marcas y expansiones de productos impulsando el crecimiento en varias categorías, incluyendo fragancias, cuidado de la piel, maquillaje y cuidado del cabello. Ulta Beauty se define explícitamente como el principal destino de belleza para estos productos, destacando su papel central en la identidad y estrategia comercial de la empresa.","[{'name': 'ulta-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ulta-Q125-10-Q.html'}, {'name': 'ulta-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ulta-FY24-10-K.html'}, {'name': 'ulta-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ulta-Q324-10-Q.html'}, {'name': 'ulta-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ulta-Q224-10-Q.html'}]",46970422,USD,SMART,STK
OR,PE1,health,personal_care_products,FR0000120321,L'OREAL,5,"Desarrolla, fabrica y comercializa una cartera integral de productos de belleza y cuidado personal en diversas categorías, atendiendo a diversas necesidades de los consumidores a nivel mundial.",,,29612116,EUR,SMART,STK
CL,PE1,health,personal_care_products,US1941621039,COLGATE-PALMOLIVE CO,6,"Es un proveedor global líder de productos de cuidado personal, que contribuye significativamente a la salud e higiene del consumidor a través de su extensa cartera de marcas.","El compromiso de Colgate-Palmolive con el tema de Productos de Cuidado Personal es evidente a través de su segmento de productos de Cuidado Oral, Personal y del Hogar, que se gestiona en cinco regiones geográficas. La empresa se enfoca en productos de uso diario, incluidos los de la categoría de cuidado personal, como jabón líquido para manos y gel de baño, y enfatiza la innovación y los relanzamientos de marcas clave como Sanex y Protex. Este enfoque se ve reforzado por la estrategia de la empresa de vender productos de uso diario, como los utilizados para la ducha, y el relanzamiento de productos establecidos como Colgate Total, junto con innovaciones premium como el suero Colgate Miracle Repair y la recuperación de la piel UV EltaMD.","[{'name': 'cl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cl-FY24-10-K.html'}]",5749,USD,SMART,STK
BEI,PE1,health,personal_care_products,DE0005200000,BEIERSDORF AG,7,"Desarrolla, fabrica y comercializa a nivel mundial una completa cartera de productos líderes para el cuidado personal, incluyendo marcas icónicas de cuidado de la piel, cuidado corporal y protección solar, abordando diversas demandas de los consumidores en todo el mundo.",,,14362,EUR,SMART,STK
ULVR.OLD,PE1,health,personal_care_products,GB00B10RZP78,UNILEVER PLC,8,"Un fabricante y comercializador global líder de productos de cuidado personal, que ofrece una cartera diversa de marcas que satisfacen una amplia gama de necesidades de los consumidores en todo el mundo.",,,39234893,GBP,SMART,STK
COTY,PE1,health,personal_care_products,US2220702037,COTY INC-CL A,9,"Se enfoca en el desarrollo, fabricación y distribución de una amplia gama de productos de cuidado personal, incluyendo fragancias, cosméticos y cuidado de la piel, posicionándose como un actor clave en el mercado global de la belleza.","La participación de Coty en el tema de Productos de Cuidado Personal está profundamente arraigada en su identidad central como una de las empresas de belleza más grandes del mundo, respaldada por su icónica cartera de marcas que abarca fragancias, cosméticos de color, cuidado de la piel y cuidado corporal. Las prioridades estratégicas de la empresa incluyen estabilizar y hacer crecer sus marcas de Belleza de Consumo, acelerar su negocio de fragancias de Prestigio y la expansión continua en cosméticos de Prestigio, y construir una cartera integral de cuidado de la piel. Coty está capitalizando activamente las tendencias en cosméticos, como la subcategoría de labios y los productos de belleza multitarea, al mismo tiempo que se expande a nuevas áreas como las brumas corporales, lo que indica un compromiso con la innovación y la relevancia en el mercado dentro del sector del cuidado personal.","[{'name': 'coty-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/coty-Q225-10-Q.html'}, {'name': 'coty-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/coty-FY25-10-K.html'}, {'name': 'coty-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/coty-Q325-10-Q.html'}, {'name': 'coty-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/coty-Q125-10-Q.html'}]",129131475,USD,SMART,STK
ELF,PE1,health,personal_care_products,US26856L1035,ELF BEAUTY INC,10,"Opera como un destacado desarrollador y comercializador de productos de cuidado personal, incluidos cosméticos y cuidado de la piel, atendiendo a una amplia base de consumidores.","El enfoque de E.l.f. Beauty en el tema de la industria de productos de cuidado personal es evidente a través de su identidad como una empresa de belleza multimarca que ofrece una gama de productos cosméticos y para el cuidado de la piel. Esto se ve subrayado por su familia de marcas, que incluyen e.l.f. Cosmetics, e.l.f. SKIN, Naturium, Well People y Keys Soulcare, con la misión de hacer la belleza accesible. Su compromiso se demuestra aún más con la adquisición de Naturium y rhode, movimientos que han ampliado su experiencia y presencia en el mercado del cuidado de la piel, con e.l.f. SKIN aumentando su clasificación entre las marcas adolescentes y Naturium logrando el puesto número 1 en lavado corporal en Ulta Beauty.","[{'name': 'elf-Q126-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/elf-Q126-10-Q.html'}, {'name': 'elf-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/elf-Q325-10-Q.html'}, {'name': 'elf-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/elf-FY25-10-K.html'}, {'name': 'elf-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/elf-Q225-10-Q.html'}]",248682005,USD,SMART,STK
