industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
transportation and logistics,smart_mobility,US88160R1014,TESLA INC,1,"Impulsa la innovación en movilidad inteligente a través de su trabajo pionero en tecnología de vehículos eléctricos, sistemas avanzados de conducción autónoma y el establecimiento de una infraestructura de carga integral, contribuyendo a soluciones de transporte sostenibles e inteligentes.",,76792991,USD,TSLA,SMART,STK,True,,SMA
transportation and logistics,smart_mobility,DE0007664005,VOLKSWAGEN AG,2,"Es un actor clave en el avance de la movilidad inteligente a través del desarrollo de vehículos eléctricos, tecnologías de conducción autónoma y servicios digitales integrados, dando forma al futuro del transporte urbano y personal.",,14232,EUR,VOW,SMART,STK,False,,SMA
transportation and logistics,smart_mobility,CNE100000296,BYD CO LTD-H,3,Impulsa la transición hacia un transporte inteligente y sostenible a través de su amplia producción de vehículos eléctricos y el desarrollo de tecnologías avanzadas de baterías.,,46652429,HKD,1211,SEHK,STK,False,,SMA
transportation and logistics,smart_mobility,US90353T1007,UBER TECHNOLOGIES INC,4,"Impulsa la adopción de soluciones de movilidad inteligente conectando a pasajeros con conductores a través de una plataforma tecnológica, ofreciendo servicios de transporte a demanda.","La conexión de Uber de consumidores con servicios de transporte, servicios de entrega y redes de transporte público destaca el papel de la empresa en la integración de diferentes soluciones de movilidad. La empresa utiliza su plataforma tecnológica para facilitar el movimiento y está desarrollando nuevas tecnologías diseñadas para resolver problemas cotidianos. Además, Uber está integrando servicios a través de asociaciones como la de OpenTable, que combina gastronomía, entrega y transporte, y se está expandiendo a mercados nuevos y menos densos, lo que indica un compromiso con la evolución de sus soluciones de movilidad.",365207014,USD,UBER,SMART,STK,True,"[{'name': 'uber-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/uber-FY24-10-K.html'}, {'name': 'uber-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uber-Q324-10-Q.html'}]",SMA
transportation and logistics,smart_mobility,JP3633400001,TOYOTA MOTOR CORP,5,"Desarrolla e integra tecnologías avanzadas para soluciones de transporte inteligentes, conectadas y sostenibles, que abarcan la conducción autónoma, los vehículos eléctricos y los servicios de movilidad.",,13905804,JPY,7203,SMART,STK,False,,SMA
transportation and logistics,smart_mobility,US37045V1008,GENERAL MOTORS CO,6,"Desarrolla y despliega vehículos eléctricos, tecnologías de conducción autónoma a través de su subsidiaria Cruise y servicios conectados para avanzar en soluciones de transporte y movilidad futuras.",,80986742,USD,GM,SMART,STK,True,,SMA
transportation and logistics,smart_mobility,US3453708600,FORD MOTOR CO,7,Desarrolla vehículos conectados y explora tecnologías de conducción autónoma y servicios de movilidad para transformar el transporte urbano.,,9599491,USD,F,SMART,STK,True,,SMA
transportation and logistics,smart_mobility,US02079K3059,ALPHABET INC-CL A,8,"Aprovecha sus avanzadas tecnologías de IA y mapeo para desarrollar soluciones de conducción autónoma, mejorar los servicios de navegación e integrar funciones inteligentes en los vehículos, dando forma así al futuro del transporte.",,208813719,USD,GOOGL,SMART,STK,True,,SMA
transportation and logistics,smart_mobility,JE00BTDN8H13,APTIV PLC,9,Desarrolla y proporciona tecnologías y soluciones críticas que son fundamentales para el avance y la implementación de iniciativas de movilidad inteligente.,"Aptiv demuestra un fuerte enfoque en la movilidad inteligente, enfatizando la entrega de soluciones de extremo a extremo para facilitar la transición a vehículos electrificados y definidos por software. Este compromiso se evidencia aún más en su trabajo para acelerar la comercialización de tecnologías de seguridad activa y conducción autónoma, así como en la mejora de la experiencia del usuario y los servicios conectados. El negocio de Aptiv está definido por software y conectado, lo que permite la transición a través de múltiples mercados finales, incluida la adjudicación de un ensamblaje de cables de alta velocidad para aplicaciones de Ethernet de un OEM global, lo que permite la transmisión de datos sin interrupciones para vehículos conectados.",748351585,USD,APTV,SMART,STK,True,"[{'name': 'aptv-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aptv-FY24-10-K.html'}, {'name': 'aptv-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aptv-Q225-10-Q.html'}, {'name': 'aptv-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aptv-Q324-10-Q.html'}]",SMA
transportation and logistics,smart_mobility,KR7005380001,HYUNDAI MOTOR CO,10,"Impulsa la innovación en soluciones de movilidad inteligente mediante el desarrollo de vehículos eléctricos avanzados, tecnologías de conducción autónoma y servicios integrados de movilidad futura.",,17382507,KRW,005380,KSE,STK,False,,SMA
transportation and logistics,smart_mobility,DE0005190003,BAYERISCHE MOTOREN WERKE AG,11,Desarrolla vehículos eléctricos y autónomos mientras integra servicios conectados para avanzar en soluciones de movilidad urbana inteligentes y sostenibles.,,14094,EUR,BMW,SMART,STK,False,,SMA
transportation and logistics,smart_mobility,US67066G1040,NVIDIA CORP,12,"Contribuye al avance de la conducción autónoma y los sistemas de vehículos inteligentes a través de sus plataformas informáticas especializadas y tecnologías de IA, permitiendo soluciones de transporte más seguras y eficientes.",,4815747,USD,NVDA,SMART,STK,True,,SMA
transportation and logistics,smart_mobility,US4581401001,INTEL CORP,13,"Proporciona soluciones informáticas y procesadores esenciales para la conducción autónoma, el infoentretenimiento en el vehículo y las tecnologías de coches conectados, contribuyendo a los sistemas de transporte inteligentes.",,270639,USD,INTC,SMART,STK,True,,SMA
transportation and logistics,smart_mobility,JP3672400003,NISSAN MOTOR CO LTD,14,Se enfoca en integrar tecnologías avanzadas en su línea de vehículos para mejorar los sistemas de transporte inteligentes y las soluciones de movilidad conectada.,,13905798,JPY,7201,SMART,STK,False,,SMA
transportation and logistics,smart_mobility,US18467V1098,CLEAR SECURE INC -CLASS A,15,"Facilita viajes seguros y eficientes a través de la verificación de identidad, contribuyendo a soluciones de movilidad inteligentes y optimizadas.",,499640678,USD,YOU,SMART,STK,True,,SMA
transportation and logistics,smart_mobility,US55087P1049,LYFT INC-A,16,Proporciona servicios de transporte compartido bajo demanda que contribuyen a la eficiencia del transporte urbano y a soluciones de movilidad alternativas.,"Lyft funciona como una plataforma de movilidad global, integrando viajes compartidos, taxis, vehículos de alquiler privado, uso compartido de automóviles, bicicletas y scooters en múltiples continentes. La aplicación Lyft conecta a pasajeros y conductores y, al mismo tiempo, admite soluciones de movilidad multimodal. La plataforma establecida de la empresa ofrece viajes y conexiones a diario, pero no hay una discusión explícita sobre tecnología digital avanzada o soluciones basadas en datos más allá de la simple solicitud de viajes.",359130923,USD,LYFT,SMART,STK,False,"[{'name': 'lyft-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lyft-FY24-10-K.html'}, {'name': 'lyft-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lyft-Q225-10-Q.html'}]",SMA
transportation and logistics,smart_mobility,KYG4124C1096,GRAB HOLDINGS LTD - CL A,17,"Proporciona una plataforma impulsada por la tecnología para el transporte a pedido y la logística de última milla, mejorando la conectividad urbana y la eficiencia dentro del ecosistema de movilidad inteligente.","El enfoque de Grab en la movilidad inteligente es evidente en sus estrategias para mejorar la conectividad del transporte a través de tecnologías innovadoras y servicios asequibles. La empresa está trabajando con los gobiernos para apoyar el turismo a través de soluciones de transporte y está reinvirtiendo en economías de escala para impulsar una mayor accesibilidad y aumentar el uso de la plataforma. Esto incluye la implementación de estrategias para aumentar la frecuencia de uso en Movilidad y el aprovechamiento de tecnologías adaptativas automáticas para gestionar servicios en ciudades más pequeñas. Además, las soluciones de movilidad de Grab se ven mejoradas por iniciativas de asequibilidad como los viajes de transporte Saver, lo que demuestra un compromiso con la mejora de la conectividad del transporte y la experiencia del usuario.",530319709,USD,GRAB,SMART,STK,False,,SMA
transportation and logistics,smart_mobility,US76954A1034,RIVIAN AUTOMOTIVE INC-A,18,"Desarrolla vehículos de aventura eléctricos y furgonetas comerciales, contribuyendo al avance de soluciones de transporte sostenible dentro del ecosistema de movilidad inteligente.",,525768800,USD,RIVN,SMART,STK,False,,SMA
transportation and logistics,smart_mobility,FR0000131906,RENAULT SA,19,"Se enfoca en el desarrollo de nuevas soluciones y servicios de movilidad, incluyendo vehículos eléctricos y tecnologías de coches conectados, para mejorar el transporte urbano y la experiencia del usuario.",,29612183,EUR,RNO,SMART,STK,False,,SMA
transportation and logistics,smart_mobility,US5494982029,LUCID GROUP INC,20,Desarrolla vehículos eléctricos avanzados que incorporan tecnología innovadora para mejorar las soluciones de transporte sostenible e inteligente.,,810758322,USD,LCID,SMART,STK,False,,SMA
