symbol,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
BSM,MI6,unclassified,mining_rights,US09225M1018,BLACK STONE MINERALS LP,1,"Su negocio principal se centra en la propiedad y gestión de derechos mineros, lo que la convierte en una entidad principal dentro de este sector.","El compromiso de la empresa con el tema de Derechos Mineros es significativo, como lo demuestra su posición como uno de los mayores propietarios y administradores de intereses mineros de petróleo y gas natural en los Estados Unidos. Su negocio principal se centra en maximizar el valor de sus activos mineros y de regalías a través de una gestión activa, con intereses ubicados en 41 estados, incluidas las principales cuencas de producción terrestre. Esto se demuestra además por las adquisiciones continuas de intereses mineros y de regalías por parte de la empresa, con $31 millones adquiridos durante el trimestre y un total de aproximadamente $172 millones desde septiembre del año anterior.","[{'name': 'bsm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bsm-Q125-10-Q.html'}, {'name': 'bsm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bsm-Q225-10-Q.html'}, {'name': 'bsm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bsm-FY24-10-K.html'}]",192496059,USD,SMART,STK
RIO,MI6,unclassified,mining_rights,GB0007188757,RIO TINTO PLC,2,"Posee y gestiona una importante cartera de derechos minerales en todo el mundo, que son esenciales para su extracción y producción a gran escala de diversas materias primas críticas.",,,2852762,GBP,SMART,STK
VNOM,MI6,unclassified,mining_rights,US64361Q1013,VIPER ENERGY INC-CL A,3,"Opera adquiriendo y poseyendo participaciones minerales y de regalías, formando la base de activos principal que impulsa su desempeño financiero y participación estratégica en el desarrollo de recursos.","El negocio de Viper Energy se centra en la propiedad y adquisición de intereses minerales y de regalías en propiedades de petróleo y gas natural, principalmente en la Cuenca Pérmica. Esto se demuestra a través de su adquisición de Sitio Royalties, que agregó una escala sustancial y profundidad de inventario, y su enfoque en la adquisición de activos en posiciones de acreage operadas por grandes operadores. Viper Energy también es un consolidador en el espacio de minerales y regalías, participando activamente en fusiones y adquisiciones para expandir sus tenencias de derechos minerales y centrándose en áreas con alto interés de ingresos netos.","[{'name': 'vnom-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vnom-Q225-10-Q.html'}]",808305869,USD,SMART,STK
BHP,MI6,unclassified,mining_rights,AU000000BHP4,BHP GROUP LTD,4,"Implica la obtención, gestión y aprovechamiento de amplios derechos mineros a nivel mundial, que son fundamentales para su diversa cartera de proyectos de minería y desarrollo de recursos.",,,4036812,AUD,SMART,STK
TPL,MI6,unclassified,mining_rights,US88262P1021,TEXAS PACIFIC LAND CORP,5,"Gestiona y obtiene ingresos significativos de su extensa cartera de derechos minerales, principalmente a través de regalías de petróleo y gas y acuerdos de uso de superficie en sus vastas propiedades.","El enfoque de TPL en los derechos minerales se ve subrayado por la adquisición de más de 400 millones de dólares en activos minerales, de regalías, de agua y de superficie de alta calidad en Permian, que están destinados a proporcionar palancas de crecimiento adicionales para la empresa. Esta importante inversión en activos minerales de Permian resalta el compromiso de la empresa de expandir y aprovechar sus derechos minerales. Sin embargo, el posicionamiento de la empresa en derechos minerales no es único, lo que sugiere que se beneficia indirectamente de estos activos.",,463654490,USD,SMART,STK
AAL,MI6,unclassified,mining_rights,GB00BTK05J60,ANGLO AMERICAN PLC,6,"Se basa en amplios derechos mineros para llevar a cabo sus operaciones mineras globales, asegurando el acceso a valiosos recursos para la extracción y producción.",,,788708135,GBP,SMART,STK
KRP,MI6,unclassified,mining_rights,US49435R1023,KIMBELL ROYALTY PARTNERS LP,7,"Se enfoca en la adquisición y gestión de intereses minerales y de regalías, contribuyendo directamente a la propiedad y monetización de recursos del subsuelo en diversas cuencas.","El negocio de Kimbell Royalty Partners se centra en la propiedad y adquisición de intereses minerales y de regalías en propiedades de petróleo y gas natural en todo Estados Unidos. El enfoque de la empresa en los derechos minerales es evidente en su papel como consolidado líder en el sector de regalías de petróleo y gas natural de EE. UU. y su propiedad de una superficie significativa. Esto se demuestra aún más por la propiedad de la empresa de un activo de regalías adquirido en 2006 que recientemente permitió 17 pozos adicionales en el condado de Martin, Texas, y ha generado ganancias múltiples veces su inversión original.","[{'name': 'krp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/krp-Q225-10-Q.html'}, {'name': 'krp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/krp-FY24-10-K.html'}]",264485689,USD,SMART,STK
VALE3,MI6,unclassified,mining_rights,BRVALEACNOR0,VALE SA,8,"Se basa en la adquisición, exploración y desarrollo de vastos derechos minerales, formando la base de sus actividades globales de minería y extracción de recursos.",,,52289812,BRL,B3,STK
NRP,MI6,unclassified,mining_rights,US63900P6088,NATURAL RESOURCE PARTNERS LP,9,"Gestiona y posee extensos derechos minerales, desempeñando un papel crucial en el desarrollo y utilización de recursos naturales.","El negocio principal de NRP gira en torno a la propiedad, gestión y arrendamiento de una cartera diversa de propiedades mineras en los Estados Unidos, que abarca aproximadamente 13 millones de acres de intereses mineros y derechos del subsuelo. Este segmento de Derechos Mineros es un importante motor de ingresos, generando 44 millones de dólares en flujo de caja libre en el primer trimestre de 2025 y 40 millones de dólares de ingresos netos con 46 millones de dólares de flujo de caja operativo y libre en el segundo trimestre de 2025. La empresa se beneficia de precios de venta de minerales más altos sin soportar la carga del mayor costo de producción de los operadores, y su vasta huella de propiedad brinda oportunidades de flujo de caja neutro en carbono con una inversión de capital mínima.","[{'name': 'nrp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nrp-Q225-10-Q.html'}, {'name': 'nrp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/nrp-FY24-10-K.html'}]",221646041,USD,SMART,STK
RGLD,MI6,unclassified,mining_rights,US7802871084,ROYAL GOLD INC,10,"Se enfoca en adquirir y administrar intereses de regalías y flujos en propiedades minerales, proporcionando capital a los operadores mineros a cambio de derechos sobre la producción futura.","El negocio de Royal Gold se centra en la adquisición y gestión de flujos y regalías de metales preciosos, que son participaciones no operativas en proyectos mineros. Estas regalías otorgan el derecho a los ingresos o metales producidos en dichos proyectos. La empresa busca activamente expandir su cartera mediante la creación o adquisición de nuevas o existentes participaciones de flujos o regalías, poseyendo participaciones de regalías en numerosas propiedades en fase de producción, desarrollo y exploración. Esta estrategia se apoya en inversiones significativas, como las adquisiciones de la regalía del Proyecto Cactus por 55 millones de dólares y las Regalías de Back River por 51 millones de dólares.","[{'name': 'rgld-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rgld-FY24-10-K.html'}, {'name': 'rgld-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rgld-Q225-10-Q.html'}]",4817403,USD,SMART,STK
FCX,MI6,unclassified,mining_rights,US35671D8570,FREEPORT-MCMORAN INC,11,"Se centra en la exploración, adquisición y desarrollo de importantes propiedades minerales, sustentando su negocio principal en la producción de cobre, oro y molibdeno.",,,7089,USD,SMART,STK
FANG,MI6,unclassified,mining_rights,US25278X1090,DIAMONDBACK ENERGY INC,12,Se enfoca en la adquisición y desarrollo de derechos minerales para facilitar sus operaciones de exploración y producción de petróleo y gas natural.,"La compañía demuestra su compromiso con los derechos mineros a través de su subsidiaria que cotiza en bolsa, Viper, dedicada a poseer y adquirir intereses mineros y de regalías, principalmente en la Cuenca Pérmica, generando ingresos por regalías y bonos de arrendamiento. Esto se evidencia además en la desinversión de intereses mineros y de regalías en poder de las Subsidiarias Endeavor, que representan miles de acres netos de regalías. En una transacción, la compañía desinvirtió las Subsidiarias Endeavor a Viper y Viper LLC a cambio de efectivo y la emisión de unidades de Viper LLC y acciones de clase B de acciones comunes de Viper.","[{'name': 'fang-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fang-Q125-10-Q.html'}, {'name': 'fang-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fang-Q225-10-Q.html'}]",115441080,USD,SMART,STK
COP,MI6,unclassified,mining_rights,US20825C1045,CONOCOPHILLIPS,13,Aprovecha la adquisición y gestión de derechos minerales para asegurar el acceso a reservas de hidrocarburos para sus actividades de exploración y producción.,,,10885,USD,SMART,STK
EOG,MI6,unclassified,mining_rights,US26875P1012,EOG RESOURCES INC,14,Se basa en la adquisición estratégica y la gestión eficaz de los derechos sobre minerales para facilitar su negocio principal de exploración y producción de petróleo crudo y gas natural.,,,6890,USD,SMART,STK
NOG,MI6,unclassified,mining_rights,US6655313079,NORTHERN OIL AND GAS INC,15,"Se enfoca en la adquisición y gestión de intereses minerales y de regalías, contribuyendo al desarrollo y monetización de activos de recursos naturales.","La participación de la compañía en el tema de los derechos minerales es evidente en su estrategia comercial principal, que implica principalmente la inversión en intereses de trabajo y minerales minoritarios no operados en propiedades de petróleo y gas. Esta estrategia incluye un enfoque en posiciones de acreage y oportunidades de juego terrestre, particularmente la adquisición y desarrollo de derechos minerales. La compañía también se enfoca en intercambios de acreage, farm-outs y esfuerzos de arrendamiento, con un énfasis particular en tomar posiciones a largo plazo en acreage no desarrollado, especialmente en áreas como la Cuenca Uinta.","[{'name': 'nog-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nog-Q324-10-Q.html'}]",443378898,USD,SMART,STK
DMLP,MI6,unclassified,mining_rights,US25820R1059,DORCHESTER MINERALS LP,16,"Se especializa en la propiedad y gestión de intereses minerales y de regalías, proporcionando una base para las actividades de exploración y producción de petróleo y gas.","La empresa muestra un fuerte compromiso con el tema de los Derechos Mineros, principalmente a través de su negocio principal de adquisición, propiedad y administración de Propiedades de Regalías, que incluyen derechos mineros. Esto se evidencia en la propiedad de la empresa de intereses mineros, de regalías, de regalías accesorias, de beneficios netos y de arrendamiento, tanto productivos como no productivos, en 594 condados y parroquias de 28 estados. Además, la empresa adquiere activamente intereses mineros, de regalías y de regalías accesorias en propiedades de petróleo y gas natural, incluidas adquisiciones significativas de acres netos de minerales en Nuevo México, Texas y Colorado.","[{'name': 'dmlp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dmlp-FY24-10-K.html'}, {'name': 'dmlp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dmlp-Q225-10-Q.html'}, {'name': 'dmlp-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dmlp-Q125-10-Q.html'}]",17061154,USD,SMART,STK
VMC,MI6,unclassified,mining_rights,US9291601097,VULCAN MATERIALS CO,17,"Asegura el acceso a valiosos depósitos minerales a través de la propiedad y gestión de derechos mineros, fundamentales para sus operaciones centrales en la producción de áridos para la construcción.",,,13515,USD,SMART,STK
UEC,MI6,unclassified,mining_rights,US9168961038,URANIUM ENERGY CORP,18,"Asegura y gestiona derechos minerales para depósitos de uranio, permitiendo la exploración, desarrollo y extracción de este recurso energético crítico.","La empresa mantiene exposición al tema de Derechos Mineros a través de su propiedad de derechos mineros adquiridos mediante acuerdos de staking, compra, arrendamiento u opción. Estos derechos mineros se encuentran en varios estados, incluidos Arizona, Nuevo México, Texas y Wyoming, así como en Canadá y Paraguay. Si bien la empresa declara explícitamente la propiedad, la falta de detalles específicos sobre la escala o la importancia estratégica de estas tenencias sugiere una asignación moderada de recursos. Se mencionan los derechos mineros de la empresa, pero no hay ninguna afirmación de tecnología patentada o derechos exclusivos relacionados con estas tenencias.","[{'name': 'uec-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uec-Q325-10-Q.html'}]",37451201,USD,SMART,STK
ARLP,MI6,unclassified,mining_rights,US01877R1086,ALLIANCE RESOURCE PARTNERS,19,"Implica la adquisición, propiedad y gestión de derechos para extraer recursos valiosos de la tierra, contribuyendo a los activos operativos y flujos de ingresos de la empresa.",,,6857418,USD,SMART,STK
TALO,MI6,unclassified,mining_rights,US87484T1088,TALOS ENERGY INC,20,Asegura y gestiona derechos minerales para la exploración y producción de recursos de petróleo y gas natural.,"La participación de Talos en derechos minerales se demuestra por su aumento del interés operativo en el proyecto Monument, pasando del 21,4% a casi el 29,8%. Este proyecto en el Golfo anticipa su primer pozo a finales del cuarto trimestre de este año, con una producción inicial esperada a finales de 2026.",,316544447,USD,SMART,STK
CIVI,MI6,unclassified,mining_rights,US17888H1032,CIVITAS RESOURCES INC,21,Se basa en los derechos mineros para sus operaciones.,,,522147444,USD,SMART,STK
IE,MI6,unclassified,mining_rights,US46578C1080,IVANHOE ELECTRIC INC / US,22,"Participa en la exploración y desarrollo de minerales, basándose directamente en la adquisición y gestión de derechos mineros para asegurar y explotar recursos valiosos.",,,569570281,USD,SMART,STK
HCC,MI6,unclassified,mining_rights,US93627C1018,WARRIOR MET COAL INC,23,Asegura y gestiona los derechos minerales cruciales para acceder y extraer sus reservas de carbón metalúrgico.,"Las operaciones de HCC están significativamente ligadas a los derechos minerales, ya que una parte sustancial del carbón que extrae proviene de reservas arrendadas a terceros propietarios de tierras. Estos arrendamientos otorgan a HCC derechos de minería a cambio de pagos de regalías, estructurados como una cantidad fija por tonelada o un porcentaje del precio de venta. Además, HCC genera ingresos por regalías de las propiedades arrendadas y también obtiene ingresos auxiliares de la venta de gas natural extraído como subproducto de las minas de carbón subterráneas.",,272561931,USD,SMART,STK
