type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable
technology,machine_learning,US67066G1040,NVIDIA CORP,1,"Proporciona plataformas esenciales de hardware y software de GPU que aceleran el desarrollo, entrenamiento y despliegue de modelos de aprendizaje automático en diversas industrias.","La participación de NVIDIA en el Machine Learning es evidente en sus avances tecnológicos y contribuciones al campo. El crecimiento de los ingresos de la compañía se ve impulsado significativamente por plataformas de computación y redes para centros de datos diseñadas para la computación acelerada y soluciones de IA, en particular la plataforma de computación GPU Hopper, que admite el entrenamiento e inferencia de modelos de lenguaje grandes, motores de recomendación y aplicaciones de IA generativa. NVIDIA ha aprovechado su arquitectura de GPU para crear plataformas para IA, ciencia de datos, vehículos autónomos y robótica. Los procesadores H200 y Blackwell B200 de NVIDIA destacaron en los resultados de MLPerf para inferencia.","[{'name': 'nvda-Q126-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nvda-Q126-10-Q.html'}, {'name': 'nvda-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nvda-Q225-10-Q.html'}, {'name': 'nvda-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nvda-Q325-10-Q.html'}, {'name': 'nvda-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/nvda-FY25-10-K.html'}]",4815747,USD,NVDA,SMART,STK,True
technology,machine_learning,US02079K3059,ALPHABET INC-CL A,2,"Aprovecha el aprendizaje automático de forma extensiva en su diverso ecosistema de productos para mejorar la funcionalidad, personalizar las experiencias del usuario e impulsar la innovación en tecnologías de inteligencia artificial.",,,208813719,USD,GOOGL,SMART,STK,True
technology,machine_learning,US5949181045,MICROSOFT CORP,3,"Impulsa el avance y la adopción del aprendizaje automático a través de sus extensas plataformas basadas en la nube, servicios integrados de IA e innovación continua en aplicaciones inteligentes.",,,272093,USD,MSFT,SMART,STK,True
technology,machine_learning,US30303M1027,META PLATFORMS INC-CLASS A,4,"Aprovecha el aprendizaje automático de forma extensiva para mejorar sus plataformas de redes sociales, potenciar sistemas de recomendación, avanzar en la investigación de IA y desarrollar futuras tecnologías como el metaverso.","La participación de Meta en el Aprendizaje Automático es evidente en sus operaciones comerciales principales, particularmente en la mejora de la publicidad, la recomendación de contenido y la integridad de la plataforma. La compañía utiliza modelos de aprendizaje automático para calcular las Personas Activas Diarias (DAP) y está viendo resultados prometedores del uso de Modelos de Lenguaje Grandes (LLM) en los sistemas de recomendación de Threads, con planes de expandir su uso a otras aplicaciones. Los avances en los sistemas de recomendación han llevado a un mayor compromiso de los usuarios en Facebook e Instagram, mientras que los modelos impulsados por IA impulsan las conversiones de anuncios. Además, Meta está innovando en las etapas de recuperación y clasificación de anuncios, utilizando arquitecturas de modelos como Andromeda y el sistema de recomendación de anuncios generativos (GEM) para servir anuncios más relevantes.","[{'name': 'meta-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/meta-Q324-10-Q.html'}]",107113386,USD,META,SMART,STK,True
technology,machine_learning,US68389X1054,ORACLE CORP,5,"Proporciona infraestructura en la nube y servicios de bases de datos críticos para el desarrollo y la implementación de aprendizaje automático, integrando capacidades de ML en sus aplicaciones empresariales.","El compromiso de Oracle con el Aprendizaje Automático es evidente a través de sus iniciativas en entrenamiento de modelos de IA, inferencia de IA y el desarrollo de aplicaciones impulsadas por IA. La empresa está vectorizando datos para que sean comprendidos por modelos de IA y enlazando bases de datos a LLMs, lo que indica un enfoque estratégico en el aprovechamiento de las tecnologías de IA. Además, los generadores de aplicaciones de IA de Oracle, que crean agentes de IA y los integran con flujos de trabajo, demuestran la aplicación práctica del aprendizaje automático dentro de su ecosistema. Lawrence Ellison también destacó el uso extensivo de la inferencia de IA en varios sectores, incluidas fábricas robóticas, diseño de fármacos y mercados financieros, lo que subraya el compromiso de la empresa de integrar la IA en diversas aplicaciones.",,272800,USD,ORCL,SMART,STK,True
technology,machine_learning,US0231351067,AMAZON.COM INC,6,"Aprovecha y proporciona amplias capacidades de aprendizaje automático en sus servicios en la nube de AWS, operaciones internas e innovaciones de productos, avanzando significativamente en la adopción y el desarrollo de tecnologías de IA.",,,3691937,USD,AMZN,SMART,STK,True
technology,machine_learning,US6974351057,PALO ALTO NETWORKS INC,7,"Aprovecha el aprendizaje automático de forma extensiva para potenciar sus avanzadas plataformas de ciberseguridad, mejorando la detección de amenazas, la prevención y las respuestas automatizadas en entornos de nube, red y punto final.","Palo Alto Networks integra el aprendizaje automático en su plataforma de seguridad de red, particularmente a través de sus Firewalls de Próxima Generación impulsados por ML, que son un componente de sus soluciones de confianza cero. La empresa enfatiza que la IA es clave para la automatización, ayudando en el análisis y la remediación de grandes volúmenes de datos en tiempo casi real. El aprendizaje automático también se utiliza para mejorar las operaciones de seguridad y mejorar las capacidades de detección de ataques, contribuyendo a la efectividad general de sus ofertas de seguridad en la nube.","[{'name': 'panw-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/panw-Q125-10-Q.html'}]",110619459,USD,PANW,SMART,STK,True
technology,machine_learning,US00724F1012,ADOBE INC,8,"Aprovecha el aprendizaje automático para potenciar funciones avanzadas en sus plataformas de diseño, video y marketing, mejorando la productividad del usuario y ofreciendo experiencias digitales personalizadas.","El compromiso de Adobe con el aprendizaje automático es evidente a través de la integración de su marco 'Sensei' en las ofertas de Creative Cloud y Document Cloud, mejorando funcionalidades como la edición automática de fotos, el procesamiento del lenguaje natural y el etiquetado de documentos. El aprendizaje automático es un componente de la estrategia de IA de Adobe, como lo demuestra Sensei. La empresa aprovecha el aprendizaje automático para mejorar su Creative Cloud, integrándolo con IA para proporcionar servicios como almacenamiento de archivos, sincronización entre dispositivos y acceso a funciones sociales y comunitarias.","[{'name': 'adbe-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/adbe-FY24-10-K.html'}]",265768,USD,ADBE,SMART,STK,True
technology,machine_learning,DE0007164600,SAP SE,9,"Integra capacidades de aprendizaje automático en su conjunto integral de soluciones de software empresarial, lo que permite una mayor automatización, análisis predictivos y toma de decisiones inteligente para empresas de todo el mundo.",,,14204,EUR,SAP,SMART,STK,False
technology,machine_learning,US98423F1093,XOMETRY INC-A,10,Impulsa avances y contribuciones significativas en el dominio del aprendizaje automático.,,,499640675,USD,XMTR,SMART,STK,False
