symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
NEE,EU,WIN,energy and utilities,wind_energy,US65339F1012,NEXTERA ENERGY INC,1,"Es un desarrollador y operador líder de proyectos de energía eólica, contribuyendo significativamente a la expansión de la capacidad de energía renovable y la generación de energía sostenible.","NextEra Energy Resources (NEER) demuestra una fuerte conexión con la industria de la energía eólica, principalmente debido a su posición como el mayor generador de energía renovable del mundo a partir del viento y el sol. Esto está respaldado aún más por las inversiones de NEER en nuevas instalaciones de generación eólica y la inclusión de Créditos Fiscales a la Producción (PTC) y Créditos Fiscales a la Inversión (ITC) de proyectos eólicos en sus ganancias. El compromiso de la empresa también es evidente en su abastecimiento de turbinas eólicas de EE. UU., con fabricación en Florida, y su adición de aproximadamente 1.365 MW de nueva capacidad de generación eólica en 2024.","[{'name': 'nee-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nee-Q225-10-Q.html'}, {'name': 'nee-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nee-Q324-10-Q.html'}, {'name': 'nee-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nee-Q125-10-Q.html'}, {'name': 'nee-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/nee-FY24-10-K.html'}]",75960201,USD,SMART,STK
GEV,EU,WIN,energy and utilities,wind_energy,US36828A1016,GE VERNOVA INC,2,"Desarrolla y suministra turbinas eólicas y servicios relacionados, desempeñando un papel crucial en la expansión global de la generación de energía eólica.","El compromiso de GE Vernova con la energía eólica es evidente a través de su segmento dedicado a la Eólica, que se centra tanto en turbinas eólicas y palas en tierra como en alta mar. La empresa simplifica su oferta de productos, enfatizando productos robustos como las unidades mar adentro Haliade-X de 220 m y varias unidades en tierra, que representan aproximadamente el 70% del RPO de equipos en Eólica Terrestre y Marina. Los ingresos del segmento Eólica contribuyen significativamente al total, con $4.095 millones para los seis meses finalizados el 30 de junio de 2025, y la empresa trabaja activamente para mejorar el rendimiento de la flota y abordar desafíos como los retrasos en los permisos y los impactos arancelarios.","[{'name': 'gev-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gev-Q225-10-Q.html'}, {'name': 'gev-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gev-Q125-10-Q.html'}, {'name': 'gev-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gev-Q324-10-Q.html'}]",691984365,USD,SMART,STK
VWS,EU,WIN,energy and utilities,wind_energy,DK0061539921,VESTAS WIND SYSTEMS A/S,3,"Desarrolla, fabrica, instala y da servicio a turbinas eólicas a nivel mundial, contribuyendo significativamente a la expansión y operación de la generación de energía eólica.",,,481449559,DKK,SMART,STK
ORSTED,EU,WIN,energy and utilities,wind_energy,DK0060094928,ORSTED A/S,4,"Es un desarrollador, constructor y operador líder a nivel mundial de proyectos de energía eólica, contribuyendo significativamente a la expansión y el despliegue de infraestructura de generación de energía renovable.",,,242060078,DKK,SMART,STK
BEPC,EU,WIN,energy and utilities,wind_energy,CA11285B1085,BROOKFIELD RENEWABLE CORP,5,"Opera y desarrolla una cartera sustancial de activos de energía eólica, contribuyendo a la generación y expansión de energía renovable.","La energía eólica es importante para la empresa, ya que considera que las tecnologías renovables como la eólica terrestre, la solar y las baterías son fundamentales para satisfacer las demandas de energía debido a su bajo costo, sus capacidades de implementación rápida y sus cadenas de suministro maduras. Las operaciones de la empresa incluyen proyectos de energía eólica, en particular eólica terrestre, con una parte importante de su cartera ubicada en América del Norte. La empresa también tiene una exposición mínima a tierras federales en los Estados Unidos, donde las órdenes ejecutivas se centran en gran medida en la eólica marina y los permisos federales para la eólica terrestre.",,751356955,CAD,SMART,STK
ACA,EU,WIN,energy and utilities,wind_energy,US0396531008,ARCOSA INC,6,Suministra infraestructura y componentes esenciales que respaldan el desarrollo y la operación de proyectos de energía eólica.,"El compromiso de Arcosa con el sector de la energía eólica es evidente a través de sus operaciones de fabricación de torres eólicas, especialmente destacadas por la planta totalmente operativa en Belen, Nuevo México, que aumenta los márgenes y contribuye al crecimiento de los ingresos. El negocio de torres eólicas de la empresa está experimentando una recuperación del mercado, impulsada por la Ley de Reducción de la Inflación, que ha generado más de 1.100 millones de dólares en nuevos pedidos para entrega hasta 2028. Con una importante cartera de pedidos de torres eólicas hasta 2028 y un compromiso continuo con los clientes de turbinas eólicas, Arcosa anticipa una demanda sostenida y considera su negocio de torres eólicas como una empresa viable y rentable.","[{'name': 'aca-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aca-Q324-10-Q.html'}, {'name': 'aca-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aca-FY24-10-K.html'}]",336517320,USD,SMART,STK
CWEN,EU,WIN,energy and utilities,wind_energy,US18539C2044,CLEARWAY ENERGY INC-C,7,"Opera y desarrolla una importante cartera de activos de generación de energía eólica, contribuyendo sustancialmente a la expansión de la capacidad de energía renovable.","Clearway Energy demuestra un compromiso sustancial con la Energía Eólica, respaldado por su cartera que comprende aproximadamente 9,2 GW de capacidad eólica. Esto se ve aún más resaltado por las adquisiciones estratégicas de la empresa, como la instalación eólica de Tuolumne, y su propiedad y operación de numerosas instalaciones de energía eólica, incluidas Alta I-XI, Black Rock y muchas otras. El enfoque de Clearway en las inversiones en energía limpia y su búsqueda activa de adquisiciones para expandir su cartera de energía eólica subrayan la importancia de este sector para la empresa.","[{'name': 'cwen-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cwen-Q225-10-Q.html'}, {'name': 'cwen-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cwen-Q125-10-Q.html'}]",332126693,USD,SMART,STK
GE,EU,WIN,energy and utilities,wind_energy,US3696043013,GENERAL ELECTRIC,8,"Desarrolla y fabrica turbinas eólicas, proporcionando tecnología y servicios esenciales que contribuyen a la expansión global de la generación de energía eólica.",,,498843743,USD,SMART,STK
AES,EU,WIN,energy and utilities,wind_energy,US00130H1059,AES CORP,9,"Se centra en el desarrollo y la operación de instalaciones de energía eólica, contribuyendo a la generación de energía renovable.","AES demuestra su compromiso con la Energía Eólica a través de su SBU de Renovables, que incluye instalaciones de generación eólica, solar, almacenamiento de energía e hidroeléctrica. AES completó la construcción o adquisición de 3,5 GW de energías renovables y almacenamiento de energía, y firmó PPA a largo plazo por 5,6 GW adicionales de nueva energía renovable. La empresa fue pionera en el apoyo a la fabricación estadounidense para asegurar componentes eólicos y anticipa beneficios de la IRA, que incluye créditos fiscales para proyectos eólicos terrestres y marinos.","[{'name': 'aes-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aes-Q225-10-Q.html'}, {'name': 'aes-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aes-Q324-10-Q.html'}, {'name': 'aes-FY23-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aes-FY23-10-K.html'}]",2560358,USD,SMART,STK
ALE,EU,WIN,energy and utilities,wind_energy,US0185223007,ALLETE INC,10,"Se centra en inversiones y operaciones significativas dentro del sector de la energía eólica, contribuyendo a la generación de energía renovable y la integración a la red.","El compromiso de ALLETE con la energía eólica es evidente a través de su subsidiaria, ALLETE Clean Energy, que posee, opera o ha desarrollado más de 1.600 MW de generación de energía eólica en varios estados, con una mayoría contratada bajo acuerdos de compra de energía (PSA). Además, ALLETE Clean Energy se enfoca en desarrollar, adquirir y operar proyectos de energía limpia y renovable. Minnesota Power también está aumentando sus recursos de energía eólica, emitiendo una Solicitud de Propuestas (RFP) para hasta 400 MW de energía eólica y apuntando a aumentar significativamente su cartera eólica.","[{'name': 'ale-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ale-Q125-10-Q.html'}, {'name': 'ale-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ale-Q324-10-Q.html'}, {'name': 'ale-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ale-Q225-10-Q.html'}, {'name': 'ale-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ale-FY24-10-K.html'}]",30839976,USD,VALUE,STK
PWR,EU,WIN,energy and utilities,wind_energy,US74762E1029,QUANTA SERVICES INC,11,Proporciona infraestructura esencial y servicios especializados para la construcción y operación continua de instalaciones de generación de energía eólica.,"El compromiso de Quanta Services con la energía eólica es evidente a través de su segmento de Energía Renovable, donde la rentabilidad de la energía eólica impulsa la demanda. La empresa participa en proyectos eólicos terrestres y considera la energía eólica, junto con la solar y las baterías, como parte de la solución energética de menor costo para los consumidores. Si bien la energía eólica no se destaca como un pilar estratégico de alto nivel, se considera fungible con la energía solar dentro de las operaciones de la empresa.","[{'name': 'pwr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pwr-Q125-10-Q.html'}, {'name': 'pwr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pwr-Q225-10-Q.html'}, {'name': 'pwr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pwr-FY24-10-K.html'}]",6608432,USD,SMART,STK
XEL,EU,WIN,energy and utilities,wind_energy,US98389B1008,XCEL ENERGY INC,12,"Contribuye significativamente al sector de la energía eólica a través de amplias capacidades de generación y distribución, impulsando la expansión de la energía renovable.","Xcel Energy demuestra un compromiso significativo con la energía eólica a través de diversas iniciativas e inversiones. El plan de generación de la empresa incorpora una capacidad sustancial de energía eólica, que incluye 1.300 megavatios en su cartera y 2.800 megavatios adicionales de energía eólica de propiedad de la empresa destinados a la línea de transmisión Minnesota Energy Connection. Además, la Comisión de Servicios Públicos de Minnesota (MPUC) ha aprobado la adición de 3.200 MW de capacidad eólica que se agregarán hasta 2030, y gran parte de los acuerdos de compra de energía a largo plazo de Public Service Company of Colorado (PSCo) son para recursos eólicos, solares y de almacenamiento, lo que destaca el enfoque de la empresa en la energía eólica como un componente clave de su estrategia de energía renovable.","[{'name': 'xel-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/xel-Q125-10-Q.html'}, {'name': 'xel-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/xel-Q324-10-Q.html'}, {'name': 'xel-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/xel-Q225-10-Q.html'}, {'name': 'xel-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/xel-FY24-10-K.html'}]",10517,USD,SMART,STK
ENEL,EU,WIN,energy and utilities,wind_energy,IT0003128367,ENEL SPA,13,"Desarrolla y opera una cartera sustancial de plantas de energía eólica a nivel mundial, contribuyendo significativamente a la generación de electricidad renovable.",,,29816333,EUR,SMART,STK
HASI,EU,WIN,energy and utilities,wind_energy,US41068X1000,HA SUSTAINABLE INFRASTRUCTUR,14,"Apoya el desarrollo y despliegue de proyectos de energía eólica a través de inversiones de capital, contribuyendo a la expansión de la infraestructura sostenible.","La participación de Hannon Armstrong en la energía eólica es evidente a través de sus inversiones en activos conectados a la red, que incluyen proyectos eólicos a escala de servicios públicos, lo que constituye una parte sustancial de su cartera. La empresa destaca la energía eólica como una fuente de electricidad de bajo costo, enfatizando su importancia en la minimización de la inflación energética. Además, Hannon Armstrong está viendo resurgir oportunidades eólicas en su cartera, particularmente en proyectos terrestres, lo que indica un renovado interés y potencial de crecimiento en este sector.","[{'name': 'hasi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q125-10-Q.html'}, {'name': 'hasi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q324-10-Q.html'}, {'name': 'hasi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hasi-Q225-10-Q.html'}, {'name': 'hasi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hasi-FY24-10-K.html'}]",125815462,USD,SMART,STK
TKR,EU,WIN,energy and utilities,wind_energy,US8873891043,TIMKEN CO,15,Proporciona componentes esenciales y soluciones de ingeniería que respaldan la infraestructura y las operaciones del sector de la energía eólica.,"La participación de Timken en la energía eólica es evidente a través de su segmento de Rodamientos de Ingeniería, que atiende a la industria de la energía eólica. La empresa experimentó un crecimiento en Asia impulsado por la energía eólica, particularmente en China, donde hubo una mejora significativa en la demanda de energía renovable. Si bien la empresa anticipa un crecimiento de un solo dígito medio en energía renovable y ve la energía eólica de manera positiva para el crecimiento a largo plazo con potencial de posventa, también reconoce una recuperación en los mercados de energía renovable y eólica.","[{'name': 'tkr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tkr-Q125-10-Q.html'}, {'name': 'tkr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tkr-FY24-10-K.html'}]",12826,USD,SMART,STK
NDX1,EU,WIN,energy and utilities,wind_energy,DE000A0D6554,NORDEX SE,16,"Desarrolla, fabrica e instala turbinas eólicas terrestres, contribuyendo a la expansión de la generación de energía renovable a nivel mundial.",,,34029401,EUR,SMART,STK
LNT,EU,WIN,energy and utilities,wind_energy,US0188021085,ALLIANT ENERGY CORP,17,"Invierte y opera instalaciones de energía eólica para generar electricidad, contribuyendo a un suministro de energía diversificado y sostenible.","Alliant Energy demuestra un enfoque significativo en la energía eólica a través de varias iniciativas. La compañía tiene la intención de agregar aproximadamente 1.200 MW de nueva generación eólica y está renovando activamente parques eólicos existentes, con planes de renovar aproximadamente entre 500 y 600 MW. Este compromiso está respaldado además por la construcción de Bent Tree North EGU, un parque eólico de 153 MW, y la búsqueda de principios de fijación de tarifas para hasta 1.000 MW de nueva generación eólica en Iowa, junto con el aprovechamiento de la Ley de Reducción de la Inflación para mejorar los beneficios fiscales de los proyectos eólicos. Además, la flota existente de 1,8 gigavatios de generación eólica de Alliant Energy, complementada con recientes inversiones en energía solar, subraya su posición en energías renovables reguladas y de propiedad.","[{'name': 'lnt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lnt-Q324-10-Q.html'}, {'name': 'lnt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lnt-Q125-10-Q.html'}, {'name': 'lnt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lnt-Q225-10-Q.html'}, {'name': 'lnt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lnt-FY24-10-K.html'}]",5026984,USD,SMART,STK
RNW,EU,WIN,energy and utilities,wind_energy,GB00BNQMPN80,RENEW ENERGY GLOBAL PLC-A,18,"Desarrolla y opera proyectos de energía eólica, contribuyendo a la generación de energía renovable y a la descarbonización de la red.","La participación de ReNew Energy en la energía eólica se demuestra a través de la puesta en marcha de 50 megavatios de capacidad eólica este año y más de 500 megavatios ya instalados, lo que contribuye a una capacidad operativa total de 11,2 gigavatios y una cartera de más de 25 gigavatios de energía renovable. A pesar de enfrentar desafíos como recursos eólicos más débiles de lo anticipado y la adquisición de terrenos, los PLF eólicos de la compañía han impactado positivamente el EBITDA, compensando las pérdidas en energía solar. Sin embargo, el CEO ha expresado reservas sobre que India supere los 5 gigavatios de adiciones anuales de energía eólica, destacando los desafíos existentes con los terrenos y la evacuación.",,510474994,USD,SMART,STK
MP,EU,WIN,energy and utilities,wind_energy,US5533681012,MP MATERIALS CORP,19,"Suministra materiales críticos de tierras raras esenciales para los imanes permanentes utilizados en las turbinas eólicas, apoyando así el crecimiento y la eficiencia del sector de la energía eólica.","La exposición de MP Materials al tema de la Energía Eólica proviene del uso de sus elementos de tierras raras (ETR) en turbinas eólicas. Específicamente, los ETR son insumos críticos para los imanes de tierras raras que se encuentran en los motores eléctricos y generadores que impulsan las turbinas eólicas. La compañía reconoce que la generación de energía renovable es un impulsor clave de la demanda de ETR, y las turbinas eólicas representan un mercado final notable. Si bien la energía eólica no es la única aplicación para sus ETR, sigue siendo un sector importante que contribuye a la demanda de sus productos.","[{'name': 'mp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mp-FY24-10-K.html'}, {'name': 'mp-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mp-Q125-10-Q.html'}, {'name': 'mp-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mp-Q324-10-Q.html'}, {'name': 'mp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mp-Q225-10-Q.html'}]",455592408,USD,SMART,STK
